character,dialogue
James,"C'mon, Mom. She's always late."
Drusilla,Are you lost?
James,(looks back at her) No. My mom's just supposed to pick me up is  all. (climbs out of the gym)
Drusilla,Do you want me to walk you home?
James,"No, thank you."
Drusilla,(touches the gym) My mummy used to sing me to sleep at night.  (slowly walks around the gym as she sings) Run and catch / The lamb is  caught in the blackberry patch... She had the sweetest voice. What will  your mummy sing when they find your body?
James,(looks at her nervously) I'm not supposed to talk to people.
Drusilla,"Oh. Well, I'm not a person, see, so that's just..."
Angel,"(to the boy, sternly) Run home."
Drusilla,My Angel!
Angel,"Hello, Drusilla."
Drusilla,(slowly approaches) Do you remember the song mummy used to  sing me? Pretty.
Angel,I remember.
Drusilla,"(senses) Yes, you do."
Angel,"Drusilla, leave here. I'm offering you that chance. Take Spike  and get out."
Drusilla,Or you'll hurt me?
Drusilla,"(senses) No. No, you can't. Not anymore."
Angel,If you don't leave it'll go badly. For all of us.
Drusilla,"My dear boy's gone all away, hasn't he? To her."
Angel,Who?
Drusilla,The girl. The Slayer.
Drusilla,Your heart stinks of her. (puts her hand on his chest) Poor  little thing. (cut to Buffy) She has no idea what's in store.
Angel,"This can't go on, Drusilla. It's gotta end."
Drusilla,"Oh, no, my pet. This is just the beginning."
Jenny,It's a secret!
Giles,What kind of a secret?
Jenny,"Uh, the kind that's secret. You know, where I don't actually  tell you what it is."
Giles,"I think it's customary that when two people are going out on an  evening that they, they both have an idea of where they're going."
Jenny,"Oh, come on! Where is your sense of adventure?"
Giles,"Well, I, I... Uh, how will I know what to wear?"
Jenny,(looks at his tweed suit) Do you own anything else?
Giles,"Uh, w-well, not as such, no, um..."
Jenny,"(laughs) Rupert, you're gonna have to trust me."
Giles,"Alright, alright, I p-put myself in your hands."
Jenny,"That sounds like fun. (starts on her way) Okay, tomorrow night,  7:30, right?"
Giles,Yes.
Buffy,Hey.
Giles,"Hello. (they start to the library) Um, did we hunt last night?"
Buffy,I did a couple quick sweeps downtown.
Giles,Any encounters?
Buffy,Nothing vampirey.
Giles,"Uh, I've been researching your friend Spike. Uh, the profile is  fairly unappetizing. But I-I still haven't got a bead on why he's here."
Buffy,You'll figure it out.
Giles,You alright? You seem a little glum.
Buffy,I'm fine.
Giles,Why don't you take the night off?
Buffy,Okay. That'd be nice.
Giles,Yes. You could spend some time with Angel.
Buffy,I don't know. He might have other plans.
Note,Do you know who she was?
Boy,"Well, it seems like Louis XVI was just sort of a weak king."
Teacher,"That's fair enough. Uh, any other impressions?"
Cordelia,"I just don't see why everyone's always picking on Marie  Antoinette. I can so relate to her. She worked really hard to look that  good, and people just don't appreciate that kind of effort."
Answer,No  Dark hair  Old dress  <u>pretty</u>
Cordelia,And I know the peasants were all depressed...
Xander,I think you mean 'oppressed'.
Cordelia,Whatever. They were cranky.
Cordelia,"So they're, like, 'Let's lose some heads'. Uhhh! That's fair.  And, and Marie Antoinette cared about them. She was gonna let them have  cake!"
Teacher,"Yes, well, that's a very interesting perspective."
Teacher,"Um, would anyone else like to comment?"
Note,Vampire?
Buffy,I don't know. I don't think so. They seemed pretty friendly.
Xander,Who's friendly?
Buffy,No one.
Willow,Angel and a girl.
Buffy,"Willow, do we have to be in total share mode?"
Xander,"Hey, it's me. If Angel's doing somethin' wrong, I wanna know.  'Cause it gives me a happy! (smiles)"
Buffy,"Mm, I'm glad someone has a happy."
Xander,"Aw, you just need cheering up. And I know just the thing! (does  a wild move) Crazed dance party at the Bronze!"
Buffy,"I dunno. (crosses her arms, depressed)"
Xander,Very calm dance party at the Bronze? (Buffy gives him a glum  look) Moping at the Bronze.
Ford,"I'd suggest a box of Oreos dunked in apple juice, but maybe she's  over that phase."
Buffy,Ford?
Ford,"Hey, Summers!"
Ford,How ya been?
Buffy,"Oh, my God! What are you doing here?"
Ford,"Uh, matriculating."
Buffy,Huh?
Ford,I'm finishing out my senior year at Sunnydale High. Dad got  transferred.
Buffy,This is great!
Ford,I'm glad you think so.
Ford,I didn't think you'd remember me.
Buffy,Remember you? Duh! We only went to school together for seven  years. You were my giant fifth grade crush.
Xander,So! You two know each other.
Buffy,"Oh! (turns to Xander and Willow) I'm sorry. Um, this is Ford!  Uh, Billy Fordham, this is Xander and Willow!"
Xander,Hi.
Ford,Hey.
Willow,Nice to meet you!
Buffy,"Uh, Ford and I went to Hemery together in L.A. (to Ford) And now  you're here. For real?"
Ford,"Dad got the transfer, and boom, he just dragged me outta Hemery  and put me down here."
Buffy,"This is great! Well, I mean, it's hard, sudden move, all your  friends, delicate time, very emotional, but let's talk about me! (puts  her hand on his knee) This is great!"
Willow,"(smiles) So, you two were sweeties in fifth grade?"
Buffy,Not even. Ford wouldn't give me the time of day.
Ford,"Well, I was a manly sixth-grader. I couldn't bother with someone  that young."
Buffy,It was terrible. I moped over you for months. Sitting in my room  listening to that Divinyls song 'I Touch Myself'.
Buffy,"Of course, I had no idea what it was about."
Buffy,"(to Ford) Hey, are you busy tonight? We're going to the Bronze,  it's the local club, and you have to come."
Ford,I'd love to! But if you guys already had plans... Would I be  imposing?
Xander,"No, only in the literal sense."
Ford,"Okay, then! I, I gotta find the admissions office, (gets up) uh,  get my papers in order."
Buffy,"Well, you know what, (gets up) I'll take you there, and I'll see  you guys in French! (takes Ford's arm)"
Ford,It was good to meet you. (they go)
Xander,"(sarcastically) This is Ford, my bestest friend of all my  friends! Jeez, doesn't she know any fat guys?"
Willow,"(realizes) Oh, that's what that song is about?!"
Buffy,Ford! You made it.
Ford,Wasn't hard to find.
Willow,"Buffy, Ford was just telling us about the ninth grade beauty  contest, and the, uh, swimsuit competition."
Buffy,"Oh, my God, Ford, stop that! The more people you tell, the more  people I have to kill."
Ford,"You can't touch me, Summers. I know all your darkest secrets."
Xander,Care to make a small wager on that?
Buffy,"I'm gonna go get a drink. Ford, try not to talk."
Buffy,Hi.
Angel,Hey! I was hoping you'd show.
Buffy,"(sees he has a drink) You drink! I mean, drinks. Non-blood  things."
Angel,There's a lot about me you don't know.
Buffy,I believe that.
Willow,That's Angel.
Xander,He's Buffy's beau. (sarcastically) Her special friend.
Ford,"He's not in school, right? He looks older than her."
Xander,You're not wrong.
Buffy,So. What'd you do last night?
Angel,Nothin'.
Buffy,Nothing at all. You ceased to exist?
Angel,"No, I mean I stayed in, read."
Buffy,Oh.
Ford,Didn't want that soda after all?
Buffy,Not thirsty.
Willow,"Hey, Angel."
Ford,Hi.
Buffy,(turns to Angel) This is Ford. We went to school together in  L.A.
Angel,Nice to meet you. (shakes Ford's hand)
Ford,Whoa! Cold hands!
Xander,You're not wrong.
Angel,"So, you're here visiting Buffy?"
Ford,"No, I'm actually here to stay. Just moved down."
Willow,"Hey, Angel? Do you wanna play?"
Buffy,"Y'know, it's getting really crowded in here tonight. Um... I'm a  little hot. (to Ford) You wanna take a walk?"
Ford,"Um, sure! That'd be nice."
Buffy,"Okay, then, um... (to the others) I'll see ya tomorrow. (leads  Ford out past Angel)"
Angel,Good night.
Ford,Take care.
Xander,"Okay, once more with tension."
Angel,He just moved here?
Xander,"Yeah. And, boy, does he move fast."
Willow,"Well, Angel, we could still play."
Willow,"See, you made him do that thing where he's gone."
Ford,"So, that was your boyfriend?"
Buffy,"No. Uh, yeah. Maybe. Could we lay off the tough questions for a  while?"
Ford,Sorry. So! What else do you do for fun around here?
Buffy,"Um, my purse. I-I, I left my purse at the Bronze. Uh, could you  get it for me?"
Ford,"Uh, okay. (heads back)"
Buffy,Good. Run! Thanks!
Ford,What's goin' on?
Buffy,"Um... uh, there was a, a cat. A cat here, and, um, then there  was a-another cat... and they fought. The cats. And... then they left."
Ford,Oh. I thought you were just slaying a vampire.
Buffy,What? Whating a what?
Ford,"I know, Buffy. You don't have to lie. I-I've been trying to  figure out the right time to, to tell you. I know you're the Slayer."
Willow,Just like that he told you?
Buffy,Just like that. (cut to her room) Said he found out right before  I got booted from Hemery.
Willow,Wow! (cut to her) It's neat! Is it neat?
Buffy,"(cut to her) Yeah, I guess it is. I don't have to constantly  worry that he's gonna find out my dark secret. It just makes everything  easier."
Lyrics,<I>I had a face on the mirror / I had a hand on the gun</I>
Diego,"Ford? Hi, Ford?"
Ford,Hey!
Diego,"Well, how'd it go?"
Ford,It went good.
Diego,"Good? That's, that's it? That's all we know? Well, when are  we..."
Ford,(interrupts) Soon.
Diego,"Oh, soon, okay. Y'know, you could gimme a little more  information here. I'm trusting you. I'm out on a limb here. Not to  mention the lease is almost up on this place. Who's gonna cover that?"
Ford,Marvin...
Diego,"Diego! C'mon, man, it's Diego now."
Ford,Diego. (takes out a pill) Ritalin. Everything's gonna be fine.
Ford,Just make sure you're ready when I say. True believers only.
