character,dialogue
NB:,"The content of this transcript, including the characters           and the story, belongs to Mutant Enemy. This transcript was created           based on the broadcast episode."
BUFFYWORLD.COM,"prefers that you direct link to this transcript rather than post               it on your site, but you can post it on your site if you really               want, as long as you keep everything intact, this includes the link               to buffyworld.com and this writing. Please also keep the disclaimers               intact.</div>            <p>"
REVIEW:,</p><p><b>GILES (VO)</b><br>Previously on Buffy the Vampire Slayer:
"1EXT.BUFFY's BACKYARD - DAY<br>  Warren shoots at Buffy, who is in her backyard with Xander. Meanwhile, while   running away, Warren fires a random shot that goes through the upstairs window   into Willow and Tara's bedroom.",</p><p><b>Cut to:</b>
2INT.WILLOW   AND TARA'S BEDROOM AT BUFFY'S HOUSE- DAY<br>  Tara is shot and falls to the floor. Blood spatters Willow's shirt.,"</p><p><b>WILLOW<br>  </b>Tara? Oh, God!"
Cut to:,"</p><p><b>3EXT.WOODS SOMEWHERE IN SUNNYDALE - NIGHT<br>  Warren is strung up between a pair of trees. He is tied at four points, splayed   out like the famous DaVinci diagram. Warren calls for help.</b>"
WARREN<br>,Somebody!
Cut to:,"</p><p><b>4INT.CAVE UNDERNEATH SUNNYDALE CEMETERY - DAY<br>  Buffy and Dawn are stuck in a cave and cannot escape. Anya, who has recently   returned to demon status, has teleported herself into the cave to update them   on the Willow situation.</b>"
ANYA<br>,Things just got worse.
BUFFY,<br>  How worse?
ANYA,<br>  End of the world worse. Willow's going to destroy it.
Cut to:,"</p><p><b>5EXT.DARK TEMPLE ON PACIFIC COAST CLIFF - DAY<br>  </b><b>Willow is using her powers to activate a trigger at the temple that will   end the world. Xander interferes, and hugs her as she sobs.</b>"
XANDER<br>,I love you
Cut to:,"</p><p><b>6INT.CAVE UNDERNEATH SUNNYDALE CEMETERY - DAY<br>  Buffy and Dawn have just worked together to defeat an evil force, and Dawn surprised   Buffy by holding her own quite nicely. </b>"
BUFFY<br>,(to Dawn) Things really sucked lately. Things are going to change. And I'm   going to be there when it does.
Cut to:,"</p><p><b>7INT.CAVE SOMEWHERE IN AFRICA - NIGHT<br>  Spike is exhausted and beaten, but demands his prize nontheless. </b>"
SPIKE<br>,Make me what I was.
DEMON,<br>  We will return your soul.
END REVIEW TEASER.,"<br><br><a NAME=""beginning""></a><center><font color=""#B00000"" size=+3 face=verdana>The Start Of Episode</font><br>  </center><p><b>PROLOGUE</b>"
8EXT.CITY STREET IN ISTANBUL - NIGHT,</p><p><b>TITLE CARD: Istanbul</b>
"Turkish music plays. Camera shows the city skyline and closes in on the   top of a building, and then to the street. A dark-haired girl is running through   the arched hallway, looking over her shoulder and panting from the exertion   of running so fast. She slips down an embankment. She's being chased. A man   on the street sees her through his front door, and closes it rather than help   her. Two people in hooded cloaks are chasing her. After trying various alleys   looking for an escape route, she finds herself trapped in a dead-end. She sees   a drain pipe next to her and decides to use it to scale the building. The people   chasing her grab her foot, but she manages to escape their grip and easily climbs   up to the roof. There, another hooded figure is waiting and pushes her off the   building. She screams, but she lands on the ground alive, on her back. Two hooded   figures hold her down, and she fights back with all her might. A third figure   raises an arched, shiny, silver dagger and thrusts down at her.",</p><p><b>Cut to:</b>
9EXT.SUNNYDALE   CEMETERY - NIGHT<br>,"<b>Camera is at ground level, showing a new vampire rising from his grave.   He's middle-aged, wearing a suit. Sounds of his struggle to escape his grave   persist until he interrupts the girls talking.</b>"
BUFFY<br>,It's about power.
BUFFY,<br>  Who's got it. Who knows how to use it. So...
BUFFY,"<br>  Who's got the power, Dawn?"
DAWN,"<br>  (sighs) Well, I've got the stake."
BUFFY,<br>  The stake is not the power.
DAWN,<br>  But he's new. He doesn't know his strength. H-he might not know all those fancy   martial arts skills they inevitably seem to pick up.
BUFFY,<br>  Who's got the power?
DAWN,<br>  He does.
BUFFY,<br>  Never forget it. Doesn't matter how well prepped you are or how well armed you   are. You're a little girl.<br>
DAWN,<br>  Woman.
BUFFY,<br>  Little woman.
DAWN,<br>  I'm taller than you.
BUFFY,"<br>  He's a vampire, OK? Demon. Preternaturally strong. Skilled with powers no human   could possibly ever&#151;"
VAMPIRE,<br>  Excuse me. I think I'm stuck.
BUFFY,<br>  You're stuck?
VAMPIRE,"<br>  My foot's caught on a root or something, and... I don't even know how I got   down there. If you girls could just give me a hand..."
DAWN,"<br>  Hm. So, he's got the power?"
BUFFY,<br>  Zip it.
VAMPIRE,"<br>  I really appreciate it. It's just it's so dark, and I don't even know what I'm   doing here."
VAMPIRE,<br>  Whoa. Ooh. Thanks. That was a help. Unfortunately it was the last&#151;
VAMPIRE,<br>  &#151;thing you'll ever do.
BUFFY,<br>  Listen up. I'm the slayer. You don't want to get into it with me. You want blood?   You can have hers.
BUFFY,"<br>  Power. He's got it. He's going to use it. You don't have it, so &#151;"
BUFFY,<br>  &#151;use that. Perfect.
DAWN,<br>  Buffy!
BUFFY,"<br>  It's real. It's the only lesson, Dawn. It's always real. Let me see."
DAWN,"<br>  It's nothing, it's just a scrape. Plus, I had a plan the whole time."
BUFFY,<br>  Really?
DAWN,"<br>  Yeah, I planned to get killed, come back as a vampire, and bite you."
BUFFY,<br>  You wanted to be trained.
DAWN,"<br>  Well, just the next time when you're gonna disa&#151;"
BUFFY,<br>  You did pretty well.
DAWN,<br>  I did?
BUFFY,<br>  Yeah.
DAWN,"<br>  'Cause, you know, with the whole rolling thing, I was actually using his strength,   and it was very tai chi. Plus I nearly got the heart."
BUFFY,"<br>  My first time out, I missed the heart too."
DAWN,<br>  No way.
BUFFY,<br>  Just the once.
DAWN,"<br>  Well, the next vampire I meet&#151;"
BUFFY,"<br>  The next vampire you meet, you run away. I just wish that was all we had to   worry about. Vampires, demons... they're nothing compared to what's coming."
DAWN,<br>  I know. I just can't believe it's back.
BUFFY,"<br>  Believe me, I thought I was long past it. I guess you never are. Just a few   more days 'til it starts. Then we'll never know what's coming next."
Cut to:,</p><p><b>10EXT.NEW SUNNYDALE   HIGH SCHOOL - DAY<br>  Zoomed in on a large pair of scissors. A man is using them to cut a huge red   ribbon. Pan out to a press conference and grand opening ceremony with reporters   and city officials standing around.</b>
PRINCIPAL<br>,It is my great pleasure and privilege to announce the official opening&#151;on   the very ground that it first stood upon&#151;of the brand new state of the art   Sunnydale High!
Opening credits and title sequence.,</p><p><b>ACT I.</b>
11EXT.ENGLISH   COUNTRYSIDE - DAY,"</p><p><b>TITLE CARD: Westbury, England</b>"
Giles is riding a horse through the English countryside. Then we see him   walking through a field to a tree that Willow is sitting under. She is looking   at the ground making an exotic flower grow and bloom.,</p><p><b>GILES<br>  </b>That doesn't belong there.
WILLOW,"<br>  No, it doesn't."
GILES,"<br>  That's the flora kua alaya. A native of Paraguay, if my botany serves."
WILLOW,<br>  Is there anything you don't know everything about?
GILES,<br>  Synchronized swimming. Complete mystery to me.
GILES,<br>  Yep. Paraguay. Where does it come from?
WILLOW,<br>  Paraguay.
GILES,<br>  Who brought it through the Earth?
WILLOW,"<br>  It's all connected. The root systems, the molecules...the energy. Everything's   connected."
GILES,<br>  You sound like Miss Hartness.
WILLOW,<br>  She's taught me a lot.
GILES,<br>  Then why aren't you in your lesson?
WILLOW,<br>  Sorry.
GILES,<br>  It's alright. She was just&#151;
WILLOW,"<br>  &#151;afraid. Yeah, they all are. The coven is&#151;they're the most amazing women   I've ever met. But there's this look that they get. Like I'm gonna turn them   all into bangers and mash, or something. Which I'm not even really sure what   that is."
GILES,<br>  They're cautious. I trust you understand that.
WILLOW,"<br>  I don't have that much power, I don't think."
GILES,"<br>  Everything's connected. You're connected to a great power, whether you feel   it or not."
WILLOW,<br>  Well you should just take it from me.
GILES,"<br>  You know we can't. This isn't a hobby or an addiction. It's inside you now,   this magic. You're responsible for it."
WILLOW,<br>  Will they always be afraid of me?
GILES,<br>  Maybe. Can you handle it?
WILLOW,"<br>  I deserve a lot worse. I killed people, Giles."
GILES,<br>  I've not forgotten.
WILLOW,"<br>  When you brought me here, I thought it was to kill me or to lock me in some   mystical dungeon for all eternity or&#151;with the torture. Instead, you go all   Dumbledore on me. I'm learning about magic. All about energy and Gaia and root   systems."
GILES,<br>  Do you want to be punished?
WILLOW,<br>  I wanna be Willow.
GILES,"<br>  You are. In the end, we all are who we are, no matter how much we may appear   to have changed."
Cut to:,"</p><p><b>12EXT.IN FRONT   OF BUFFY'S HOUSE - DAY<br>  Xander parks his car and walks to Buffy's front door, wearing a suit, carrying   a large tube of rolled up papers.</b>"
