character,dialogue
"Transcribed by Joan the English Chick (<a href=""mailto","pisces@englishchick.com"">pisces@englishchick.com</a>)."
<b>Transcriber's Notes,"</b><ul><li>I do not own the characters or situations of BTVS, and I claim no credit for the content of this episode. I have merely transcribed what appeared on my screen, with help from the closed captions.<li>I prefer that you link to this transcript on the Psyche site rather than post it on your site, but you can post it on your site if you want, as long as you keep my name and email address on it. Please also keep my disclaimers intact.<li>You can use my transcripts in your fanfiction stories; you don't have to ask my permission. (However, if you use large portions of episode dialogue in your fanfic, I recommend you give credit to the person who wrote the episode.)<li>I apologize in advance for my lame transcription of the fight scenes. I don't know the names of different punches and kicks. Use your imagination.</ul>"
GLORY,You keep refusing to tell me where the key is!
MONK,We had to hide the key ... made it human and sent it to you.
BUFFY VOICEOVER,Dawn.
DAWN,What's wrong with Mom?
GILES VOICEOVER,Previously on <I>Buffy the Vampire Slayer</I>...
BUFFY,I don't know.
RILEY,"Buffy's like nobody else in the world. When I'm with her it's like, half of me is just ... on fire, going crazy if I'm not touching her. But she doesn't love me."
RILEY,"I know you got a lot on your mind. You decide you wanna let me in on any of it, you let me know."
SANDY,We ... could go somewhere else. Someplace more ... private.
RILEY,"Ohhhh, Sandy, Sandy. My heart belongs to another. Besides, I don't go out with vampires."
BUFFY,Spike. I want you.
SPIKE,"God, I love you so much."
SPIKE,"Oh god, no. Please no."
BUFFY,Are you okay?
JOYCE,You know the nothing that I've been dealing with the last couple of weeks? I-it might not be nothing.
BUFFY,What is it?
JOYCE,"I'm, uh, staying overnight at the hospital for observation. I'm getting a CAT scan."
DAWN,What is a CAT scan exactly?
BUFFY,"I don't know. It's some ... x-ray, I guess."
DAWN,"Where do they get the CAT scan from? I mean, do they test it on cats or ... or does the machine sort of look like a cat?"
BUFFY,"Dawn, I'm really..."
TARA VOICEOVER,"""Your one-stop spot to shop for all your occult needs."""
TARA,Catchy.
GILES,Think so?
TARA,"Uh-huh. In a ... hard to read sort of way, but I think it's great."
GILES,Oh.
XANDER,"I'm just saying, I think it's rude."
WILLOW,I wouldn't call it rude.
XANDER,"Rude-ish. Rude-esque. Whatever you want to call it. When a person makes a ""destroy all vampires"" date, it's simple courtesy to wait for your co-destroyers. Am I right, Giles?"
GILES,"I'm almost certain you're not, but to be fair, I wasn't listening."
TARA,"Oh, the-the new phone book's in with Mr. Giles' ad."
WILLOW,"Oh, nice."
ANYA,Yay! Am I mentioned? (looking eagerly at the ad)
GILES,Not as such.
ANYA,(disappointed) Oh.
XANDER,"Okay, we were supposed to hook up with Riley this morning, to take on a nest o'vamps holed up in a tomb? So we get there, and guess what? Tell him, Will."
WILLOW,Tomb go boom.
XANDER,Yep. Captain America blowed it up real good. All by his lone wolf lonesome.
GILES,"Hmm, uh, rather reckless of him. (We see Anya still studying the ad.)"
XANDER,I'd say very rather.
GILES,"All that aside, I should think you'd be pleased to avoid the confrontation."
