character,dialogue
Giles,"(upset) This is madness! What can you have been thinking? You  are the Slayer! Lives depend upon you! (begins pacing) I make allowances  for your youth, but I expect a certain amount of responsibility, and  instead of which you enslave yourself to this, this... (stops pacing)  Cult?"
Buffy,(wearing a cheerleader outfit) You don't like the color?
Giles,"I d... (exasperated) Do you, um... (puts some books on a cart)  Do you ignore everything I say as a, as a rule?"
Buffy,"No, I believe that's your trick."
Buffy,"I told you, I'm trying out for the cheerleading squad!"
Giles,"You have a sacred birthright, Buffy. You were chosen to destroy  vampires, not to... wave pompoms at people. And as the Watcher I forbid  it. (goes back to the table)"
Buffy,And you'll be stopping me how?
Giles,"Well, I... (sits on the edge of the table and crosses his arms)  By appealing to your common sense, if such a creature exists."
Buffy,"I will still have time to fight the forces of evil, okay? I just  wanna have a life, I wanna do something normal. Something safe."
Willow,"Giles didn't approve, huh?"
Buffy,He totally lost his water. We haven't seen a vampire in over a  week. I'd say he should get a girlfriend if he wasn't so old.
Willow,"Well, we're behind you."
Xander,"People scoff at things like school spirit, but look at these  girls giving their all like this!"
Xander,"Ooo, stretchy! Where was I?"
Willow,You were pretending that seeing scantily clad girls in  revealing postures was a spiritual experience.
Xander,"Who said I was pretending? (to Buffy) Oh, hey! Here's a good  luck thing for tryouts. (hands her a bracelet)"
Buffy,What's this?
Willow,What's that?
Buffy,"Oh, how sweet! (reads the inscription) 'Yours Always.'"
Xander,"I-i-it came that way, really, they all said that!"
Willow,(exhales)
Cordelia,"(approaches them) Just look at that Amber. Who does she think  she is, a Laker Girl?"
Willow,I heard she turned them down.
Joy,"Okay, listen up! Let's begin with (checks her clipboard) Amber  Grove. If you're not auditioning, move off the floor."
Willow,(to Amy) Amy! Hi!
Amy,(comes over) Hi!
Willow,I didn't know you wanted to be a cheerleader! You lost a lot of  weight.
Amy,Had to.
Willow,Do you know Buffy?
Amy,Hi.
Buffy,Hi.
Amy,"Oh, how I hate this, let me count the ways."
Amy,(to Buffy) She trained with Benson. He's one of the best coaches  money can buy.
Buffy,They have cheerleading coaches?
Amy,"Oh, yeah! Don't you have? I train with my mom, three hours in the  morning, three at night."
Buffy,"Hmm, that much quality time with my mom would probably lead to  some quality matricide."
Amy,"Oh, I know it's hokey. But she's really great."
Cordelia,Hmm!
Buffy,What the...?
Willow,That girl's on fire!
Cordelia,"(facing away, not seeing the smoke) Enough of the hyperbole!"
Buffy,"(trying to comfort Amber) It's okay, it's okay, you're gonna  be... okay. (to herself) God!"
Buffy,"I've been slaying vampires for more than a year now, and I have  seen some pretty cringeworthy things, but... nobody's hands ever got  toasted before."
Giles,(comes out of the cage) I imagine not.
Buffy,"So, this isn't a vampire problem."
Giles,No.
Buffy,"(turns to Giles) But it is funky, right? Not of the norm?"
Giles,"Quite. Spontaneous human combustion is, is rare, and, and  scientifically unexplainable, but there have been cases for hundreds of  years. Usually all that's left is a pile of ashes."
