character,dialogue
60,"""Fear, Itself"" Transcript"
Buffy,"“Parker, did I do something wrong?”"
Parker,“Didn’t you have fun?”
Buffy,“Is that all it was?”
Parker,“What else was it supposed to be?”
Buffy,"“He’s manipulative and shallow, and why doesn’t he want me?”"
Willow,“I think you’re missing something about the whole poop-head principle.”
Xander,“Hi again.”
Xander,"“I don’t know, I was going for ferocious, scary, but it’s coming out more dryly sardonic.”"
Willow,“It does appear to be mocking you with its eye holes.”
Oz,“The nose hole seems sad and full of self-loathing.”
bed,"“What do you think, Buff?”"
Buffy,"“I was just thinking about the life of a pumpkin.  Grow up in the sun - happily entwined with others, then someone comes along, cuts you open and - rips your guts out.”"
Xander,"“Okay, and on that happy note, I’ve got a treat for tomorrow nights second annual Halloween screening.  People - prepare to have your spines tingled, your gooses bumped by the terrifying (Pulls out a video and reads the title) Fantasia.  Fantasia?”"
Oz,"“Maybe it’s because of all the - horrific things we’ve seen, but hippos wearing tutus just don’t unnerve me the way they used to.”"
Xander,“Phantasm.  It was supposed to be ‘Phantasm”.  Stupid video store!”
Willow,“I thought we were doing the alph delt thing.”
Xander,“What thing?”
Buffy,“The scary house?  Sounds kinda lame.”
Oz,“It actually borders on fun.  You have to go through the scary house maze to get to the party.  Which is usually worth getting to.  Those guys go all out.”
Willow,“As witnessed last Friday.”
Oz,“Very true.”
Xander,“There is a party?”
Willow,“We didn’t tell you?”
Xander,"“No, it’s cool.  You guys got your little college thing.  I’m fine.  I mean, I got better things to do than tag along to some Fraternity.”"
Willow,“You can come.”
Xander,“Okay.  But only because I lied about having better things to do.”
Oz,“A blast will be had by all.”
up,“I’m gonna get going.”
Xander,"“Now?  Tonight’s still...(Looks at his watch) okay, it’s a little mature, but still.”"
Buffy,“I’m sleepy.  You guys have fun.”
Willow,“You want me to come with?”
leaves,“No I’m fine.”
head,“Sad Buffy.”
Willow,“She didn’t even touch her pumpkin.  It’s a freak with no face.”
Oz,“She’s still suffering a little post-Parker depression.”
Xander,“Bailing on the Buff.  Does anyone else want to smack that guy?”
Kid,"“Jeez, that hurt!  What the hell is wrong with you, lady?”"
Buffy,“That’s what I’d like to know.”
Willow,"“I’ve got the basics down – levitation, charms, glamours.  I just feel like I’ve plateaued wicca-wise.”"
Buffy,“What’s the next level?”
Willow,"“Transmutation, conjuring, bringing forth something from nothing.  Gets pretty close to the primal forces.  A little scary.”"
Buffy,"“Well, no one’s pushing.  You know, if it’s too much don’t do it.”"
Willow,“Don’t do it?  What kind of encouragement is *that*?”
Buffy,“This is an ‘encouragement’ talk?  I thought it was ‘share my pain’.”
Willow,"“I don’t know.  Then again, what is college for if not experimenting?  You know, maybe I can handle it.  I’ll know when I’ve reached my limit.”"
them,“Wine coolers?”
