character,dialogue
Buffy,Non-vampire. Plus two.
Willow,(sternly as she puts her cross away) Hi.
Xander,"Man, Buffy! My whole life just flashed before my eyes! (glances  over at Willow) I gotta get me a life!"
Buffy,What are you doing here?
Willow,What are *you* doing here?
Buffy,"Well, I'm patrolling!"
Willow,"(concerned) Buffy, you're sick."
Buffy,"No, I feel fine. I mean, I'm... the world's spinning a little  bit, but I like it, it's kinda like a ride."
Cordelia,"Half the school's out with this flu. It's a serious deal,  Buffy. We're all concerned about how gross you look."
Buffy,(with a hint of sarcasm) I'm touched. Really. But I have work to  do.
Willow,"Buffy, come on, one night of rest is not gonna kill you."
Buffy,"No, but it might kill somebody else."
Xander,"(points at her with his stake) You mean Angel might. (Buffy  turns away) Buffy, this is not the time to challenge Angel for the  ultimate fighting championship. (gestures with his stake) He's at full  strength, you're only half a Slayer."
Buffy,"Yeah, but I'm still the Slayer. And as long as I am, Angel's not  gonna kill anybody else."
Angelus,"(behind her) Aw, c'mon. (she turns to face him) Just one more."
Angelus,"Not feeling well, lover?"
Buffy,That helps.
Angelus,"You know, you being off your game's kinda takin' the fun out  of all this."
Angelus,"Nope, still fun!"
Angelus,Uh-oh. This does *not* look good for our heroine.
Xander,"Take a walk, overbite."
Angelus,We'll have to do this again sometime.
Xander,"Buffy, are you okay?"
Buffy,"(puts her hand to her forehead) I told you guys to leave, I...  (getting dizzy) I... Oh..."
Xander,Buffy!
Willow,Buffy?
Xander,We need help!
Willow,"Somebody, please, now!"
Intern,(approaches them) What happened?
Xander,She fell.
Willow,The flu.
Cordelia,She fainted.
Xander,"The flu, fainted and fell. She's sick, make it better!"
Intern,(pulls the gurney up) It's gonna be okay. Let's get her up.
Intern,Patient's unconscious... Pupils are unequal and unresponsive.
Cordelia,What does that mean?
Willow,Is she gonna be okay?
Intern,"Please, you gotta give us some room."
Intern,"High-grade fever, possible fractures."
Intern,Right.
Xander,Someone should be with her!
Willow,"I'll call Giles, tell him what happened. (to Cordelia) You call  Buffy's mom, tell her, n-not what happened, just get her here."
Joyce,Where is she?
Giles,She's still in the emergency room.
Joyce,I wanna see her. (starts out of the waiting room)
Cordelia,They won't let us in there.
Joyce,(faces her) Yes?
Joyce,Is Buffy okay?
Joyce,(interrupts insistently) Is she okay?
Joyce,(with relief) Thank you. (puts her hand to her face)
Xander,Good. Good. (rubs his hands) That's good.
Joyce,"Buffy? (reaches the bed) Hi, sweetheart."
Xander,"Hey, Buffy, we're all here."
Buffy,(groggy) Hey. Here we are. It's all of we. Are we taking me  home? (tries to get up)
Buffy,(groggy) Yeah? Lie at home. My bed is better than any bed  that's... not my bed.
Buffy,(to Xander) Shhh! (points at him) Hospital zone. No singing.
Buffy,"No! (tries to get up again) Lemme go. Look, I wanna go."
Willow,"Buffy, what's wrong?"
Buffy,No! No! Let me go!
Cordelia,I think she wants to go.
Buffy,"No, don't do that! Stop it!"
Buffy,"(delirious) Giles, tell them!"
Orderly,I got her.
Buffy,The vampires! I need to kill the vampires!
Buffy,Ow! (winces in pain) No!
Xander,It's gotta be the fever.
Willow,"Yeah, it made her delusional."
Buffy,(to Giles insistently) They're out there!
Giles,"(smiling reassuringly) Yes, uh, well, we'll, uh, we'll get  those, uh, vampires later. (laughs lightly, looks at Joyce) I hear it's  best t-to play along. (keeps smiling)"
Joyce,"Honey, listen..."
Buffy,I wanna go home.
Joyce,It's gonna be okay. I promise.
Buffy,Please don't make me stay here...
Joyce,I *promise*.
Xander,That was a new experience. I'm not used to seeing Buffy scared  like that.
Joyce,"Yeah, she just *hates* hospitals. Ever since she was a little  girl."
Willow,What happened?
Joyce,When she was eight her cousin Celia died in a hospital. Buffy  was alone with her at the time.
Cordelia,Yuk!
Joyce,"Yeah, they were very close."
Willow,"Wow, and she was eight?"
Joyce,"(looking in at Buffy) Well, it looks like she's asleep. I should  go call her father. (heads toward the nurse's station)"
Giles,"(accompanies her) Um, I-I think there's a, a phone..."
Joyce,Thank you for coming. I-I *really* appreciate the way you look  out for her.
Giles,Oh...
Joyce,*All* of you.
Giles,"Well, we're, uh, we're very fond of her. (they stop at the  nurse's station) The, uh, the telephone. (starts away)"
Joyce,"I, I... (stops him) I hope I'm not out of line, but... I-I-I  wanted to say how sorry I am about, uh, that teacher, Ms. Calendar.  Buffy said you were close."
Giles,"(nods slightly) Oh, uh... (looks down) Thank you. (looks up)"
Joyce,"(exhales) Buffy's been so down since it happened. I mean, she  never gets sick."
Giles,"(looks down) Well, I'm sure she'll be, uh... (looks up, smiles  reassuringly) She'll be fine."
