character,dialogue
Xander,May I cut in?
Xander,You alright?
Buffy,(exhales) Thanks to you!
Buffy,You hurt your hand! Will you still be able to...
Xander,...finish my solo and kiss you like you've never been kissed  before?
Buffy,You're drooling.
Buffy,Xander!
Buffy,You've got a little...
Buffy,(on the spot) Ways that ants communicate.
Buffy,With other ants.
Buffy,"(sees Willow's signals) Um, uh, uh..."
Buffy,Touch...
Buffy,"And, um..."
Buffy,(confused) B.O.?
Blayne,Thank God someone finally found the courage to mention that!
Buffy,"Well, what teenager doesn't?"
Buffy,"Well, that fire, I mean, there was major extenuating  circumstances. Actually, it's, uh, kinda funny!"
Buffy,Destructo Girl. That's me.
Buffy,"You mean, 'great' in a bad way?"
Buffy,...the homework thing.
Buffy,Yeah! Sorry.
Buffy,Okay! Thanks.
Lyrics,"<I>The first date's the worst date / It's hard to know just what  to do / And I take you to dinner / You don't eat, you just play with  your food</I>"
Lyrics,<I>And there's something familiar...</I>
Lyrics,<I>About every word you say</I>
Lyrics,"<I>It's hard to believe it's happened again / I already met you /  And I already met you / You're like my last girlfriend / Yes, and the  girlfriend I had before her</I>"
Blayne,"Seven, including Cheryl. I'll tell you, though, her sister was  lookin' to make it eight!"
Boy,"Ooo, Cheryl's sister? The one in college?"
Blayne,"(nods) Home for the holidays and lookin' for love! She's not my  type, though. Girls really gotta have something to go with me."
Xander,(interrupting) Something like a lobotomy?
Blayne,Xander. How many times you score?
Xander,"Well, uh..."
Blayne,It's just a question.
Xander,"Are we talking today, or the whole week?"
Xander,Ooo! Duty calls!
Xander,Babes!
Buffy,What are you doing?
Xander,(to Buffy) Work with me here. Blayne had the nerve to question  my manliness. I'm just gonna give him a visual.
Willow,(throws her arms around him tightly) We'll show him!
Buffy,(distracted) I don't believe it.
Xander,"I know, and after all my conquests."
Xander,Who's that?
Willow,That must be Angel! I think?
Xander,That weird guy that warned her about all the vampires?
Willow,"That's him, I'll bet you."
Xander,"Well, he's buff! She never said anything about him being buff!"
Willow,You think he's buff?
Xander,He's a very attractive man! How come *that* never came up?
Buffy,Well! Look who's here!
Angel,Hi.
Buffy,"I'd say it's nice to see you, but then we both know that's a big  fib."
Angel,I won't be long.
Buffy,"No, you'll just give me a cryptic warning about some exciting  new catastrophe, and then disappear into the night. Right?"
Angel,You're cold.
Buffy,You can take it.
Angel,"(takes off his jacket) I mean, you look cold."
Xander,"Oh, right! Give her your jacket. It's a balmy night, no one  needs to be trading clothing out there!"
Buffy,A little big on me. (notices a series of cuts on Angel's arm)  What happened?
Angel,I didn't pay attention.
Buffy,To somebody with a big fork?
Angel,He's coming.
Buffy,The Fork Guy?
Angel,Don't let him corner you. Don't give him a moment's mercy. He'll  rip your throat out.
Buffy,"Okay, I'll give you improved marks for that one. Ripping a  throat out, it's a strong visual, it's not cryptic!"
Angel,I have to go. (leaves)
Buffy,"(stares after him) Sweet dreams to you, too."
Giles,That's all he said? Fork Guy?
Buffy,That's all Cryptic Guy said: Fork Guy.
Giles,I think there are too many 'guys' in your life. (laughs)
Giles,"I'll see what I can find out. (looks up at the sky) God, every  day here is the same."
Buffy,"Bright, sunny, beautiful, how ever can we escape this torment?"
Giles,Really.
Giles,Good morning.
Xander,"Mornin'. (to the girls) Guess what I just heard in the office?  No Dr. Gregory today. Ergo, those of us who blew off our science  homework aren't as dumb as we look."
Buffy,"What happened, is he sick?"
Xander,"They didn't say anything about sick, something about missing."
Buffy,He's missing?
Xander,"Well, let me think. Um, the cheerleaders were modeling their  new short skirts, that kinda got... Yeah! Yeah, they said missing."
Xander,Which is bad?
Buffy,"If something's wrong, yeah!"
Willow,He's one of the only teachers that doesn't think Buffy's a  felon.
Xander,"I'm really sorry, I'm sure he'll..."
Xander,"I, uh, huh..."
Xander,"Uh, huh... huh..."
Natalie,Could you help me?
Xander,Uuuuuuhhhhhh... Yes!
Natalie,I'm looking for Science... 109.
Xander,"Oh! It's, um..."
Xander,(smiles) I go there every day!
Xander,"(looks to the girls for help) Oh, God, where is it?"
Blayne,Hi! Blayne Mall. I'm going there right now. It's not far from  the varsity field where I took All-City last year. (smiles smugly)
Natalie,"Oh! Thank you, Blayne!"
Xander,It's funny how the Earth never opens up and swallows you when  you want it to.
Willow,What's wrong?
Buffy,Dr. Gregory dropped his glasses... Why wouldn't he pick them up?
Natalie,"My name is Natalie French, and I will be substituting for Dr.  Gregory."
Buffy,Do you know when he's coming back?
Natalie,"No, I don't, um, (checks her roster) Buffy. They just call and  tell me where they want me."
Blayne,(in a low voice) I'll tell you where I want you.
Natalie,"Excuse me, Blayne?"
Blayne,"Uh, I was just wondering if you were gonna pick up where Dr.  Gregory left off."
Natalie,(smiles) Yes. His notes tell me you were right in the middle  of insect life.
Natalie,The praying mantis is a fascinating creature. Forced to live  alone. Who can tell me why? Buffy?
Buffy,"Well, the words 'bug-ugly' kinda spring to mind."
Natalie,There is nothing ugly about these unique creatures. The reason  they live alone is because they're cannibals!
Buffy,Eww!
