character,dialogue
</center><center>Original Air Date,"January 8, 2002</center><hr WIDTH=""100%"">"
"Transcribed by Joan the English Chick (<a href=""mailto","pisces@englishchick.com"">pisces@englishchick.com</a>)."
<b>Transcriber's Notes,"</b><ul><li>I do not own the characters or situations of BTVS, and I claim no credit for the content of this episode. I have merely transcribed what appeared on my screen, with help from the closed captions.<li>I prefer that you link to this transcript on the Psyche site rather than post it on your site, but you can post it on your site if you want, as long as you keep my name and email address on it. Please also keep my disclaimers intact.<li>You can use my transcripts in your fanfiction stories; you don't have to ask my permission. (However, if you use large portions of episode dialogue in your fanfic, I recommend you give credit to the person who wrote the episode.)<li>I apologize in advance for my lame transcription of the fight scenes. I don't know the names of different punches and kicks. Use your imagination.</ul>"
GILES VOICEOVER,Previously...
SPIKE VOICEOVER,Last night changed things.
BUFFY,The only thing that's different is that I'm disgusted with myself.
DAWN,Is this the way to the movies?
DAWN,What is this place?
WILLOW,I'll just be a minute.
BUFFY,Willow's into something. Her and Dawn have been missing for hours.
DAWN,Do you know how long I've been out here?
WILLOW,(with black eyes) Let's get outta here.
WILLOW,"Dawnie, I'm sorry!"
BUFFY,You could have killed her!
WILLOW,I need help!
WILLOW,No more spells. I'm finished.
WARREN,Got it.
JONATHAN,It's beautiful.
WARREN,"Congratulations, Phase One of the plan is now complete."
Open on a table covered with magical stuff,"tarot cards, candles, little bowls and boxes of herbs, etc."
DAWN,Candles?! We can't have candles?
BUFFY,"Dawn, it's magic clearance. Everything must go."
DAWN,B-but they're just candles!
BUFFY,"(sighs, stands up) Well, yeah, you know, to you and me they're just candles, but to ... witches they're ... like bongs."
BUFFY,"So, no candles, no charms ... (walking toward the door to the bathroom) no-"
WILLOW,Bird.
BUFFY,(stops walking) No bird?
WILLOW,That peacock on the table. (looks at the side table near Buffy) It has two crystals in it.
WILLOW,"Tara, she... (Buffy looking at her) she left them. (Dawn looking at them)"
BUFFY,I'll make sure she gets them.
BUFFY,"(over her shoulder) Dawn, do me a favor, can you grab the fertility god statue on the desk over there?"
DAWN,Kokopelli?! No! I love him! And he was Mom's.
DAWN,(upset) Why do we have to get rid of so many things I like?
BUFFY,"Dawn, I explained this to you. Willow has a problem. The next few weeks are gonna be ... crazy hard on her as it is."
BUFFY,"(on the sofa, moving cushions around) Any reminder of, of what it is that she's trying to stay away from, you know, could cause her to ... give in to temptation."
BUFFY,And that would be bad.
WARREN,"(triumphant) Okay, that's it. It's finally done."
WARREN,"I mean, it still needs a trial run, but it's-"
JONATHAN,Kind of clunky-looking.
WARREN,What?!
ANDREW,"I pictured something cooler. More ILM, less Ed Wood."
WARREN,(gets up angrily) You wanna see cool? I'll show you cool.
JONATHAN,Mama!
JONATHAN,Did it ... is it...
ANDREW,Yeah.
JONATHAN,"(laughing, to Warren) I'd call that a successful test."
WARREN,"Well, that's just half the test."
JONATHAN,Hey! Hey!
JONATHAN,You penis!
WARREN,"Oh, cheer up, Frodo. Because thanks to my brains, and our mystical gem, we got ourselves an invisibility ray. (shoulders the weapon) And I'd say that makes us pretty much unstoppable."
BUFFY,"Dawn, come on, you gotta eat breakfast! Xander's gonna be here any second."
BUFFY,She's gonna be late for school again.
BUFFY,How are you doing?
WILLOW,"I'm okay. Not 'ready to head back to classes, face the world' okay, but ... the shakiness is only semi now. I thought I'd spend the day fishing the net, for more poop on the, uh, stolen diamond."
BUFFY,I called you before.
DAWN,(sullen) Didn't hear you.
WILLOW,"Hey Dawnie, uh, I'm making you a nice omelet."
DAWN,Not hungry. (drinks juice)
BUFFY,"Dawn, you need to eat something."
DAWN,Thanks for your concern.
WILLOW,"Okay, I deserve the wrath of Dawn, but ... why is she taking it out on you?"
BUFFY,Because I let it happen.
WILLOW,"Buffy, I was the one who-"
BUFFY,Who was drowning. My best friend. And I was too wrapped up in my own dumb life to even notice.
SPIKE,Morning.
BUFFY,"What are you doing? And, here? (Willow returns to cooking)"
SPIKE,"Just, uh, took a stroll. Found myself in your neck of the woods."
BUFFY,Couldn't find a less flammable time of day to take a stroll?
SPIKE,"Yeah, well, the fact is my lighter's gone missing. Thought it might have, uh, dropped outta my pocket the last time I was here."
BUFFY,Haven't seen it.
WILLOW,"I'm, uh, gonna head back to my room, get dressed."
BUFFY,"Oh, I..."
BUFFY,Lame.
SPIKE,What?
BUFFY,You. Making up excuses. (goes back to the sink)
SPIKE,"Oh, don't flatter yourself, luv. (walking toward her) Bloody fond of that lighter."
BUFFY,Stop trying to see me. And stop calling me that.
SPIKE,"(walks over to her) So, um ... what should I call you then? Pet?"
SPIKE,"(grinning) Sweetheart? My, uh ... (fondling a piece of her hair) little goldilocks?"
SPIKE,You know I love this hair. The way it bounces around when you-
SPIKE,Ah-ah-ah! This flapjack's not ready to be flipped.
BUFFY,What the hell is that supposed to-
BUFFY,(whispers) Stop that.
XANDER,"Good Godfrey Cambridge, Spike!"
XANDER,"Still trying to mack on Buffy? Wake up already. Never gonna happen! (Spike and Buffy glaring at him) Only a complete loser would ever hook up with you. (Buffy looking insulted) Well, unless she's a simpleton like Harmony, or a, or a nut sack like Drusilla-"
BUFFY,"Hey! You really need to get Dawn off to school. Let's go, go fetch her, okay?"
BUFFY,"(not turning back) You can let yourself out, right Spike?"
BUFFY,"(calling) Dawn! You better get going, Xander's here!"
DAWN,Here.
BUFFY,"Okay, you have everything you need?"
DAWN,(interrupting) Yep.
BUFFY,"And after school, you-"
DAWN,"Yeah yeah. Let's go, Xander. (walking toward the door)"
BUFFY,(intercepting her) You will come straight home.
DAWN,(sarcastic) Sure. Maybe we can find some time for you to (Buffy opens door) get me into another car accident.
MS. KROGER,"(removing her glasses, smiling at Dawn) Oh, good morning. You must be Dawn. (Dawn nods)"
BUFFY,Can I help you?
MS. KROGER,"I'm Doris Kroger, from Social Services. (displaying her ID badge) We had an appointment?"
BUFFY,"Oh, for Wednesday."
MS. KROGER,This is Wednesday.
BUFFY,"Right! Well ... Dawn, you better..."
BUFFY,"(sighs) And, and Xander, you'll drive safely?"
XANDER,Yes ma'am.
MS. KROGER,"(smiles at Buffy) Little bit on the tardy side, isn't she?"
