character,dialogue
"Transcribed by Joan the English Chick (<a href=""mailto","pisces@englishchick.com"">pisces@englishchick.com</a>)."
<b>Transcriber's Notes,"</b><ul><li>I do not own the characters or situations of BTVS, and I claim no credit for the content of this episode. I have merely transcribed what appeared on my screen, with help from the closed captions.<li>I prefer that you link to this transcript on the Psyche site rather than post it on your site, but you can post it on your site if you want, as long as you keep my name and email address on it. Please also keep my disclaimers intact.<li>You can use my transcripts in your fanfiction stories; you don't have to ask my permission. (However, if you use large portions of episode dialogue in your fanfic, I recommend you give credit to the person who wrote the episode.)<li>I apologize in advance for my lame transcription of the fight scenes. I don't know the names of different punches and kicks. Use your imagination.</ul>"
GILES VOICEOVER,Previously on <I>Buffy the Vampire Slayer</I>...
BUFFY VOICEOVER,Tell me what kind of demon I'm fighting.
QUINTON TRAVERS VOICEOVER,Glory isn't a demon. She's a god.
GLORY,Tell me where the key is.
MONK,We had to hide the key. Made it human...
MONK,... and sent it to you.
BUFFY VOICEOVER,Dawn.
RILEY,"Know you got a lot on your mind. You decide you wanna let me in on any of it, you let me know."
RILEY VOICEOVER,Buffy's like nobody else in the world. But she doesn't love me.
RILEY,"They want me back, Buffy."
BUFFY,Are you going?
RILEY,I don't know. If we can't work this out...
BUFFY,This is goodbye?
BUFFY,Riley!
BUFFY,There's something that you need to know. About Dawn.
DAWN,Why does everybody start acting all weird when I'm around?
SPIKE,(reading) They had to be certain the Slayer would protect it with her life. So they sent the key to her in the form of a sister.
DAWN,Is this blood?
BUFFY,What did you do?
DAWN,I'm not a key.
DAWN,I'm not real.
BUFFY,You're the key. Go. Before she finds you. She's here!
SPIKE,I love you.
BUFFY,The only chance you had with me was when I was unconscious.
BUFFY,"I want you out. I want you out of this town, I want you off this planet! You don't come near me, my friends, or my family again ever! Understand?"
Episode begins,"Buffy in the workout room punching something. Giles is in the background, sitting and watching."
BUFFY,"(punches) Spike! (more punches) Spike wants me, how obscene is that?"
GILES,"Well, it is very strange. I can't imagine what he's thinking. (stands) Uh, not, not that you're not, uh, attractive..."
BUFFY,"(stops punching) I feel gross, you know, like, like, dirty."
GILES,"That's ridiculous, you can't be responsible for what Spike thinks or, feels."
BUFFY,"(stops punching) Well, aren't I responsible? I mean, something about me had to make him feel that, right? Something that made him say, ""woof, that's the one for me!"""
GILES,"Buffy, I think you should perhaps calm down."
XANDER,Me too.
BUFFY,"Oh! Puffy Xander, uh, I'm sorry, I got ... guess I got carried away. (removes the mask, gives it to Giles) Are you okay?"
XANDER,I'm alive. I can tell 'cause of the pain.
BUFFY,Do you wanna sit down?
XANDER,I'm not that bendy. (points at the wall) I could lean.
GILES,I'll get some ice.
BUFFY,Here.
XANDER,(loud sigh)
BUFFY,Comfy?
XANDER,"Oh, yeah. This leaning? This is the stuff."
BUFFY,"That's my secret to attracting men. You know, it's simple really, you slap 'em around a bit, you torture 'em, you make their lives a living hell-"
