character,dialogue
"Transcribed by Joan the English Chick (<a href=""mailto","pisces@englishchick.com"">pisces@englishchick.com</a>)."
<b>Transcriber's Notes,"</b><ul><li>I do not own the characters or situations of BTVS, and I claim no credit for the content of this episode. I have merely transcribed what appeared on my screen, with help from the closed captions.<li>I prefer that you link to this transcript on the Psyche site rather than post it on your site, but you can post it on your site if you want, as long as you keep my name and email address on it. Please also keep my disclaimers intact.<li>You can use my transcripts in your fanfiction stories; you don't have to ask my permission. (However, if you use large portions of episode dialogue in your fanfic, I recommend you give credit to the person who wrote the episode.)<li>I apologize in advance for my lame transcription of the fight scenes. I don't know the names of different punches and kicks. Use your imagination.</ul>"
GILES VOICEOVER,Previously on <I>Buffy the Vampire Slayer</I>...
GLORY,So it's her. Under our noses all this time.
SLOOK,Glorificus will find the witch.
ANYA,Witch?
WILLOW,Tara.
GLORY,"You're not the key, you're nothing!"
WILLOW,No!
WILLOW,Tara!
BUFFY,I'm so sorry.
TARA,(smiling) They kill mice.
BEN,Not if I get the key first.
GRONX,Could you do it? Take a human life with your own hands?
GLORY,I told you this wasn't over.
TARA,(staring at Dawn) Such pure green energy!
GLORY,The key!
BUFFY,"Just pack up whatever supplies we need and that's it, we're gone."
BUFFY,Giles!
GILES,I see them.
WILLOW,Buffy!
BUFFY,How is he? Will?
BEN,"I think I got him stabilized, but there's a lot of damage. We need to get him out of here."
XANDER,We got company!
GREGOR,The key.
GREGOR,"Once the key is activated, the walls separating reality will crumble. Dimensions will bleed into each other."
BUFFY,I won't let anything happen to you.
BEN,Let me out!
BUFFY,"Will, open a door!"
BEN,No!
DAWN,Buffy!
BUFFY,Dawn!
WILLOW,"Buffy, you have to get up! Buffy, please! Buffy!"
MURK,"Quickly, quickly! Already we're behind schedule! Someone's bound for a beheading."
MURK,Let's make sure it's not me.
GRONX,Why do we remain when our moment of triumph lies so close at hand?
MURK,"(quietly) The glorious one, having acquired much in this world, doesn't exactly travel light."
GLORY,"Hey! Minions, I can hear you. God-like ears don't miss much, you know what I'm sayin'? (glares at them) Come here."
GRONX,"'Twas he who blasphemed, your magnificence."
MURK,Spurred on by treacherous urging! (Gronx hits him)
GLORY,Guys! I'm not gonna kill you. (frowns in puzzlement) Not in the mood. What do you think that's about?
GRONX,In mercy does your power lie?
GLORY,"No, brainless, in torture, death and chaos does my power lie. (frowning) So tell me, why am I not popping your head like a zit right now?"
GLORY,Maybe I'm just hungry.
MURK,"Yes, we shall fetch a, a lovely-"
GLORY,"No, I'm not hungry."
GLORY,"Uhh! Just a little tight in the skin is all. I've been waiting an eternity - well, 25 human years - and it all comes down to tonight."
GRONX,The portal shall open.
MURK,And the great Glorificus shall return.
