character,dialogue
</center><center>Original Air Date,"October 2, 2001</center><hr WIDTH=""100%"">"
"Transcribed by Joan the English Chick (<a href=""mailto","pisces@englishchick.com"">pisces@englishchick.com</a>)."
<b>Transcriber's Notes,"</b><ul><li>I do not own the characters or situations of BTVS, and I claim no credit for the content of this episode. I have merely transcribed what appeared on my screen, with help from the closed captions.<li>I prefer that you link to this transcript on the Psyche site rather than post it on your site, but you can post it on your site if you want, as long as you keep my name and email address on it. Please also keep my disclaimers intact.<li>You can use my transcripts in your fanfiction stories; you don't have to ask my permission. (However, if you use large portions of episode dialogue in your fanfic, I recommend you give credit to the person who wrote the episode.)<li>I apologize in advance for my lame transcription of the fight scenes. I don't know the names of different punches and kicks. Use your imagination.</ul>"
GILES VOICEOVER,Previously on <I>Buffy the Vampire Slayer</I>...
WATCHER,You are the chosen one.
WATCHER,You alone can stop them.
BUFFY,Who?
WATCHER,The vampires.
WATCHER,You see your power.
BUFFY,Why can't you people just leave me alone?
GILES,Into each generation a Slayer is born.
WILLOW,"You're the Slayer, and we're like the Slayerettes."
XANDER,"The three of us have been together from the beginning. We've always gone on patrols, and, uh, done demon research with her and everything."
BUFFY,We're talking about two very powerful witches (shot of Willow and Tara doing a spell) and a thousand-year-old ex-demon (shot of Anya)
XANDER,"Anya, you wanna marry me?"
BUFFY,Angel.
ANGEL,I love you.
BUFFY,So don't go.
SPIKE,Home sweet home.
DOCTOR,That chip was deeply imbedded in your cerebral cortex.
SPIKE,I can't bite anything. I can't even hit people.
GILES,What are you saying?
SPIKE,"Spike had a little trip to the vet, and now he doesn't chase the other puppies any more."
SPIKE,"I know you'll never love me. I know that I'm a monster, but you treat me like a man."
SPIKE,"They had to be certain the Slayer would protect it with her life, so they sent the key to her in the form of a sister."
GREGOR,You were created to open the gates that separate dimensions.
GREGOR,The little girl. The key.
GREGOR,"Destroy it, and the will of the beast will be broken."
DAWN,No!
DAWN,I have to jump.
BUFFY,It'll kill you.
DAWN,Look at what's happening!
DAWN,"Buffy, no."
BUFFY,"Dawnie, I have to."
BUFFY VOICEOVER,You have to take care of each other. You have to be strong. Be brave. Live.
BUFFY VOICEOVER,For me.
SPIKE,I'm never gonna get anything killed with you lot holding me back.
TARA,(panting) I thought the big ones were supposed to tire more easily.
