character,dialogue
"</center><center>Original Air Date","May 21st, 2002"
"<font size=+1>Transcribed by Joan the English Chick (<a href=""mailto","pisces@englishchick.com"">pisces@englishchick.com</a>).</font>"
"</center><hr WIDTH=""400""><b>Transcriber's Notes",</b>
BUFFY,Giles?
ANYA,Giles?
WILLOW,(O.S.) Uh oh.
WILLOW,(sarcastic) Daddy's home. I'm in wicked trouble now.
GILES,You have no idea. (Willow sitting up) You have to stop what you're doing.
WILLOW,"(fake smile) Uhh, sorry. Can't do that. (Giles walking closer) I'm not finished yet."
GILES,Neither am I. Stay down.
ANYA,(softly to Giles) How'd you do that?
WILLOW,(small laugh) That's borrowed power. No way is it gonna be strong enough-
GILES,I'm here to help you.
WILLOW,"(rolling eyes) Thanks, but I can kill a couple geeks all by myself. (Giles walking slowly closer) But, hey, if you'd like to watch ... I mean, that's what you Watchers are good at, right? Watching? Butting in on things that don't concern you?"
GILES,"You concern me, Willow. Stay on this path and you'll wind up dead."
BUFFY,Willow. Listen to him. I don't want to fight you anymore.
WILLOW,I don't want to fight you either. (looking at Giles) I wanna fight him.
GILES,Stay down.
WILLOW,No.
WILLOW,"Remember that little spat we had before you left? (shot of Anya watching nervously) When you were under the delusion that you were still relevant here? (walking closer) You called me a rank, arrogant amateur. Well buckle up, Rupert..."
WILLOW,(deep resonant voice) 'Cause I've turned pro.
WILLOW,"Asmodea, bring forth--"
GILES,(gesturing) <i>Vincire!</i>
WILLOW,"What? No! Get off! (struggling) <i>Solvo, libero</i>..."
BUFFY,What did you do?
GILES,Contained her and her powers within a binding field. It puts her in a kind of ... stasis for the time-
GILES,You cut your hair.
ANYA,I'm blonde.
ANYA,"I, I colored my hair. (pauses) Again. I'm blonde."
GILES,"Yes, I noticed."
GILES,I'm very sorry about Tara.
WILLOW,This...
WILLOW,...won't hold me ... forever.
GILES,I came as soon as I heard.
BUFFY,The Council?
GILES,"The Council haven't a clue. About much of anything, really. (walking toward Buffy, leaning on the horse) No, there's an ... an extremely powerful coven in Devon. They sensed the rise of a dangerous magical force here in Sunnydale. A dark force, fueled by grief."
BUFFY,Willow.
GILES,I'd so hoped it wasn't her. (pauses) And then a seer in the coven told me about Tara. That's when the coven ... imbued me with their powers.
BUFFY,And sent you here to bring Willow down.
GILES,"(looks at her) Buffy, what's happened here?"
BUFFY,(pacing) God. I don't even know where to start.
GILES,"Well, Willow's clearly been abusing the magicks."
BUFFY,"(nods) She has. She was ... and I barely even noticed. Giles, everything's just been so... (sighs) Xander left Anya at the altar, and Anya's a vengeance demon again... (Giles looking shocked) Dawn's a total klepto ... money's been so tight that I've been slinging burgers at the Doublemeat Palace ... (looks down at the floor) And I've been sleeping with Spike."
GILES,(trying to calm down) Sorry.
WILLOW,(telepathically) Anya...
ANYA,Willow.
WILLOW,"(telepathically) I need you, Anya. I need you to do something for me."
ANYA,"I know what you're trying to do. And I hate to burst your bubble, but that mind control mojo doesn't work on vengeance demons, so why don't you just-"
WILLOW,(telepathically) Stop talking and listen.
ANYA,(nods) Okay.
WILLOW,(telepathically)You need to free me.
ANYA,(uncertain) No.
WILLOW,(telepathically) You don't want to call out to them. (Anya stops) You want to take away this binding spell.
ANYA,(turns back toward Willow) I don't know how.
WILLOW,(telepathically) I do. Do you want me to tell you?
GILES,(laughing) Duct tape?
BUFFY,(laughing) On their mouths. So the demon could eat them...
GILES,Because they were figments.
BUFFY,"All of it! You, Sunnydale ... And I was just some nutcase in L.A."
GILES,(still laughing) Of course. Why didn't we see it before?
BUFFY,For what?
GILES,I should never have left.
BUFFY,No. You were right to leave. We're just ... stupid.
GILES,I know you're all stupid. (Buffy smiling) I should never have abandoned you.
BUFFY,"No. Giles, you were right about everything. It is time I was an adult."
GILES,Sometimes the most adult thing you can do is ... ask for help when you need it.
BUFFY,Now you tell me.
BUFFY,"(quietly) I guess ... I wasn't ready before. It took a long time for that feeling to go away ... the feeling that I wasn't really here. It was like ... when I clawed my way out of that grave, I left something behind. Part of me. I just... (pauses, looks Giles in the eye) I don't understand ... why I'm back."
GILES,You have a calling.
BUFFY,"But it was my time, Giles. Someone would have taken my place. (Giles grimacing) So why?"
BUFFY,Right. (sighs) What's gonna happen to Willow?
GILES,"Well, the coven is working on a ... way to extract her powers without ... killing her. And, uh, should she survive, you ought to know, Buffy, that there's no guarantee she'll ... be as she was. (Buffy looking concerned) Willow has killed a human being. How will she be able to live with herself?"
WILLOW,(O.S.) I wouldn't worry about that.
WILLOW,Willow doesn't live here anymore.
GILES,<i>Vincire!</i>
WILLOW,<i>Solutum.</i>
WILLOW,(small smile) Fool me once...
GILES,Willow...
WILLOW,(shaking a finger) Shame on you.
GILES,<i>Excudo!</i>
Cut to,"exterior residential street, night. Dawn and Xander walk along, with Jonathan and Andrew behind them."
DAWN,Where are we going?
XANDER,I have no idea.
DAWN,What?
XANDER,"I don't know, okay? I can't even run away well. And that's something I'm usually good at."
DAWN,Maybe we should we go back and help.
XANDER,"Yeah, 'cause I've been such a big help already. Standing around like a monkey while Buffy gets shot. Tara's dead ... and Willow ... losing..."
DAWN,"(annoyed) Well, feeling sorry for yourself isn't helping either, Xander, okay?"
DAWN,"You know, if Spike were here, he'd go back and fight."
XANDER,"Sure, if he wasn't too busy trying to rape your sister."
DAWN,What?!
XANDER,Forget it.
DAWN,(following) I don't believe you.
XANDER,Fine.
DAWN,(uncertain) He wouldn't do that.
XANDER,Is this blind spot like a genetic trait with the Summers women? The only useful thing Spike ever did was finally leave town.
SPIKE,"Well, that was a bloody doddle and piece o'piss."
SPIKE,"Got any more ruddy tests for me, you ponce? I'll take anything you can throw at me, if it'll get me what I need to take care of the Slayer. Give her what's coming to her. (sniffs angrily) So you just bring it on. Bring on the whole-"
SPIKE,Bloody hell.
Cut to,"magic shop, main room. The pillar is lying on the floor and furniture, sparking occasionally with electricity. Pan slowly across the wreckage of the shop, which has taken quite a beating from all the fighting."
WILLOW,"That all you got, Jeeves?"
WILLOW,"'Cause, I could stand to go another ten rounds. Whereas ... you can barely stand."
GILES,(wearily) Your powers ... may be undeniably greater. But I can still hurt you if I have to.
WILLOW,"Boy, you just don't get it, do you? Nothing can hurt me now."
WILLOW,This?
WILLOW,...is nothing. It's all ... nothing.
GILES,I see. If you lose someone you love ... the other people in your life who care about you...
GILES,...become meaningless. I wonder what Tara would say about that.
WILLOW,(grimly) You can ask her yourself.
WILLOW,You're always saving everyone. It's kinda pesky.
WILLOW,"You probably even think you're buying escape time for Jonathan and the other one. Well, I got a little secret for ya. (Buffy looking upset) I can kill them from anywhere I want. (looking at the ball of flame) With this."
WILLOW,It'll find them. It'll bury them. (Giles lifting his head painfully) Along with anyone helping those Dead Men Walking.
BUFFY,Don't.
WILLOW,"(mockingly) Unless ... somebody, somehow ... can get there in time to save them. (pause) Huh. Oh, well."
WILLOW,"Fly, my pretty, fly."
WILLOW,"(to Buffy, smiling) See what I did there?"
GILES,Go.
WILLOW,Good luck.
WILLOW,Thought she'd never leave. (walking toward him) Now I finally have you all to myself.
WILLOW,"You're such a hypocrite. Waltzing in here with your borrowed magicks. So you can tell me what? Magic's bad? Behave? Be a good girl? (chuckles) Well, I ... I don't think you're in any position to be telling me what to do."
WILLOW,Do you?
WILLOW,(scornful) I used to think you had all the answers. That I had so much to learn from you.
GILES,Willow...
WILLOW,(looking up at him) You were jealous. Still are. Just couldn't bear that I was the one with power. That's why you ran away.
GILES,<i>Incurso!</i>
WILLOW,That's why you-
WILLOW,(panting) That ... was rude! Now I forgot what I was saying.
GILES,(painfully) Perhaps you're not as strong ... as you think you are.
GILES,You're expending way too much of your mystical energy to maintain your powers. At this rate you're going to ... burn out. And up.
WILLOW,(annoyed) Blah blah blah.
GILES,"(on his knees) Willow, you ... you need to stop."
WILLOW,What I need...
WILLOW,...is a little pick-me-up.
WILLOW,Whoa. Head rush.
WILLOW,Wow. Whoa. Who's your supplier? This is ... wow.
WILLOW,"It's incredible. (panting) I mean, I am so juiced ... Giles, it's like ... no ... mortal person has ... ever had ... this much power. Ever. It's like I, I'm connected to everything ... I can feel ... it feels like ... I ... I can feel..."
WILLOW,"...everyone. Oh. Oh my God. All the emotion. All the pain. No, it, it's too much. It's just too much."
GILES,(weakly) Willow ... It doesn't have to be ... like that. You ... you can stop it.
WILLOW,"(panting) Yeah. I, I can. I have to stop this. (getting up) I'll make it go away."
GILES,Willow...
WILLOW,"Oh, you poor bastards!"
WILLOW,Your suffering has to end.
