character,dialogue
</center><center>Original Air Date,"October 16, 2001</center><hr WIDTH=""100%"">"
"Transcribed by Joan the English Chick (<a href=""mailto","pisces@englishchick.com"">pisces@englishchick.com</a>)."
<b>Transcriber's Notes,"</b><ul><li>I do not own the characters or situations of BTVS, and I claim no credit for the content of this episode. I have merely transcribed what appeared on my screen, with help from the closed captions.<li>I prefer that you link to this transcript on the Psyche site rather than post it on your site, but you can post it on your site if you want, as long as you keep my name and email address on it. Please also keep my disclaimers intact.<li>You can use my transcripts in your fanfiction stories; you don't have to ask my permission. (However, if you use large portions of episode dialogue in your fanfic, I recommend you give credit to the person who wrote the episode.)<li>I apologize in advance for my lame transcription of the fight scenes. I don't know the names of different punches and kicks. Use your imagination.</ul>"
GILES VOICEOVER,Previously on <I>Buffy the Vampire Slayer...</I>
BUFFY,Mom?
PARAMEDIC,"I'm sorry, your mother's dead."
XANDER,"Anya, you wanna marry me?"
XANDER,"'I've gone. Not one for long goodbyes, I thought it best to slip out quietly. Love to you all, Giles.'"
WILLOW,There he goes.
WILLOW,"Guys, I need you on board here."
XANDER,"This is deep stuff, Willow. We're talking about raising the dead."
WILLOW,It's time we stop talking.
TARA,What if something does go wrong?
WILLOW,I can do this. I promise. But not without you.
WILLOW,"Osiris, here lies the warrior of the people. Let her cross over!"
WILLOW,Release her!
WILLOW,"It was Buffy, right? We saw her, and it was really Buffy."
ANYA,I think we screwed it up.
WILLOW,No! She's just disoriented from being tormented in some hell dimension.
DAWN,She's been through a lot.
SPIKE,What did you do?
SPIKE,"I haven't been to a hell dimension just of late, but I do know a thing or two about torment."
BUFFY,Wherever I ... was ... I was happy. I think I was in heaven. I was torn out of there ... by my friends. Everything here is hard ... and violent. This is hell.
BUFFY,"So. We meet at last, Mister Drippy."
DAWN,Want me to call a plumber?
BUFFY,(turning wrench with great effort) No.
DAWN,You sure?
BUFFY,Yes.
DAWN,(holds up cordless phone) Got the number.
BUFFY,"Dawn, I'm on it, okay?"
BUFFY,Ah.
BUFFY,There. All better.
Special Guest Star,"Anthony Stewart Head. Guest starring Danny Strong, Adam Busch, Tom Lenk, Todd Stashwick, and Amber Benson as Tara. Written by Douglas Petrie and Jane Espenson, directed by Douglas Petrie."
DAWN,Man. How much water can they fit in one set of pipes?
TARA,If I understand right? The entire city water supply.
WILLOW,It's like little clown cars in the circus.
DAWN,(sitting at the island) Told you we should have called the plumber.
BUFFY,(still staring) You were right. The plumber will make everything good.
TARA,"Dawnie, you're not eating breakfast?"
BUFFY,"(still mesmerized by the faucet) Dawn, breakfast is the most important meal of the day."
BUFFY,(still distractedly) It's unbelievably important. You should eat breakfast at least three times a day.
DAWN,"I'll, um, grab something before school. (Tara nods)"
XANDER,"And a big Sunnydale round of applause for Tito the Amazing, plumber extraordinaire."
TARA,So how's everything looking down there?
XANDER,Like we should start gathering up two of every animal.
TITO,"Basically, your pipes are shot. I mean, the whole system's gonna have to be replaced. What you need is a full copper re-pipe job."
WILLOW,Full copper re-pipe? That sounds potentially pricey.
TITO,"Well, if you have any questions, our number's on the invoice."
DAWN,"That's a weird phone number. Oh, wait. (to Xander) Is that the bill?"
XANDER,Hey. Tito cut you a good deal down there. Those are his bargain prices. I did a little haggling for you.
BUFFY,"Thank you. So we'll pay him, what's the big deal?"
WILLOW,"Um ... Buffy, I-I know you're still getting back on your feet after..."
BUFFY,Lying flat on my back?
WILLOW,"Yeah. Uh, but there's some money stuff we're gonna have to talk to you about."
BUFFY,Okay ... so you're telling me I'm broke?
WILLOW,"Not yet, but ..."
TARA,Money's definitely becoming an issue.
XANDER,As in your being almost out of it.
BUFFY,But I haven't spent any money. I was all ... dead and frugal.
WILLOW,"I-I know, this comes as a bit of a shock after ... a bit of a shock, but ... it took us by surprise too."
TARA,Your mother prepared everything really well. She had insurance ... (nervously) life insurance.
XANDER,"Which should have left you covered, but ... hospital bills."
WILLOW,Pretty much sucked up all the money.
ANYA,"Which you're still hemorrhaging, by the way."
BUFFY,(confused) How am I doing that?
ANYA,"No, not you, the house. Uh, see, this house, just sitting here, doing nothing, um, by itself costs money."
DAWN,"(worried) So, what do we do?"
BUFFY,"Easy. We burn the house to the ground and collect the insurance. (Dawn continues looking worried) Plus, fire? Pretty."
BUFFY,"You guys, I'm kidding. Okay, it's, it's bills, it's money. It's pieces of paper sent by bureaucrats that we've never even met. It's not like it's the end of the world."
BUFFY,"Which is too bad, you know, 'cause that, I'm really good at."
BUFFY,(to Dawn) I'll take care of this. I promise. I ... just don't know how yet.
ANYA,I know how.
ANYA,"Um ... i-i-if you wanna pay every bill here, and every bill coming, and ... have enough to start a nice college fund for Dawn? (big smile) Start charging."
BUFFY,(irritated) For what?
ANYA,"Slaying vampires! (Xander looks embarrassed) Well, you're providing a valuable service to the whole community. I say cash in."
