character,dialogue
Buffy,"We haven't been properly introduced. (pulls out a stake) I'm  Buffy, and you're history!"
Giles,"(pops up from behind a crypt) Poor technique. (comes around to  her) Prioritizing, sub-par... Execution was adequate, but a bit too  bloody for my taste."
Buffy,"Giles, don't mention it. It was my *pleasure* to make the world  safe for humanity again."
Giles,"I'm not saying that your methods are without merit, it's, uh, y- you're spending too much time and energy. It should simply be: plunge,  and move on. Plunge and... (notices something on the ground) Hello.  (bends over to pick up a ring with his pen)"
Buffy,"(sees the ring) Oh, that's great! I kill 'em, you fence their  stuff. (Giles gives her a look) What is it?"
Giles,I don't know.
Buffy,But it bothers you.
Giles,"Yes! Well, I... I thought this vampire was just on a random  kill, but it may be something else."
Buffy,Something big?
Giles,Yes. I'd best consult my books.
Master,"'And there will be a time of crisis, of worlds hanging in the  balance. And in this time shall come the Anointed, the Master's great  warrior. And the Slayer will not know him, will not stop him, and he  will lead her into Hell.' As it is written, so shall it be. (picks up  the book and walks) 'Five will die, and from their ashes the Anointed  shall rise. The Brethren of Aurelius shall greet him and usher him to  his immortal destiny.' (stops by one of the brethren) As it is written,  so shall it be. 'And one of the brethren shall go out hunting the night  before and get himself killed, because he couldn't wait to finish his  job before he ate.' Oh, wait. (grabs one of the brethren by the throat)  That's not written anywhere. (lifts the vampire from his feet) The  Anointed will be my greatest weapon against the Slayer! If you fail to  bring him to me, if you allow that girl to stop you... (throws the  vampire into a coffin) Here endeth the lesson."
Giles,"That symbol on the ring... I believe it's the rune for fidelity,  but, uh, it doesn't connect with any of the sects that I've studied."
Buffy,What about this? (shows him the ring) On the inside. It's a sun  and three stars. Haven't we seen that somewhere?
Giles,"Let me see. (takes the ring and looks closely) No, I-I don't  think this, um, represents any..."
Buffy,"(looks in a book) Wait, it's right here. Sun and three stars.  Yuck, check these guys out. (hands Giles the open book) Told you it  looked familiar."
Giles,"Oh, the Order of Aurelius. Yes, you're right."
Buffy,"Ooo, two points for the Slayer, while the Watcher has yet to  score!"
Buffy,Oh! (slides off the table) Owen! Hi!
Giles,(looks up at Owen) What do you want?
Owen,A book?
Giles,Oh!
Buffy,"(to Giles) See, this is a school, and we have students, and they  check out books, and then they learn things."
Giles,I was beginning to suspect that was a myth.
Owen,"I lost my Emily. Dickinson. It's dumb, but I like her around.  Kind of a security blanket."
Buffy,"(awkwardly) I have something like that. Well, it's an actual  blanket. Uh, and I don't really carry it around anym-more... So! Emily  Dickens, huh? She's great!"
Owen,Dickinson.
Buffy,She's good also.
Giles,(points at the stacks) Poetry.
Owen,(to Buffy) I didn't think I'd find you here. (goes up the stairs)
Buffy,(follows Owen) W... Why not?
Owen,"I, I didn't mean... I mean... I think you can read."
Buffy,Thanks.
Owen,"But you don't seem bookwormy. (finds his book) The type of person  to lock themselves in a dark room with a lotta musty old books. (looks  up from the book) Oh, and I've offended you."
Buffy,"No! No, I'm just surprised you gave any thought to what I'm  like."
Owen,You shouldn't be. (starts back down)
Buffy,"(follows again) Oh, well, I *love* books. I mean, I really  *love* books."
Owen,What's this?
Buffy,(gets between him and the book) Not this one.
Giles,(picks the book up) This one she doesn't love.
Giles,"Oh, Emily Dickinson."
Buffy,We're both fans.
Giles,"Yes, uh, she's quite a good poet, I mean for a... (takes Owen's  library card)"
Buffy,A girl?
Giles,For an American. (scans the book and library card)
