character,dialogue
Xander,"All I'm saying is, it's a stupid idea to have a victory party  at the beach. It's officially nippy. (looks down at himself) So say my  nips."
Willow,I think it's festive. A party with nature.
Cordelia,"Well, it's the team's choice. It was their victory."
Xander,"Team? Swim team. (chuckles) Hardly what I'd call a team. The  Yankees. Abbott and Costello. The 'A'. Now, those were teams."
Cordelia,Jealous?
Xander,"No. Y-yes, but 'no' more than 'yes'."
Xander,"I mean, look at that. (indicates them) Dodd McAlvy. Last month  he's the freak with Jicama breath who waxes his back. He wins a few  meets and suddenly inherits the cool gene?"
Cordelia,"Well, all I know is, my cheerleading squad wasted a lot of  pep on losers. It's about time our school excelled at something."
Willow,Hmm. You're forgetting our high mortality rate.
Xander,(pumps his fist) We're number one! (looks around) Huh?
Cameron,Beautiful. (stands behind her) Isn't it?
Buffy,(still staring at the ocean) Yeah. It's just so...
Cameron,"Eternal. A true mother, giving birth to new life and devouring  old. (sits behind her) Always adaptable and nurturing... yet...  constant... and merciless."
Buffy,(looks at him) Boy. I was just gonna go with big and wet.
Cameron,"(laughs) Me and some of the other guys on the team, we come  out here once a week to train in it. See, we swim against the current."
Buffy,"Funny. That's how I feel most of the time. (turns to him) So,  Cameron Walker, you just won the state semifinals. What are you going to  do next?"
Cameron,I'm going to hang out with Buffy Summers. Get to know her.
Buffy,"(looks down for an instant) Hey, pause that tape for a second."
Cameron,Hey. No pressure. I just like being around you. That's all.
Jonathon,Somebody help me!
Dodd,"Come on, Jonny, you gotta hold your breath longer than that if  you ever wanna make the team! Hey, somebody time him!"
Dodd,Hey!
Buffy,"Nice tat. What, they ran out of Tweety bird?"
Dodd,"Hey, what's your problem?"
Cameron,"(chuckles) You had it coming to you, bro."
Gage,"Chill, dude. A bunch of us are gonna take a little night dip down  on the beach. You in?"
Dodd,Whatever.
Buffy,"Hey, let's, let's get you a towel."
Jonathon,(waves her off) No. Why don't you mind your own business? I  can handle this without your help. (leaves)
Buffy,(sighs) See? It's fun to hang out with me.
Dodd,"I can't believe Buffy. Man, that girl gives me the creeps."
Gage,Oh! Dude! What is that foulness?
Gage,"Hey, Dodd! (looks around the other way) Dude! (gives up) Huh."
Willow,"Okay! Good pie charts, everyone. (looks at another) Good.  (looks at another) All good."
Girl,Thanks.
Willow,(continues on) Nice. (walks around another) Good. (looks at  Gage's PC) Gage. Your pie chart is looking a lot like solitaire...  (looks closer) with naked ladies on the cards?
Gage,(looks up at her) What's your point?
Willow,No point.
Snyder,"Nice work in yesterday's meet, son. Now, let's go for it.  (pumps his fist)"
Willow,"Uh, hi there, sir."
Snyder,Rosenberg. How's the class? Everything in order?
Willow,"(worried) Well, actually..."
Snyder,(interrupts) Great. I've been talking to the board. We've been  having trouble finding a competent teacher this late in the term. Do you  think you could continue subbing through finals?
Willow,(smiles) Oh! Sure! I like teaching.
Snyder,"Isn't that nice. You're a team player, and I like that. A team  player wants everyone on the team to succeed. Wants everyone to pass."
Willow,"Well, yeah. Sure. (goes to her desk)"
Snyder,(follows her) I understand there's a problem with Gage  Petronzi.
Willow,"Oh, good, then you know. Well, yeah. Besides the behavior  problem, he won't do homework, and his test scores are..."
Willow,"Well, actually, he doesn't have any test scores because he  never shows up when we have..."
Snyder,"(turns to her and interrupts) I'm not interested in any of  that. I'm interested in why, when this school is on the brink of winning  its first state championship in fifteen years, you slap a crucial member  of that team with a failing mark that would force his removal. Is that  how you show your school spirit?"
Willow,"(flustered) Yes. Well, I mean... no. I'm just trying to grade  fairly."
Snyder,Gage is a champion. He's under more pressure than the other  students. And I think we need to cut him some slack.
Willow,You're asking me to change his grade? (faces him)
Snyder,"(stops and turns back) I never said any such thing. (steps over  to her) All I'm suggesting is... that you recheck your figures, and I  think we'll find a grade more fitting to an athlete of Gage's stature.  Perhaps something in a 'D'."
Xander,Just like that? He actually told you to alter his grade?
Willow,Exactly. Except for actually telling me to. But he made it  perfectly clear of what he wasn't telling me.
Xander,"That is wrong, a big, fat, spanking wrong. It's a slap in the  face to every one of us who studied hard and worked long hours to *earn*  our D's."
Cordelia,"Xander, I know you take pride in being the voice of the  common wuss, but the truth is, certain people are entitled to special  privileges. They're called winners. That's the way the world works."
Xander,And what about that nutty 'all men are created equal' thing?
Cordelia,Propaganda spouted out by the ugly and less deserving.
Xander,I think that was Lincoln.
Cordelia,(exhales) Disgusting mole and stupid hat.
Willow,"Actually, it was Jefferson."
Cordelia,Kept slaves. Remember?
Xander,You know what really grates my cheese? That Buffy's not here to  share my moral outrage about swim team perks.
Xander,She's too busy being one of them.
Cameron,"I don't know, a dolphin. A dolphin in the ocean. Because, you  know, when I'm in the vastness of the ocean, it's... (they pull to a  stop) it's like I'm never alone."
Cameron,You ever hear of a woman named Gertrude Ederle?
Buffy,"No. No, I can't say that I have, Cam."
Cameron,"First woman to swim the English Channel. (Buffy nods slowly,  bored) Same thing. I mean, she would talk to it. I mean, she'd carry on  entire conversations with it. Sometimes I do that. I mean, once I was  out in..."
Buffy,"(sits up) You know what, Cam? Thanks. I'd forgotten how nice it  is to just talk, or, in my case, listen, without any romantic pressure."
Cameron,Hey... I'm not about pressure. I just want you to be  comfortable.
Buffy,"(smiles) I'm comfy! I'm so comfy, I'm nodding off actually,  which is why..."
Cameron,(interrupts) Are you wearing a bra? (looks at her  suggestively)
Buffy,(in disbelief) What?
