character,dialogue
"Transcribed by Joan the English Chick (<a href=""mailto","pisces@englishchick.com"">pisces@englishchick.com</a>)."
<b>Transcriber's Notes,"</b><ul><li>I do not own the characters or situations of BTVS, and I claim no credit for the content of this episode. I have merely transcribed what appeared on my screen, with help from the closed captions.<li>I prefer that you link to this transcript on the Psyche site rather than post it on your site, but you can post it on your site if you want, as long as you keep my name and email address on it. Please also keep my disclaimers intact.<li>You can use my transcripts in your fanfiction stories; you don't have to ask my permission. (However, if you use large portions of episode dialogue in your fanfic, I recommend you give credit to the person who wrote the episode.)<li>I apologize in advance for my lame transcription of the fight scenes. I don't know the names of different punches and kicks. Use your imagination.</ul>"
GILES VOICEOVER,Previously on <I>Buffy the Vampire Slayer</I>...
GLORY,"Did you know your sister took my key, Dawnie, and she won't give it back. I bet you know where she put it, don't you?"
SPIKE,"(reading) They had to be certain the Slayer would protect it with her life, so they sent the key to her, in the form of a sister."
BEN: Let Glory understand this,I won't help her find the key. I would never do that to an innocent-
JINX,An innocent?
BEN,It's not a person.
GLORY,What about the key?
JINX,He indicated that it was a person.
SPIKE,"Oh God, no."
SPIKE,I love you.
BUFFY,The only chance you had with me was when I was unconscious.
APRIL,You are not my boyfriend!
BUFFY,I kinda got the impression that she was a-
TARA,Robot.
XANDER,"Oh yeah, robot."
WARREN,She's a robot.
WARREN,I made her to love me. I didn't make a toy. I made a girlfriend.
SPIKE,I'm placing an order.
WARREN,"No, I'm not making any more girls."
SPIKE,Sure you are. (giving Warren the box full of Buffy pictures) Here's your specs.
BUFFY,Mom? What are you doing?
BUFFY,Mommy?
MINISTER,"We commend to almighty God our sister, Joyce Summers."
BUFFY,It's tomorrow that I'm worried about.
ANGEL,What's tomorrow?
BUFFY,That's exactly what I don't know.
BUFFY,"Giles, you don't have to help. You cooked."
GILES,"Oh, come on, I quite like to cook. Helping you two out makes me feel useful. (wiping a dish)"
DAWN,Wanna clean out the garage on Saturday? You can feel indispensable.
GILES,"(sarcastic) Hmm, how tempting."
BUFFY,"Dawn, if there are any plates in your room, let's have them before they get furry and we have to name them."
DAWN,"Hey, I was like five then."
GILES,How's she doing? (Buffy gives him a look) And you?
BUFFY,"I'm okay. Well, some minutes are harder than others."
GILES,I'm so sorry. All I can say is i-it will get better.
BUFFY,"It has to. (stops washing dishes, begins drying her hands) We're holding up though, you know, getting into a routine."
GILES,"Good, routine's good. In fact I was thinking that we might ... return to our training schedule."
BUFFY,"(pauses) I don't know. I was, um, thinking about ... maybe ... taking a break or something."
BUFFY,Just ease off for a while.  Not get into full slay mode.
GILES,But you were doing so well.
BUFFY,"A-and you were great, helping me with everything. (They sit on the sofa) I'm just ... starting to feel ... uneasy about stuff."
GILES,Stuff?
BUFFY,Training. Slaying. All of it. It's just  ... I mean ... I can beat up the demons until the cows come home. And then I can beat up the cows ... but I'm not sure I like what it's doing to me.
