character,dialogue
"Transcribed by Joan the English Chick (<a href=""mailto","pisces@englishchick.com"">pisces@englishchick.com</a>)."
<b>Transcriber's Notes,"</b><ul><li>I do not own the characters or situations of BTVS, and I claim no credit for the content of this episode. I have merely transcribed what appeared on my screen, with help from the closed captions.<li>I prefer that you link to this transcript on the Psyche site rather than post it on your site, but you can post it on your site if you want, as long as you keep my name and email address on it. Please also keep my disclaimers intact.<li>You can use my transcripts in your fanfiction stories; you don't have to ask my permission. (However, if you use large portions of episode dialogue in your fanfic, I recommend you give credit to the person who wrote the episode.)<li>I apologize in advance for my lame transcription of the fight scenes. I don't know the names of different punches and kicks. Use your imagination.</ul>"
GILES VOICEOVER,Previously on <I>Buffy the Vampire Slayer</I>...
MONK,We had to hide the key ... made it human...
MONK,...and sent it to you.
BUFFY VOICEOVER,Dawn.
BUFFY VOICEOVER,Tell me what kind of demon I'm fighting.
QUENTIN TRAVERS VOICEOVER,"Glory isn't a demon, she's a god."
GLORY,"Did you know your sister took my key, Dawnie, and she won't give it back. I bet you know where she put it, don't you?"
SPIKE,"(reading) They had to be certain the Slayer would protect it with her life, so they sent the key to her, in the form of a sister."
BEN,"You're the key. Go. Before she finds you, she's here!"
SPIKE,I love you.
BUFFY,The only chance you had with me was when I was unconscious.
BUFFY,Let's see what you are.
BUFFY,Or who you are.
ORLANDO,One soldier in a vast army.
KNIGHTS,The key is the link. The link must be severed.
GLORY,Where ... is ... the key?
ORLANDO,I'd die a thousand deaths before I'd tell you.
WILLOW,No!
WILLOW,Tara! No!
WILLOW,"Tara, I'm so sorry."
BUFFY,What are you gonna need?
WILLOW,They gave me a lot of stuff to keep her calm.
GLORY,I told you this wasn't over.
TARA,"(gasping, staring at Dawn) Oh, look at that, look at that. Such pure green energy!"
DAWN,Buffy!
BUFFY,We have to keep moving!
DAWN,I can't!
GLORY,I really hate it when people touch my things.
GLORY,"Last words, slay-runt?"
BUFFY,"Just one. Truck.Glory looks to her right, too late, as a huge semi smashes into her."
GLORY,"No! Not now, you idiot! Let go-"
BEN,-of my body!
BEN,"Oh, god."
DAWN,"A-and then whoosh! All of a sudden Glory's standing right there in front of us, (we see Giles standing listening, and Buffy peering out through the closed window blinds) all skanky and blonde and thinkin' she's all that (shot of Xander and Anya sitting, listening) just 'cause some bumpy heads kiss her stinky feet ... (pauses, very quietly) She does have nice feet. (louder) A-and she's comin' right at us, and- (shot of the whole room. Willow and Tara sitting on the sofa) Buffy's just standing there not even blinking, like ""Bring it on,"" and then, wham! (smacks one fist into the other hand) Hell-bitch in orbit."
XANDER,"Go, Buff!"
GILES,"I knew you'd best Glory eventually, I mean all-all our years of training-"
BUFFY,(still staring out the window) A truck hit her.
GILES,Oh.
ANYA,You threw it at her?
