character,dialogue
"Transcribed by Joan the English Chick (<a href=""mailto","pisces@englishchick.com"">pisces@englishchick.com</a>)."
<b>Transcriber's Notes,"</b><ul><li>I do not own the characters or situations of BTVS, and I claim no credit for the content of this episode. I have merely transcribed what appeared on my screen, with help from the closed captions.<li>I prefer that you link to this transcript on the Psyche site rather than post it on your site, but you can post it on your site if you want, as long as you keep my name and email address on it. Please also keep my disclaimers intact.<li>You can use my transcripts in your fanfiction stories; you don't have to ask my permission. (However, if you use large portions of episode dialogue in your fanfic, I recommend you give credit to the person who wrote the episode.)<li>I apologize in advance for my lame transcription of the fight scenes. I don't know the names of different punches and kicks. Use your imagination.</ul>"
GILES VOICEOVER,Previously on <I>Buffy the Vampire Slayer</I>...
SPIKE,Look at you. All afraid I'm hot for your honey.
RILEY,Because you are.
SPIKE,They had to be certain the Slayer would protect it with her life. So they sent the key to her ... in the form of a sister.
DAWN,I'm not real.
BEN,"You're the key. Go. Before she finds you, don't- she's here!"
DAWN,"Ben. He was here, he was trying to help me. He might have left before Glory came. I can't remember."
"Episode begins: Loud rock music. Fade in on a large sign reading ""Grand Opening"" with a piece of paper stuck in between the words reading ""RE"" (as in, Grand Re-Opening). Pan across to a neon sign holding the Bronze's new logo",the word Bronze in pink in a futuristic script.
SPIKE,"(OS) Bleedin' crime, is what it is."
SPIKE,Jackin' up the bar price to pay for fixin' up this sinkhole. Not my fault insurance doesn't cover act of troll.
BUFFY,"Gee, maybe it's time you found a new place to patronize."
SPIKE,(sits back) I've half a mind to! Especially since the flowering onion got remodeled off the sodding menu. (leans forward) 'S the only thing this place had going for it.
BUFFY,(frowns) What are you doing?
SPIKE,"(frowns) Wha, what do you mean what am ... I ..."
BUFFY,Here? At this table? Talking to me. Like we're some kind of talking buddies.
SPIKE,"Well, I saw you ... sitting here alone. Thought, I don't know, you could, maybe do with a bit of, uh, you know, company."
SPIKE,Suit yourself!
SPIKE,(OS) Although...
SPIKE,"It's just, we took on that Glory chippie together, I was right there with you, fightin' the fight."
BUFFY,"Actually, you were sleeping the sleep of the knocked unconscious."
SPIKE,"Still, points for intent. (Buffy looks doubtful) You'd think that would be enough to cut me a sliver of slack. Earn a little consideration, respect."
XANDER,"(OS) Hey, uh, Evil Dead, you're in my seat."
SPIKE,Bugger it.
ANYA,"Xander, I think you may have hurt his feelings."
XANDER,"And you should never hurt the feelings of a brutal killer. (ponders) You know, that's, uh, that's actually some pretty good advice."
XANDER,"So, who's up for some more liquid refreshments? I'm buying, for I am payday man."
WILLOW,(opening a bottle of aspirin) I could use a water.
XANDER,"(raises a hand dismissively) Water poses no challenge for payday man, for I have... (pauses, looks dismayed)"
XANDER,"(OS) Hey, where's my change?"
XANDER,"Spike, you diabolical fiend."
BUFFY,Poor Will. Still getting those headaches?
WILLOW,"Fewer and further between, but...yep, they're still exercising their visitation rights."
