character,dialogue
Mayor,Open the box. Scene of Faith opening box.
Mayor,Surprise. Scene of Buffy and Faith's hands are clasped and glowing.
Joyce,"What's gonna happen to her? Plainclothes officer: Well, get her checked out. She's in stable condition, she goes to jail, pending trial. Joyce: I just hope she gets some kind of help. [Rattling.] Plainclothes officer: The first thing is to keep her from hurting anybody else."
Faith,No.
Joyce,"Oh, uh, of course."
Buffy,She's not a kid!  I just mean that she's very strong.
Buffy,She truly is.
Joyce,Faith.
Joyce,"Why do you think she's like that? Buffy [shrugs]: You know.  She's a nut job.  Heh. Joyce: I just don't understand what could drive a person to that kind of behavior. Buffy: Well, how do you know she got drove? I mean, maybe she likes being that way. Joyce: I'll never believe that. I think she's horribly unhappy. Buffy: Well, could be things are looking up. I mean, a little stint in the pokey, show her the error of her ways. I'm sure there's some big old Bertha just waiting to shower her ripe little self with affection. Joyce: Buffy! Buffy: I'm sorry, mom. [Sighs] It's just ufff when I think about how she might have hurt you, I just, uff I can't stand it."
Joyce,"Sorry. Buffy: No, I'm just, uff, sore from the fight. Joyce: I've missed you. Buffy: Cause I haven't visited, right? I knew it. Joyce: I know how it is. You have so much in your life now. Buffy: I'm a busy little beaver. College and all. Joyce: Of course. But um, maybe we could spend some time together soon? Some...   night when I'm not being held hostage by a raving psychotic. Buffy: Count on it. [Pause] I'm gonna take a bath."
Buffy,"Why, yes, I would be Buffy. May I help you? Buffy [sounding]: Buffy. [She sticks out her tongue again. She adjusts her hair.]"
Buffy,[louder] Because it's wrong. [She tilts head.] Buffy: [softly] Because it's wrong.
Faith,Let me go! Let me go!
Doctor,Get me a sedative now! Officer: Hold her!
Faith,I have to go home! She's with my mother. [Doctor puts needle to Faith's arm.] Faith: No! Doctor: Just lie still. Faith: You don't understand. Officer: Keep holding her. Faith: She's taken my...my body. [Faith loses consciousness.]
Tara,"I do. Willow: [sighs] I should check in with Giles, get a situation update. [She gets up and walks behind Tara.] Tara: I am, you know. Willow: What? [Tara turns and looks up at Willow.] Tara: Yours. [Willow smiles.]"
Joyce,Is that the Harlot? Buffy: Yeah. Joyce: That's the same one Faith picked. Buffy: Burn it. [Buffy tosses it to Joyce who catches it.]
Weatherby,"By order of the Watcher's Council, you are being taken into custody until such time-- [They both drag her to the back of the armored truck.] Collins: Skip the speech. [They pull her in the truck.] Collins: Let's go. [The doors close.]"
Giles,"It's about Faith, not surprisingly. Buffy: Didn't Joyce tell you?  I already kicked that ass. Xander: I feel a high five coming on. Willow: Where is she? Buffy: On her way to the big house. Cops took her off my  hands about an hour ago. Poetic justice."
Anya,"How's that? Buffy: Well, she did all those crimes, and now she's being arrested. [Silence.] I guess that's just regular justice. [Willow smiles.]  It's cool, anyway."
Giles,"Unless I'm mistaken, Faith is no longer in police custody. Buffy [stands]: What are you talking about? Giles: Watcher's Council. They uh sent a retrieval team to capture Faith. Buffy: Well, yeah, I mean, 'cause it worked so well when Wesley tried it. Giles: This is a special operations unit.  They, uh, handle the council's trickier jobs - smuggling, interrogation, wetworks. Willow: What's wetworks? Xander: Scuba-type stuff. Anya: I thought it was murder. Xander: Well, yeah, but there could be underwater murder, with snorkels. Buffy: So they're taking her to England? Giles: It'll be a long, long time before she returns. Buffy: Heh heh heh. ahhh Hah hah.  Hah hah. ohhh I'm sorry. It's just...I'm happy. Faith is evil."
Willow,"Yeah. I hope they throw the book at her. Giles: I'm not sure there is a, a book for this. Willow: They could throw other things. Buffy: I forgot how much you don't like Faith. Willow: After what she's done to you? Oh, I wish those council guys would let me have an hour alone in the room with her, if I was larger and had grenades."
Buffy,I bet I know what Faith would say to that.
Anya,"So what you're saying is that everything's fine? Giles: Oh, um, yes. Anya: Well, I'm glad you called us all here because that information could never be conveyed by telephone. Willow [to Buffy]: What's up? Giles: Well, I just thought it was, uh, best to convene, in case there were any loose ends Buffy [to Willow]: I'd never let her hurt you. Giles: or things that we  might have forgotten. Willow [to Buffy]: I know. Giles: But if you're, uh, keen to go, then, please, by all means, go. Xander: We kind of have a romantic evening planned. Anya: We were gonna light a bunch of candles and have sex near them. Buffy: Well, we certainly don't want to cut into that seven minutes. Anya: Hey. Xander: I believe that's my hey. Hey! Buffy: Lighten up. We're out of danger. Everything's good. Giles: We still have Adam to take care of. Buffy: Yeah. Adam. What's up with him? Giles: I wish we knew. Buffy: Well, don't worry about it. I'll patrol tonight, as long as it takes. You guys have your fun, I'll be out there doing my job."
Buffy,"Whoop. Spike: Oh, you. Buffy: And you. Spike: What, are you keeping tabs on me? You're gonna give me a hard time now? Buffy: Um, do I usually give you a hard time? Spike: Very funny.  Well, you don't have to worry about me drinking. Unless you're here to protect innocent beers. [He holds up a bottle.] [Spike walks away a little and Buffy follows.] Buffy: You're a vampire. Spike: Was. And as soon as I get this chip out of my head, I'll be a vampire again. But until then, I'm just as helpless as a kitten up a tree.  So why don't you sod off? Buffy: Ok. Spike [angry]: Oh, fine! Throw it in my face! Spike's not a threat  anymore.  I'll turn my back. He can't hurt me."
Buffy,Spike?  [Gets it.]  Spike.  William the Bloody with a chip in  his head. I kind of love this town.
Spike,"You know why I really hate you, Summers? Buffy: 'Cause I'm a stuck-up tight-ass with no sense of fun? Spike: Well, yeah, that covers a lot of it. Buffy: Cause I could do anything I want, and instead, I choose to pout and whine and feel the burden of slayerness? I mean, I could be rich, I could be famous, I could have anything.  Anyone. [Buffy moves closer and puts her hands on Spike's chest.] Even you, Spike.  I could ride you at a gallop until your legs  buckled and your eyes rolled up.  I've got muscles you've never  even dreamed of.  I could squeeze you until you popped like warm  champagne, and you'd beg me to hurt you just a little bit more. And you know why I don't? [She moves closer and looks up at him pursing her lips.] Because it's wrong. Humh humh.  [She moves off.]"
Spike,"I get this chip out, you and me are gonna have a confrontation. Buffy: Count on it. [Spike throws his bottle into the wall and walks off.  He shoves someone and clutches his head.]"
Vampire,"It was too crowded. We gotta hold out for a few hours,  pick up a straggler, some drunk. Can't be calling attention to [He sees Adam and stops.] ourselves."
Adam,"I've been thinking.  About vampires. Vampire: This is my place. Adam:  You're place.  Yes.  The sewers. You hide from them, Crawl about in their filth. Scavenging like rats. What do you fear?"
Vampire,"Kill this guy already. [One vampire charges Adam and Adam grabs it by the throat and holds it.] Adam: You fear the cross. The sun. Fire. And, oh, yes... [Adams puts his other hand on the vampire's shoulder and he lifts the  vampire's head from its shoulders.  The body falls and he drops the head on it and they turn to dust.]"
Adam,"I believe decapitation is a problem as well. Vampire: You can have the place. I mean, we don't have to stay here anymore.  Adam: You fear death.  Being immortal, you fear it more than those  to whom it comes naturally.  Vampires are a paradox."
Vampire,"Ok, we're a paradox.  That's cool. Adam: Demon in a human body. You walk in both worlds and belong to neither.  I can relate.  Come.  We have a lot to talk about."
Weatherby,"Well, it's awake. Faith: Who are you? Weatherby: Council. We're taking you back to the mother country. Seems you've been a naughty girl."
Faith,"Listen to me.  Y-You've made a mistake.  I am not Faith.  I'm Buffy Summers. Faith performed some kind of spell, she switched our bodies."
Faith,"You have to find Faith.  C-call Giles. J-just get him here. Collins: Giles doesn't work for the council anymore. For that matter, neither does Buffy Summers. And what you are, miss, is a package. I deliver the package. I don't much care what's inside. [To Weatherby.] Come on."
Weatherby,"He may not care, but I do. The Watcher's Council used to mean something.  You perverted it. You trash. We should have killed you while you were asleep."
Willow,"I can't believe you've never been here.  The Bronze is the coolest place in Sunnydale. Of-of course, there's not a lot of competition. I think the vending machine at Bergen's came in second."
Tara,"Y-you used to come here a lot? Others: Chug chug chug Willow: I lived here. Me, Xander..."
Buffy,"oooh ooooh Others: Chug, chug, chug!"
