character,dialogue
"Transcribed by Joan the English Chick (<a href=""mailto","pisces@englishchick.com"">pisces@englishchick.com</a>)."
<b>Transcriber's Notes,"</b><ul><li>I do not own the characters or situations of BTVS, and I claim no credit for the content of this episode. I have merely transcribed what appeared on my screen, with help from the closed captions.<li>I prefer that you link to this transcript on the Psyche site rather than post it on your site, but you can post it on your site if you want, as long as you keep my name and email address on it. Please also keep my disclaimers intact.<li>You can use my transcripts in your fanfiction stories; you don't have to ask my permission. (However, if you use large portions of episode dialogue in your fanfic, I recommend you give credit to the person who wrote the episode.)<li>I apologize in advance for my lame transcription of the fight scenes. I don't know the names of different punches and kicks. Use your imagination.</ul>"
GILES VOICEOVER,Previously on <I>Buffy the Vampire Slayer</I>...
BUFFY VOICEOVER,Tell me what kind of demon I'm fighting.
QUENTIN TRAVERS VOICEOVER,"Glory isn't a demon, she's a god."
MONK,We had to hide the key ... made it human...
MONK,...and sent it to you.
BUFFY VOICEOVER,Dawn.
DAWN,I'm not real.
BEN,"You're the key. Go. Before she finds you, she's here!"
BEN,I won't help her find the key. I would never do that to an innocent-
JINX,An innocent?
BEN,It's not a person.
GLORY,What about the key?
JINX,He indicated that it was a person.
SPIKE,I'll tell you who the sodding key is.
GLORY,The vampire is lying to me.
SPIKE,The Slayer is going to kick your lopsided ass.
BUFFY,Professor Lillian?
PROFESSOR,Buffy.
BUFFY,I'm sorry that I missed the lecture today. (professor continues struggling with the slide machine) Was it good?
BUFFY,"Um, of course it was. (He returns to fiddling) D-do you want me to try?"
PROFESSOR,"Yes, thanks, the ... (gesturing vaguely) slide is stuck in the ... thing."
BUFFY,"Okay. (begins pulling at the slide) Um, I just ... came by to tell you that ... I have to drop this class. Um, all my classes actually. I'm not finishing the semester. I wish it ... um ... I just, I can't be in school right now. I, I have to take care of my sister."
PROFESSOR,"(nods) Yes, I, I thought you might. I was very sorry to hear about your loss."
BUFFY,"Um, I have these forms from the registrar's office that I need you to sign."
PROFESSOR,Oh ... yes.
BUFFY,Thanks.
PROFESSOR,Is there something else?
BUFFY,"No. Yes. Yeah. Um ... I wanted to tell you ... how much I enjoyed this class. (resumes pulling at the slide projector) I mean, I know that I wasn't the best student, but ... I really learned a lot. Uh, and I really like poetry. (shot of her hands on the projector) I really do."
BUFFY,"(embarrassed) Oh, sorry."
PROFESSOR,"(smiles) I'm glad you like poetry, Buffy."
BUFFY,I wish I had time for it. But I just ... don't right now.
PROFESSOR,"Well, maybe short poems."
BUFFY,"Yeah! Like, like those, those Japanese ones that, that, um, sound like a sneeze?"
PROFESSOR,Haiku?
BUFFY,Right. Maybe those. A-and hopefully I'll be back next semester.
BUFFY VOICEOVER,When I'm more myself again.
DOCTOR,Benjamin. This is a pleasant surprise.
BEN,I'm sorry I'm late.
DOCTOR,You're not late.
BEN,(looks at his watch) But sir-
