character,dialogue
Willow,No! Get off!
Buffy,Hey!
Willow,Xander!
Willow,"Xander, are you okay?"
Xander,"Man, something hit me."
Buffy,Where's Jesse?
Willow,I don't know! They surrounded us.
Xander,That girl grabbed him and took off.
Buffy,Which way?
Xander,I don't know.
Buffy,(whispers) Jesse.
Wolf,Howl.
Giles,"This world is older than any of you know. Contrary to popular mythology, it did not begin as a paradise. For untold eons demons walked the Earth. They made it their home, their... their Hell. But in time they lost their purchase on this reality. The way was made for mortal animals, for, for man. All that remains of the old ones are vestiges, certain magicks, certain creatures."
Buffy,And vampires.
Xander,"Okay, this is where I have a problem. See, because we're talking about vampires. We're having a *talk* with vampires in it."
Willow,Isn't that what we saw last night?
Buffy,"No. No, th-those weren't vampires, those were just guys in thundering need of a facial. Or maybe they had rabies. It could have been rabies. A-and that guy turning to dust? Just a trick of light. (Xander gives her a look) That's exactly what I said the first time I saw a vampire. Well, after I was done with the screaming part."
Willow,"Oh, I-I need to sit down."
Buffy,You are sitting down.
Willow,Oh. Good for me.
Xander,So vampires are demons?
Giles,"The books tell the last demon to leave this reality fed off a human, mixed their blood. He was a human form possessed, infected by the demon's soul. He bit another, and another, and so they walk the Earth, feeding... Killing some, mixing their blood with others to make more of their kind. Waiting for the animals to die out, and the old ones to return."
Luke,Move!
Master,Is this for me?
Luke,"An offering, Master."
Darla,He's a good one! His blood is pure!
Master,(draws the obvious conclusion) You've tasted it.
Master,I'm your... faithful dog. You bring me scraps.
Darla,"I, I didn't mean it--"
Master,"I have waited. For three score years I have waited. While you come and go I am stuck here, here in this house of... (with extreme contempt) worship! My ascension is almost at hand. Pray that when it comes... (takes Darla by the neck) I'm in a better mood."
Darla,"Master, forgive me! We had more offerings, but there was trouble. A girl!"
Luke,And there was a girl. She fought well and she knew of our breed. It is possible that she may be...
Master,A Slayer!
Xander,And that would be a what?
Giles,"For as long as there have been vampires, there's been the Slayer. One girl in all the world, a Chosen One."
Buffy,He loves doing this part.
Giles,"Alright. The Slayer hunts vampires, Buffy is a Slayer, don't tell anyone. Well, I think that's all the vampire information you need."
Xander,Except for one thing: how do you kill them?
Buffy,"*You* don't, *I* do."
Xander,"Well, Jesse's my--"
Buffy,(interrupts) Jesse is *my* responsibility. I let him get taken.
Xander,That's not true.
Willow,"If you hadn't shown up they would have taken us, too. Does anybody mind if I pass out?"
Buffy,Breathe.
Willow,Breathe.
Buffy,"Breathe. (to Giles) This big guy, Luke. He talked about an offering to the Master. Now, I don't know what or who, but if they weren't just feeding then Jesse may still be alive. I'm gonna find him."
Willow,"Uh, this may be the dumb question, but shouldn't we call the police?"
Giles,"And they'd believe us, of course."
Willow,"Well, we don't have to say vampires. We, we could just say that there's a, a bad man."
Buffy,They couldn't handle it even of they did show up. They'd only come with guns.
Giles,You have no idea where they took Jesse?
Buffy,"I looked around, but soon as they got clear of the graveyard, they could have just, voom!"
Xander,They can fly?
Buffy,They can drive.
Xander,Oh.
Willow,I don't remember hearing a car.
Giles,"Let's take an enormous intuitive leap, shall we, and say they went underground."
Buffy,Vampires really jam on sewer systems. You can get anywhere in the entire town without catching any rays. But I didn't see any access around there.
Xander,"Well, there's an electrical tunnel that runs under the whole town."
Giles,"If we had a diagnostic of the tunnel system it might indicate a, a meeting place, it would, uh... I suppose we could go to the building commission."
Buffy,We *so* don't have time.
Willow,"Uh, guys? There may be another way."
Master,A Slayer! Have you any proof?
Luke,"Only that she fought me, and yet lives."
Master,"Hmm, very nearly proof enough. I can't remember the last time that happened."
Luke,1843. Madrid. He caught me sleeping.
Master,She mustn't be allowed to interfere with the Harvest!
Luke,I would never let that happen!
Master,Don't worry about it. I believe she'll come to us. We have something she wants.
Master,"If she is a Slayer, and this boy lives, she'll try to save him."
Luke,"I thought you nothing more than a meal, boy."
Luke,"Congratulations, you've just been upgraded. To bait."
Buffy,There it is.
Willow,That runs under the graveyard.
Xander,I don't see any access.
Giles,"So, all the city plans are just, uh, open to the public?"
Willow,"Um, well, i-in a way. I sort of stumbled onto them when I accidentally decrypted the city council's security system."
Xander,Someone's been naughty.
Buffy,"There's nothing here, this is useless!"
Giles,I think you're being a bit hard on yourself.
Buffy,"You're the one that told me that I wasn't prepared enough. Understatement! (exhales) I thought I was on top of everything, and then that monster, Luke, came out of nowhere..."
Xander,What?
Buffy,"He didn't come out of nowhere. He came from behind me. I was facing the entrance, he came from behind me, and he didn't follow me out. The access to the tunnels is in the mausoleum! The girl must have doubled back with Jesse after I got out! God! I am so mentally challenged!"
Xander,"So, what's the plan? We saddle up, right?"
Buffy,"There's no 'we', okay? I'm the Slayer, and you're not."
Xander,I knew you'd throw that back in my face.
Buffy,"Xander, this is deeply dangerous."
Xander,I'm inadequate. That's fine. I'm less than a man.
