character,dialogue
Anya,(shocked) But... But I...
Anya,I was robbed of them.
Anya,(dramatically) For a thousand years I wielded the powers of The  Wish. I brought ruin to the heads of unfaithful men. I brought forth  destruction and chaos for the pleasure of the lower beings. I was feared  and worshipped across the mortal globe. (disgustedly) And now I'm stuck  at Sunnydale High. (despondently) Mortal. Child. And I'm flunking math.
Anya,(pleadingly) Give me another chance. You can fold the fabric of  time. Send me back to that place and I'll change it. I won't fail again.
Anya,"(desperately) Do you have any idea how boring twelfth graders  are? (stands up) I'm getting my power center back. (defiantly) And if  you won't help me, then, by the pestilent gods, I will find someone who  will!"
Buffy,"The Watcher Council shrink is heavy into tests. He's got tests  for everything. T.A.T.s, Rorschach, associative logic... (grunts and  sits up) He even has that test to see if you're crazy that asks if you  ever hear voices or you ever wanted to be a florist."
Willow,"(looks over at Buffy) Ooo, I used to want... (reconsiders)  Wait. Florist means crazy, right? (turns back to her pencil) I never  wanted to do that."
Buffy,"(smiles, impressed) Neat."
Willow,"(grins) Thanks. It's all about emotional control. Plus,  obviously, magic. (looks at Buffy, giddily) Hey, you wanna go to the  Espresso Pump and get sugared up on mochas?"
Buffy,I'm gonna pass. Hit the pool and do some laps.
Willow,"(bewildered) How come the sudden calisthenics? Aren't you sort  of naturally buff, Buff? (smiles and giggles) Buff buff."
Buffy,"Well, they've got us running around on the physical side, too. A  lot of reflex evaluation and precision training, you know. I-I just...  Well, I-I wanna do..."
Willow,(smiles knowingly) Better than Faith?
Buffy,(embarrassed) So very shallow.
Willow,"(sits up) Competition is natural and healthy. Plus, you'll  definitely ace her on the psych tests. Just don't mark the box that  says, 'I sometimes like to kill people.'"
Buffy,"(ruefully) I know Faith's not gonna be on the cover of Sanity  Fair, but... she had it rough. Different circumstances, that could be  me."
Willow,(shakes her head) No way. Some people just don't have that in  them.
Buffy,"(apologetically) Look, I'm sorry. I-I know how you hate talking  about Faith."
Willow,"No, it's okay."
Buffy,"No, really, we should just... (glances at the pencil)"
Willow,No. I-it doesn't bother me. I mean it.
Buffy,"(notices the pencil) Uh, Will?"
Willow,(looks at it) Oh.
Buffy,Emotional control?
Willow,(abashed) I'm working on it.
Snyder,"As far as I'm concerned, this is a marriage made in heaven.  (takes off his jacket) Willow Rosenberg, despite her unsavory  associations, (hangs it on the coat rack) represents the pinnacle of  academic achievement at Sunnydale High. (strolls up to them) Percy West  represents a devastating fast break (puts his hand on Percy's shoulder)  and 50% from behind the three-point line. (goes around his desk to his  chair)"
Willow,(confused) I-I'm not sure I understand the marriage part.  (glances at Percy)
Snyder,"(indicates Willow) You've got the brains, (indicates Percy)  he's got the fast break. (brings his hands together) It's a perfect  match."
Willow,(very confused) Match? (double-takes at Percy) You want us to  breed?
Snyder,I want you to tutor him. (sits) Percy is flunking history.  Nothing seems to be able to motivate him.
Percy,"(flippantly) Hey, I'm *challenged*."
Snyder,"(raises his eyebrows) You're lazy, self-involved and spoiled.  That's quite the challenge. But we need a winning year, especially after  last year's debacle with the swim team. Can't have our point guard  benched. (to Willow) So, you're gonna take on a little teaching job.  (encouragingly) I know how you enjoy teaching."
