character,dialogue
Disclaimer,"This transcript is done to givethe poor people that lost their WB station this fall a way to keep up withthe series, not for profit and no infringement of any rights was intended.</font></i>"
BUFFY,Ha! Touchdown! Oh yeah. Go team me. (She does a victory dance)
RILEY,Anybody ever tell team you the quarterback throws like a girl? (Throws the ball back)
BUFFY,"(catches the ball, frowning) I do?"
BUFFY,"(concerned) Ooh, sorry!"
BUFFY,"No, don't, no - (shrieks as Riley tackles her)"
XANDER,I'm exhausted just looking at those two. All the splashing and jumping and running... Shouldn't relaxing involve less exertion?
ANYA,Absolutely. Exertion can lead to sweatiness.
TARA,Which can cause the pain and heartbreak of stinkiness. Better to just stay put.
WILLOW,I think we've just put our finger on why we're the sidekicks.
WILLOW,Game over?
RILEY,"Uh, Buffy slayed the football. (Holds up the deflated ball, then tosses it aside)"
BUFFY,Where's my burger? (Xander is still trying to light the fire)
RILEY,"Yeah, man, I'm starving. Cow me. (He and Buffy sit)"
XANDER,"The, uh, fire's not cooperating. It's comforting to know that I lack the culinary finesse of a caveman."
WILLOW,(gestures at fire) <I>Ignis incende.</I>
BUFFY,"Willow, check you out! Witch-fu."
WILLOW,"It's no big. You just have to balance the elements so when you affect one, you don't wind up causing..."
WILLOW,I didn't do it! I didn't do it!
They all grab their stuff and run off. Cut to,
GUY1,"Come on, hurry it up, I'm getting soaked."
GUY2,"I'm trying. Geez, this thing weighs-"
GUY1,(annoyed) Nice. Good job.
GUY2,(kneels to check out the broken corner) Look at this. Guy's carting dirt around.
GUY1,"Leave it. We'll, we'll turn it on its side."
GUY2,"Dirt. Man, rich people are-"
A hand bursts out of the box and slashes his throat. He screams and staggers backward. The other guy watches in horror as a body begins to burst out of the box. Cut to,
WILLOW,There you go. All set.
GILES,"Thank you, Willow. Obstinate bloody machine simply refused to work for me. (Walks off)"
WILLOW,"Just call me the computer whisperer. (Stands up, putting something in the scanner) Let's get scannin'. I want to see this puppy go."
GILES,Start with those.
WILLOW,(scowls) Start? Where is finish?
GILES,"Willow, it's essential that we begin archiving the library. I mean, most of these texts have no duplicates."
WILLOW,But ... now? Doesn't winter seem more like archiving season?
GILES,"(looks surprised) Well, you don't have to, Willow, I mean, you're, you're welcome to leave if, uh..."
WILLOW,"No. It's fine. (Sits back down) It's just, you've been Mr. Project all summer. You know? Labeling the amulets and indexing your diaries. (Giles gives a little smile) I draw the line at making giant rubber band balls. That's when you'll just have to get a life. (Opens the scanner and takes out whatever is in it)"
GILES,"(clears throat) That's what I'm trying to do, actually, is, um, get a life. (Sits down)"
WILLOW,"(not looking at him, doesn't realize he's turned serious) It might go better if you left the house."
GILES,"Willow, um... you mustn't repeat what I'm about to say. Especially not to Buffy. (Willow looks confused and concerned)"
WILLOW,Uh-oh.
GILES,You promise?
WILLOW,"Oh, god. Well, I guess. Now that I know there's something to know, I can't *not* know, just because I'm afraid somebody'll know I know, you know?"
GILES,Did that mean yes?
WILLOW,Yeah.
GILES,"We're doing all this because I, I want you and the others to have everything you need at your fingertips. You see, I'm, I'm going back to England."
WILLOW,You're ... what? But you can't! You're ... Buffy's Watcher!
WILLOW,"I mean, in a fired way, but..."
