character,dialogue
"Transcribed by Joan the English Chick (<a href=""mailto","pisces@englishchick.com"">pisces@englishchick.com</a>)."
<b>Transcriber's Notes,"</b><ul><li>I do not own the characters or situations of BTVS, and I claim no credit for the content of this episode. I have merely transcribed what appeared on my screen, with help from the closed captions.<li>I prefer that you link to this transcript on the Psyche site rather than post it on your site, but you can post it on your site if you want, as long as you keep my name and email address on it. Please also keep my disclaimers intact.<li>You can use my transcripts in your fanfiction stories; you don't have to ask my permission. (However, if you use large portions of episode dialogue in your fanfic, I recommend you give credit to the person who wrote the episode.)<li>I apologize in advance for my lame transcription of the fight scenes. I don't know the names of different punches and kicks. Use your imagination.</ul>"
GILES VOICEOVER,Previously on <I>Buffy the Vampire Slayer</I>...
GILES,You are the Slayer. Into each generation a Slayer is born.
BUFFY,"Why don't we start with 'Hi, I'm Buffy.'"
XANDER,Xander.
CORDELIA,Cordelia.
BUFFY VOICEOVER,"Willow, right?"
GILES,Mister Giles.
ANGEL,Angel.
A quick series of scenes from the first season,"the Master with the Anointed One; Buffy and Angel kissing; Angel vamping out, Buffy screaming; the possessed ventriloquist dummy; Buffy punching someone; Buffy dying; Buffy killing the Master, etc..."
"Moves into a series of scenes from the second season. They go by faster and faster. I can't possibly detail every one, but they include all the major demons and recurring characters","Spike, Ethan, Drusilla, Kendra, Ted, etc. We see Xander kissing Cordelia, Willow kissing Oz, Angel killing Jenny Calendar, Willow in the hospital doing the spell to restore Angel's soul, Buffy killing Angel."
VAMP,Gave me a pretty good run there. Bet the blood's just pumpin'.
VAMP,(advancing) Bet it's hot.
KID,(voice breaking) Don't hurt me.
VAMP,Don't hurt you? (laughs)
BUFFY,"(innocently) Hey, what's going on?"
KID,Help me! Call the police!
VAMP,"Get outta here, girl. (turns back to the kid)"
BUFFY,"(emerging from the doorway) You guys havin' a fight? 'Cause, you know, fighting's not cool."
KID,Get out of here!
VAMP,"No. (turns fully toward Buffy) No, she wants to stay. I don't mind a little appetizer."
BUFFY,"(small frown, walks forward) Have you ever heard the expression, 'biting off more than you can chew'?"
BUFFY,"Okay. Um ... how about the expression, 'vampire slayer'?"
VAMP,What the hell you talkin' about?
BUFFY,"Wow. Never heard that one. Okay. How about, 'Oh god, my leg, my leg'?"
VAMP,Oh god! My leg! Uhh...
BUFFY,See? Now we're communicating.
BUFFY,Wow. Been a long while since I met one who didn't know me.
BUFFY,You should get home.
KID,H-how'd you do that?
BUFFY,It's what I do.
KID,But you're ... you're just a girl.
BUFFY,That's what *I* keep saying.
XANDER,Something goin' on out back?
BUFFY,(walks over to table) Vampire.
XANDER,Oh.
BUFFY,(sighs) Anything?
GILES,"Nothing you want to hear. The ritual is, uh..."
BUFFY,Explain it again.
GILES,There's nothing new to-
BUFFY,Go through it again.
