character,dialogue
Joyce,Is it a vampire?
Buffy,"Mom, what are you doing here?"
Joyce,"(holds up the bag and thermos) I brought you a snack. I thought  it was about time for me to come out and watch. Y-you know, the slaying."
Buffy,"You know, the slaying is kind of an alone thing."
Joyce,"But it's such a big part of your life, and I'd like to  understand it. It's, um, you know, something we could share."
Buffy,"A-actually, it's pretty dull, you know, it's (distracted) bam  boom stick... poof."
Joyce,"Good, honey! Kill him!"
Joyce,"(points) Buffy, he-he's over here!"
Joyce,"Oh, my God! It's Mr. Sanderson from the bank!"
Joyce,(points with the thermos) And he's getting away!
Buffy,Stay!
Joyce,"Oh, God. (takes a breath) Oh..."
Buffy,(reaches her mother) They said we can go home now.
Joyce,(distraught) They were little kids. Did you see them? They're so  tiny.
Buffy,(sympathetically) I saw.
Joyce,(shaking her head) Who could do something like this? I just...  (looks down sadly)
Buffy,"I'm so sorry that you had to see this. But I promise, everything  is gonna be okay."
Joyce,How?
Buffy,Because I'm gonna *find* whatever did it.
Joyce,I guess. It's just you can't... you can't make it right.
Buffy,(comfortingly) I know. I'm sorry. But I'll take care of  everything. I promise. Just try and calm down.
Buffy,(upset) Don't tell me to calm down!
Giles,(taken aback) I-I-I only meant...
Buffy,"They were kids, Giles. Little kids! You don't know what it was  like to see them there. My mom can't even talk."
Giles,(takes a few steps down) I'm sorry. I... I just want to help.
Buffy,(calms a bit) I know.
Giles,Do we know how? Uh... It wasn't a vampire? (sits on the table)
Buffy,No. There were no marks.
Buffy,"Wait. I-I mean, there, there was a mark, um, a-a symbol."
Giles,"Oh, uh, 12th century, Papal Encyclical. Write on this."
Buffy,"I-it was on their hands. The cops are keeping it quiet, but I  got a good look at it."
Buffy,There. Find me the thing that uses this symbol and point me at  it.
Giles,(thoughtfully) Hmm.
Buffy,"Hmm. What? Giles, speak."
Giles,"(torn from his reverie) What? Oh, sorry. Um, no, it... (picks up  the notebook) I just wonder if we're looking for a thing. The use of a  symbol o-o-on a victim like this suggests a, a ritual murder and a cult  sacrifice by a group."
Buffy,A group of... human beings? Someone with a soul did this?
Giles,"Yes, I'm afraid so."
Buffy,"Okay. Then while you're looking for the meaning of that symbol  thingy, could you also find a loophole in that 'Slayers don't kill  people' rule?"
Giles,"Buffy, this is a dreadful crime, I know, (stands up) and you  have every right to be upset, but... I-I wonder if you're not letting  yourself get a shade, uh... more personal because of your mother's  involvement."
Buffy,"(stands and faces him) Oh, it's *completely* personal. Giles,  find me the people that did this. Please."
Xander,Hey.
Oz,Hey.
Xander,"(slightly nervous) So, a burrito."
Oz,This is a burrito.
Xander,Damn straight.
