character,dialogue
Disclaimer,"This transcript is done to givethe poor people that lost their WB station this fall a way to keep up withthe series, not for profit and no infringement of any rights was intended.</font></i>"
GILES VOICEOVER,Previously on Buffy the Vampire Slayer...
DAWN VOICEOVER,No one knows who I am. Not the real me. No one understands. No one has an older sister who's a slayer.
BUFFY,I know it's always been this way. She's the baby.
BUFFY,"But for some reason lately, it's just really getting to me."
RILEY,"Well, yeah. You're like her idol, Buffy."
ANYA,What do you think you're doing?
DAWN,Leave me alone.
ANYA,I will after you come back inside the house. (Grabs Dawn and starts shoving her back toward the door.)
DAWN,Let go of me! (breaks free)
ANYA,"No, it's not safe out here!"
XANDER,Anya!
RILEY,This head wound looks bad. We gotta get her to the hospital.
XANDER,"Wish I had something food-like to offer you guys, but the hot plate's out of commission."
ANYA,We think the cat peed on it.
XANDER,I do have Spaghetti-O's. Set 'em on top of the dryer and you're a fluff cycle away from lukewarm goodness. (Gestures at the dryer)
RILEY,"Hmm. Yeah, I had dryer food for lunch."
XANDER,"(looking up) Ah, I guess the folks are back."
XANDER,"No, no, I was wrong. Just incompetent burglars."
XANDER,"Yeah, maybe it's definitely time to start looking for a new place. Something a little nicer. Buffy, you've been to Hell. They have one-bedrooms, right?"
RILEY,"Hey Buffy, how's that book? Full of zippy dates and zesty names?"
BUFFY,(not listening) I'm fine.
BUFFY,Heyyy. I'm enjoying the studying.
RILEY,Who are you lately? Give it up and watch the movie.
BUFFY,"I guess it has been a long day with the crusades. I can take a little break from the violence for some (looks up at TV) ooh, fighting."
XANDER,Incompetently-dubbed kung fu. Our most valuable Chinese import.
ANYA,Much more durable than their hot plates.
RILEY,Just relax.
BUFFY,Mm ... mm. That feels good.
ANYA,Ow! What are you doing? I have a dislocated shoulder! (Xander stops rubbing. Riley stops rubbing Buffy's shoulders too.) I'm trying to concentrate on the kicking movie.
BUFFY,Hey! Rubbing went away.
RILEY,"Oh ... sorry, I got caught up in the action. (gesturing at TV)"
