character,dialogue
"</center><center>Original Air Date","May 21st, 2002"
"<font size=+1>Transcribed by Joan the English Chick (<a href=""mailto","pisces@englishchick.com"">pisces@englishchick.com</a>).</font>"
"</center><hr WIDTH=""400""><b>Transcriber's Notes",</b>
XANDER VOICEOVER,This is what happened this year.
WILLOW VOICEOVER,"Tomorrow night, we're bringing Buffy back."
XANDER VOICEOVER,You're talking about raising the dead.
BUFFY,I think I was in heaven. I was torn out of there by my friends.
GILES,I'm headed back to England.
GILES VOICEOVER,I plan to stay.
BUFFY,"So you three have, what, banded together to be pains in my ass?"
WARREN,We're your arch-nemesises.
TARA,"Willow, you are using too much magic."
TARA,I don't think this is gonna work.
WILLOW,Are you saying you're gonna leave me?
BUFFY VOICEOVER,Willow has a problem.
WILLOW,I need help!
SPIKE,"We kissed, Buffy. I'm in love with you."
BUFFY,You're in love with pain!
SPIKE,You afraid I'm gonna-
SPIKE,Things have changed.
BUFFY,The only thing that's different is that I'm disgusted with myself.
BUFFY,It's over. I'm using you.
XANDER,We're getting married.
DAWN,Congratulations.
ANYA,Xander's missing? What do you mean Xander's missing?
XANDER,I wish we could just go back to the way things were before.
ANYA,And I wish you were never born.
ANYA,"You left me, Xander! At the altar!"
XANDER,So you go out and bang the first body you can find?
SPIKE,It's good enough for Buffy.
XANDER,Shut up and leave her out of-
GILES VOICEOVER,"We can't ignore this kind of behavior. Something needs to be done before it spins out of control."
TARA,Can you just be kissing me now?
SPIKE,I'm gonna make you feel it!
BUFFY,"No, stop!"
BUFFY,Ask me again why I could never love you.
SPIKE,"Get nice and comfy, Slayer. I'll be back."
WARREN,Think you can just do that to me?
WILLOW,Tara?
WILLOW,Tara!
WILLOW,Bring her back!
DEMON,It is done!
WILLOW,Nooooo!
ANYA VOICEOVER,"Something terrible has happened, I know."
ANYA,You don't have to-
WILLOW,I need power.
XANDER,"Will, what are you doing? She's gonna die."
WILLOW,No she isn't.
BUFFY VOICEOVER,We need to find Willow.
DEMON,You want to return to your former self.
SPIKE,Bitch is gonna see a change.
WARREN,Somebody!! Please! God!
WILLOW,Bored now.
BUFFY,"Willow, what did you do?"
WILLOW,One down.
XANDER,I think I'm gonna be sick.
ANYA,Again?
BUFFY,"Xander, we don't have time."
XANDER,"(panting) I know, it's just ... what happened back there, the sounds of it. The smell. (Anya looking impatient)"
BUFFY,I know.
XANDER,Willow did that.
BUFFY,That's why we have to keep moving.
BUFFY,"You heard what she said, ""One down."""
ANYA,"So we're talking about ""two to go,"" right, Jonathan and whatshisface, the other guy."
BUFFY,"Andrew. They're sitting at county jail without a clue Willow's coming."
XANDER,"You don't think she's gonna kill them too? She wouldn't. It doesn't make sense."
BUFFY,"Willow's got an addictive personality, and she just tasted blood. She could be there already."
ANYA,"No. She couldn't, a witch at her level. She can only go airborne. (they stop walking and look at her) It's a thing. More flashy, impresses the locals, but it does take longer."
XANDER,Longer than what?
ANYA,Teleporting.
XANDER,"Right. Vengeance demon. (sarcastic) Well, at least she'll get there first."
BUFFY,I'm counting the ways that could go wrong. (they resume walking)
XANDER,"Well, Anya can handle herself."
BUFFY,Against Willow? Tonight ? Don't be too sure.
XANDER,"Well ... she should be coming down at some point, shouldn't she? I mean, back there she was out of her head ... running on grief and magicks."
BUFFY,"Doesn't matter . Willow just killed someone. Killing people changes you. Believe me, I know."
XANDER,"Warren was a cold-blooded killer of women just warming up. You ask me, that bastard had it coming to him."
BUFFY,Maybe. Andrew and Jonathan don't.
XANDER,"This is still Willow we're dealing with, right?"
BUFFY,"I hope so. Whatever she's going through, we have to stop her. And maybe we can actually do that if we can get to your..."
BUFFY,...car.
XANDER,Willow.
BUFFY,"I guess she wants to finish the job without us tagging along. (looks at Xander) Meet me at the jail."
XANDER,"Sure, how are you gonna..."
XANDER,"(calls after her) Okay, then, I'll just ... catch up. She's only my best friend, you know. No big deal, just..."
XANDER,...glad I could help.
ANDREW,"Dude. Move like, a foot to your left."
JONATHAN,(not moving) What for?
ANDREW,I'm trying to hear something.
JONATHAN,Like what?
ANDREW,(conspiratorially) Signals.
JONATHAN,"Oh, for crying out loud. (turns to face Andrew) Signals? Who from, your probe-happy alien friends? Say, maybe we can trade a pack of cigarettes in for tin foil. Make you a nice antenna hat."
ANDREW,"Laugh it up, fuzzball. I figured it out. (softly) Warren never abandoned us. Well, not me, anyway. This is like his test. If we can figure out how he's communicating with us, then we'll be, you know, worthy."
JONATHAN,(incredulous) You're checking for implants?
ANDREW,"(defensive) Lex Luthor had a false epidermis escape kit in ""Superman Versus the Amazing Spider-Man"" Treasury edition-"
JONATHAN,"Okay, first of all, those were sonic disrupters. And second of all ... you are sadness personified. Waiting for Warren? Yeah, maybe he'll come bust us out of here on Santa's magic sleigh."
ANDREW,(stands up angrily) I'm telling him you said that.
JONATHAN,Why wait? I'll tell him right now.
JONATHAN,"Hey, Warren, do you read me, your girlfriend's pathetic, over."
ANDREW,"(pulls his arm away) Shut up, Jerk-athan! You see this? This is why we get jet packs and all you get is left behind."
JONATHAN,So you admit it.
ANDREW,"(shrugs) Why not? You were out of the Trio a long time ago in a galaxy far, far away and you know why, little feller? No respect for the chain of command."
JONATHAN,"Yeah, see how far it's gotten you. Checking every hole in your sad little body for transmitters that don't exist."
ANDREW,Oh I'll find it if I have to check every hole in my body and yours.
JONATHAN,Get off!
ANDREW,Make me!
ANYA,There you two are.
ANDREW,(to Jonathan) You do that? (Jonathan shaking his head)
ANYA,"Listen to me. We have to get you out of here or you'll both be killed. (calls) Guard!"
JONATHAN,What's going on?
ANYA,Guard!
ANDREW,"Stop that! (to Jonathan) I don't trust her. Do you trust her? This is major uncool."
JONATHAN,"Um, Anya, you're gonna have to break this down for us a little."
ANYA,"(annoyed) Warren shot Buffy. Warren shot Tara. Buffy's alive. Tara's dead. Willow found out, and being the most powerful Wicca in the western hemisphere, decided to get the payback. With interest."
ANDREW,Wh-what about Warren?
ANYA,"She killed him. Ripped him apart and bloodied up the forest doing it. Now she's coming here and the two of you are next."
ANDREW,Oh my god ... Warren.
JONATHAN,Oh my god ... me. (turns to the bars and yells) Guard!
ANDREW,But we didn't do anything.
JONATHAN,Guard!!
OFFICER,"All right, all right, what do you..."
OFFICER,Who the hell are you?
ANYA,"Something's coming. Something bad. You have to let these men out of here or I guarantee you there will be hell to pay."
OFFICER,"Okay, uh ... what exactly's coming?"
ANYA,"One of the many things in this world you are not prepared to deal with."
OFFICER,(scoffs) That a fact?
ANYA,Yes. And we're running out of time. So just believe me when I tell you...
ANYA,...these things are real. They're dangerous. And they're coming.
PATROL COP,What the hell was that?
PATROL COP,"Listen, I don't know what you think you're doing, but just-"
WILLOW,Take a nap.
ANYA,"...so please, stop looking at me like it's your first trip to the circus and do your job. Let them out!"
OFFICER,You three stay here.
ANDREW,"Oh, like we have a choice!"
OFFICER,Don't move. You'll be safe here.
ANYA,Are you even listening?! This is the one place they won't be safe!
WILLOW,Back off.
COP,Hold it!
ANDREW,"(scared) Stop it, just stop! (to Jonathan) Why is she doing this? Tell her, we didn't do anything."
JONATHAN,"Yes we did. We signed on, we teamed up, we wanted to see where our plans would take us, well take a look."
JONATHAN,This is it.
ANDREW,Maybe for you.
"Buffy comes running up and stops beside the building, peering around the corner at the scene. We see it from Buffy's point of view","Willow standing surrounded by bricks and pieces of mortar, the crowd of cops pointing guns at her and yelling, other cops helping each other up off the ground."
ANDREW,"Anya. Teleport us out of here, please. Take us with you."
ANYA,I can't. It doesn't work that way.
ANDREW,"Oh, god. (more pieces of the wall coming off) HELP!"
WILLOW,Buffy.
ANYA,"Willow , just stop for a second and listen to-"
Same scene,"Willow still screaming. Cut to the street. Buffy, Jonathan, and Andrew come out of the police station through the same door that Buffy entered earlier. Willow's scream is audible. Andrew has his hands over his ears."
ANDREW,"Aah! What is that sound? God, it kills."
BUFFY,We have to make a run for it.
ANDREW,"Are you kidding? She's like Dark Phoenix up there! You expect us just to outrun her?"
BUFFY,Pretty much.
XANDER,Get in.
BUFFY,Is she coming?
XANDER,(checking rear-view mirror) I don't see anything.
BUFFY,(to Jonathan and Andrew in the back seat) Are you guys all right?
BUFFY,Are you injured?
JONATHAN,"I, I don't think so."
ANDREW,Where are you taking us?
BUFFY,"(pauses) We'll find someplace safe and we'll keep you there until we can stop Willow."
ANDREW,"Run and hide, that's your brilliant plan?"
JONATHAN,I don't believe this.
XANDER,"Boys, if you don't knock it off, I will pull this car over and you can just walk to your painful deaths from here."
