character,dialogue
NB:,"The content of this transcript, including the characters           and the story, belongs to Mutant Enemy. This transcript was created           based on the broadcast episode."
BUFFYWORLD.COM,"prefers that you direct link to this transcript rather than post               it on your site, but you can post it on your site if you really               want, as long as you keep everything intact, this includes the link               to buffyworld.com and this writing. Please also keep the disclaimers               intact.</div>            <p>"
GILES (V.O.),<br>  Previously on Buffy the Vampire Slayer
"1 INT.BRONZE NIGHTCLUB     - NIGHT<br>    There's a troll talking to Anya, and he seems to know her from the past.",</p>  <p><b>TROLL</b><br>  You seem determined to put an end to all my fun. Just like you always did when   we were dating!
BUFFY,<br>  You dated a troll?
ANYA,"<br>  Well, he wasn't a troll then. You know, he was just a big dumb guy."
Cut to:,</p>  <p><b>2EXT.SUNNYDALE STREET     IN FRONT OF MAGIC BOX - DAY<br>    Anya and Willow are talking.</b>
WILLOW,<br>  Where is everyone?
ANYA,"<br>  At the new high school. Buffy's got some kind of job there, Spike's insane in   the basement."
Cut to:,"</p>  <p><b>3 INT.BASEMENT AT     SUNNYDALE HIGH - DAY<br>    Spike acting crazy in the basement, holding his hands to his ears and screaming.</b>"
Cut to:,</p>  <p><b>4 INT.CAVE NEAR     SUNNYDALE - NIGHT<br>    Buffy and Xander are talking to an injured Willow.</b>
BUFFY,<br>  Willow?
WILLOW,<br>  There you are!
BUFFY,<br>  We're really glad that you're back.
Cut to:,"</p>  <p><b>5 INT.BRONZE NIGHT     CLUB - NIGHT<br>    Buffy, Xander and Spike are there with Nancy, trying to find out why a worm     demon is chasing Nancy.</b>"
XANDER,<br>  Did you turn this nice lady's ex into a giant worm-monster?
ANYA,<br>  (laughs) Yes.
Cut to:,</p>  <p><b>6 INT.ANYA'S APARTMENT     - DAY<br>    Anya and Willow are talking after doing a demon locator spell.</b>
WILLOW,<br>    I got the impression that you enjoyed&#151;inflicting.
ANYA,"<br>  Well, causing pain sounds really cool, I know, but turns out it's really upsetting.   Didn't use to be."
Cut to:,</p>  <p><b>7 INT.COFFEE SHOP-     DAY<br>    Anya and Halfrek are talking over coffee.</b>
HALFREK<br>,It's the talk of the order. They're calling you &quot;Miss Softserve.&quot;
ANYA,<br>  Excuse me?
HALFREK,"<br>  No deaths. No eviscerations. You're not goading women into anything inventive,   and you're not delivering when it is."
ANYA,"<br>  It was a glitch, and I am so back in the vengeance fold."
Fade to black.,</p>  <p><b>End Recap.</b>
8 INT.BUFFY'S OLD     BEDROOM AT BUFFY'S HOUSE - NIGHT<br>    Dawn is helping Willow unpack her things. She's moving in to Buffy's old room.,</p>  <p><b>DAWN<br>    </b>My advice to you is do exactly what everyone else does all the time.
WILLOW,<br>  Got it.
DAWN,"<br>  Do what everyone else does, wear what everyone else wears, say what everyone   else says."
WILLOW,<br>  OK.
DAWN,<br>    People may say something to you you don't understand. Just don't be afraid     to keep your mouth shut and pretend like you know what they're saying.
WILLOW,"<br>  (laughs) You know, Dawn, I've been to college before."
DAWN,<br>  People may say something like &quot;My protein window closes in an hour.&quot;   Just nod and smile. Mm-hmm. Turns out it has something to do with fitness.
BUFFY,<br>  Have you talked to her lately?
XANDER,<br>  Not since that night with the Gnarl demon. And that wasn't exactly the kind   of &quot;how have you been&quot; kind of talk. More of the &quot;pierce its   eye with something sharp&quot; kind of talking. I'm thinking I should call her.
BUFFY,<br>  I just don't want you to get your hopes up.
XANDER,"<br>  Hopes? Oh, no, no, no, no, no. There are no hopes. Anya and I are done. I love   being single. I'm a strong, successful male who is giddy at the thought of all   the women I will no doubt be dating in the near future."
BUFFY,"<br>  Strong, successful males say &quot;giddy&quot;?"
XANDER,"<br>  I just worry about her, that's all."
WILLOW,<br>  Anya?
XANDER,"<br>  Yeah, she seems so sad."
DAWN,<br>  She should try acting like everybody else more.
WILLOW,<br>  Apparently it's what all the kids are doing nowadays.
BUFFY,"<br>  Well, I'm not sure I get the sad vibe, but there's definitely a vengeance vibe   worth worrying about."
XANDER,"<br>  Oh, that? No, no. I don't worry about that. She was hurt and she just turned   back to what she knew when I&#151; you know. But that's not her anymore."
BUFFY,<br>  I hope you're right.
XANDER,"<br>    Well, she turned that worm guy back before any real damage happened, right?     It'll just take some time. I really think she's coming around."
Cut to:,"</p>  <p><b>9 INT.FRAT HOUSE     AT U.C. SUNNYDALE - NIGHT<br>    A boy is dead on the ground. Pan around to show several boys have been killed,     their hearts ripped out of their bodies. The place is full of dead boys. Show     Anya sitting in shock, looking around at the mayhem, smeared with blood.</b>"
ANYA,<br>  What have I done?
Fade to black.,</p>  <p><b>Opening credits and title sequence.</b>
End Prologue.,</p>  <p><b>End Teaser.</b>
10 INT.RUSTIC MEDIEVAL     HOUSE - DAY<br>    A long-haired brunette Anya is holding a cute brown bunny. Olaf walks in and     starts talking to her in swedish language (dialogue shown below is subtitled).     He's wearing leather and animal skins. Anya is in a dress.,"</p>  <p><b>TITLE CARD: Sjornjost, 880.</b>"
OLAF,"<br>    Aud! Sweet, beautiful Aud! I am so hungry, I could eat a small child!"
ANYA,<br>  Olaf! Are you injured? You smell of blood and musk.
OLAF,<br>  Fear not! It takes more than a band of minor trolls to bring down the mighty   Olaf!
ANYA,<br>  Trolls!
OLAF,<br>  Oh! They are wretched creatures indeed. The mere thought of them makes me bend   at the knee and flex! (does a muscleman pose)
ANYA,"<br>  Sweetheart, please sit down. Allow me to tend to you."
OLAF,"<br>  I am fine. Really. I could go for some mead, though."
ANYA,<br>  Certainly.
OLAF,"<br>    (looking around the room) Is it my imagination, or do we have substantially     more rabbits in this house today?"
ANYA,"<br>  Oh, they breed so quickly that it's&#151;"
OLAF,<br>  All this talk of breeding... it makes me want to breed!
ANYA,"<br>  Honey, of course. But here&#151;drink your mead first."
OLAF,"<br>  Ah, yes. Mead."
ANYA,"<br>  The rapid reproductive rate of our rabbits...has given me an idea. I can give   the excess out to the townspeople, exchanging them not for goods or services,   but for goodwill and the sense of accomplishment that stems from selflessly   giving of yourself to others."
OLAF,"<br>  Ha, ha, ha! Sweet Aud! Your logic is insane and happenstance, like that of a   troll. It is no wonder that the bar matrons talk of you."
ANYA,<br>  You've been to the bar...
OLAF,"<br>  (sighs) It is not my fault they don't take kindly to you. You speak your mind,   and are annoying. It's one of the things I love most about you."
ANYA,<br>  Was Rannveig there?
OLAF,"<br>  Bah! I've told you a thousand times; I have no interest in this Rannveig. Her   hips are large and load bearing, like a Baltic woman. Your hips are narrow,   like a Baltic woman from a slightly more arid region. You are my perfect Aud.   I could never want for another."
ANYA,<br>  I am sorry. I simply love you so much...I feel as though I could burst at times...I   could not live without you.
OLAF,"<br>  Fear not, sweet Aud, you will always be my beautiful girl."
Cut to:,</p>  <p><b>11 INT.FRAT HOUSE     AT U.C. SUNNYDALE - NIGHT<br>    Blood-soaked hands are washing up at a porcelain sink. The water runs red.     Anya looks up from her washing and can barely face herself in the mirror.</b>
Cut to:,"</p>  <p><b>12 INT.BASEMENT     AT SUNNYDALE HIGH - DAY<br>    Spike is sitting on the floor with his back to a chain link fence that's separating     one area from another. He seems rather substantially more coherent and mentally     stable than he's seemed recently, and definitely more sound than he's ever     seemed in the basement.</b>"
SPIKE,"<br>  I don't trust what I see anymore. I don't know how to explain it, exactly. It's   like I've been seeing things. (pan over to show he's talking to Buffy) Dru used   to see things, you know? She'd always be staring up at the sky watching cherubs   burn or the heavens bleed or some nonsense. I used to stare at her and think   she'd gone completely sack of hammers. But she'd see the sky when we were inside   and it'd make her so happy. She'd see showers. She'd see stars. Now I see her."
BUFFY,<br>  (compassionate and patient) Spike.
SPIKE,"<br>  I'm in trouble, Buffy."
BUFFY,<br>  I can help you.
SPIKE,<br>  I could never ask. Not after...
BUFFY,<br>  It's different. You're different.
SPIKE,<br>  I could never ask.
BUFFY,"<br>  Spike, it's me. It's you and it's me, and we'll get through this."
SPIKE,<br>  Never...
BUFFY,<br>  We'll get through this.
BUFFY,"<br>    Spike. (he looks up, surprised) This basement is killing you. This is the     hellmouth. There is something bad down here, possibly everything bad."
SPIKE,<br>  (laughs) Can't hear you. Can't hear you.
BUFFY,<br>  You have a soul? Fine. Show me.
SPIKE,"<br>  Scream montresor all you like, pet."
BUFFY,<br>  Get up and get out of this basement.
SPIKE,<br>  I don't have anywhere else to go.
Cut to:,</p>  <p><b>13EXT.U.C. SUNNYDALE     CAMPUS - DAY<br>    Willow is talking to her professor.</b>
WILLOW,"<br>  And it's not like I've been gone for that long, and I've already done all the   reading that I missed. And I can sign up for&#151;"
