character,dialogue
Buffy,(yells out desperately) Nnnrrf! Nnnrrf!
Willow,"Oh, God! Demon! Demon! What kills a demon?!"
Buffy,Nnnrrf! Nnnrrf!
Willow,"(still searching) Oh, Nerf! Not Nerf. Knife!"
Buffy,"Okay. That was too close for comfort. Not that slaying is ever  comfy, but... you know what I mean? (takes a deep breath) If you guys  hadn't been here to help..."
Willow,"But, we were, and we did, and, and we're all fine. (looks down  at the monster) Isn't he gonna go poof?"
Buffy,"Mm, I guess these guys don't. We'll have to bury him or  something. Uhhf..."
Buffy,"Makes you appreciate vamps, though. No fuss, no muss."
Xander,So how come Faith was a no-show? I thought mucus-y demons were  her favorites. (munches on a snack)
Buffy,Couldn't reach her... again. She hasn't been hanging out much.  (reaches for a snack)
Xander,I detect worry.
Buffy,A little bit. Slaying's a rough gig. Too much alone time isn't  healthy. Stuff gets pent up. (munches the snack)
Willow,We should try to do more socializing with her.
Xander,"Well, burial detail aside, does this cap us off for the day?"
Buffy,You got plans?
Xander,I cannot stress enough how much I *don't* have plans.
Buffy,No luck reaching Cordelia?
Xander,"I've left a few messages. Sixty... Seventy... But you know what  really bugs me? (to Willow) Okay, we kissed. It was a mistake. But I  know that was positively the last time we were *ever* gonna kiss."
Willow,Darn tootin'!
Xander,"And they burst in, rescuing us, without even knocking? I mean,  this is really *all* their fault."
Buffy,Your logic does *not* resemble our Earth logic.
Xander,Mine is much more advanced.
Willow,"At least tomorrow's Monday, another school day."
Buffy,"Well, that's good. You know, focus on school. That's the strong  Willow way to heal."
Willow,"Actually, I was more thinking Oz will be there, and I can beg  for forgiveness."
Buffy,"That works, too."
Willow,"I-I wanna be strong Willow. But then I think I may never get to  be close to Oz again, and it's like all the air just goes out of the  room."
Buffy,I know the feeling.
Xander,"Right. I mean, you went through it with Angel, and you're still  standing. So tell us, Wise One, how do you deal?"
Buffy,I have you guys.
Machine,"Hey, it's Xander. If you get this, call me."
Machine,"Hi! Xander. I, uh... Well, I'm in if you feel like calling.  Bye."
Machine,"Hi, Cordelia. Um... If you get the chance, if we could talk,  I'm here."
Machine,Hey again! It's me. I'm here. Again.
Buffy,How's it goin'?
Willow,"Oz hasn't been to his locker. There may be books in there that  he needs, but still, he doesn't come. (looks at the locker)"
Buffy,Has Xander seen Cordelia?
Willow,I don't think so. But she is coming in today. Amy saw her last  night at the mall. (looks at the locker)
Buffy,How was she?
Willow,I don't know. Amy said she looked pretty... scary.
Harmony,Cordelia! You look amazing.
Harmony,"Oh. You have to meet Anya. (pulls her to the front) She just  moved here, and her dad just bought -- what was it -- oh. A utility. Or  something."
Anya,(to Cordelia) Nice bag. Prada?
Cordelia,Good call! Most people around here can't tell Prada from  Payless.
Harmony,"God, Cordy, when I heard about... Well, I mean, I couldn't  believe it. But it was smart. You know, the injury thing? You take a  week off, let everybody forget about the temporary insanity that was  Xander Harris."
Cordelia,(raises her eyebrows) Xander who?
Harmony,Oh!
Cordette,You know what you have to do. Start dating. Get back on the  horse.
Cordelia,"Oh, absolutely! I am ready to ride!"
Harmony,Then I have just the stallion. He's *so* you.
Harmony,"(giggles) I'm pretty sure he won't cheat on you. At least not  for a while. Plus, he's got a kill moped."
Willow,Oz! Wow.
Willow,"Look at us, running into each other, as two people who go to  the same school are so likely to do now and then."
Oz,Hey. (starts to leave)
Willow,"(stops him) Oz, wait. Please?"
Willow,What I did... When I think that I hurt you...
Oz,Yeah. You said all this stuff already.
Willow,"Right, but... I wanna make it up to you. I mean, if you let me,  I wanna try."
Oz,Just... You can leave me alone. I need to figure things out.
Willow,"But maybe if we talk about it, we could..."
Oz,Look... I'm sorry this is hard for you. But I told you what I need.  So I can't help feeling like the reason you want to talk is so you can  feel better about yourself. That's not my problem.
Cordelia,"Hey, John Lee. Do I have something caught in my teeth?"
Cordelia,"So... What's new? God, it's been, like, a gazillion years!"
Cordelia,(surprised to find the tables turned) What?
Anya,(smiles) Hey.
Cordelia,Go ahead. Dazzle me with your oh-so-brilliant insults. Just  join the club.
Anya,"Hardly. Uh, actually, I've been looking for you. Ever since we  met this morning, I was, like, thank God there's one other person in  this town who actually reads W."
Cordelia,But Harmony...
Anya,"Oh, she follows me around. If that girl had an original thought,  her head would explode."
Cordelia,(notices Anya's pendant) Is that Gucci?
Anya,"Um... no. It's an actual old thing, sort of a, um... good luck  charm my dad gave me."
Cordelia,Too bad I didn't have one of those pre-Xander.
Anya,Can I just say... Men.
Cordelia,Second it.
Anya,"Apart from being without class, the guy's obviously blind.  Deserves whatever he gets."
Cordelia,I'm not even thinking about him. I am past it. I am living my  life.
Anya,"Still, I mean... Don't you kinda wish..."
Cordelia,"I don't wish. I act. Starting now, Xander Harris is gonna get  a bellyful of just how over him I am."
Xander,Excuse me. I need to be both giving *and* receiving of mirth.  Is it too much to ask for a little backup?
Buffy,"(puts her hand on his knee) I'm here for you, Xand. I'm Support- O-Gal. (takes her hand back) I just... feel a little weird about this  us-against-Cordelia thing. She's had a rough time."
Willow,"It's true. Cordelia *belongs* to the justified camp. She  *should* make us pay. And pay and pay and pay... In fact, there's just  not enough pay for what we..."
Xander,"(interrupts) Look, you want to do guilt-a-palooza, fine, but  I'm done with that. Starting this minute, I'm gonna grab ahold of that  crazy little thing called life and let it do its magical little heal-y  thing. What's done is done. Let's be in the moment. Behold the beauty  that is now. (bounces his eyebrows) Who's with me?"
Buffy,He's actually making sense. We're young and free in America. How  dare we be spun by love or the lack of same?
Willow,Absolutely. I-it's self-indulgent. I-I'm in. I'm on the joy  train. (smiles)
Buffy,That didn't work. Who wants chocolate?
Buffy,I'm up.
Xander,"Look at her. (indicates Cordelia) Tears of a clown, baby. Or is  it... grins of a sad person? (reaches over to Willow in his old familiar  way) Or maybe it's..."
Willow,"Xander, your hand."
Xander,"(jerks back his hand) Oops! Sorry. But why 'oops'? I mean, we  always touch digits. It's a friend thing. Comfort. Like chocolate."
