character,dialogue
Faith,"(to Buffy, struggling) So, what, you're telling me never?!"
Buffy,"(also struggling) Faith! Really, now is not the time!"
Faith,I'm curious! Never ever?!
Faith,"(to Buffy) Come on, really. All this time, and not even once?"
Buffy,How many times do I have to say it?
Buffy,I have never...
Buffy,...done it...
Buffy,...with Xander!
Buffy,He's just a friend.
Faith,"So? What are friends for? I mean, I'm sorry, (smiles sexily)  it's just, all this sweating-nightly, side-by-side action, and you never  put in for a little after-hours (thrusts her pelvis forward and grunts)?"
Buffy,"(raises her eyebrows) Thanks for the poetry. And, no. I love  Xander. I just don't... *love* Xander. (looks at the ground) Besides, I  think it ruins friendship to do that stuff."
Faith,You think too much. (starts to leave)
Buffy,"(grabs Faith's arm, looking down) Hey. There's one more."
Faith,How do you know?
Buffy,I think too much.
Buffy,(quietly) Okay. Count of three. One...
Buffy,Three.
Faith,"Nicely diverted, B!"
Buffy,"(panting) Diverted? That was me fighting for my life, Miss  Attention Span."
Faith,(sighs and turns to go) This isn't a Tupperware Party. It's a  little hard to plan.
Buffy,(follows) The count of three isn't a plan. It's Sesame Street.
Faith,"(stops and faces Buffy) Hey, they're toast and we're here, so it  couldn't have been too bad, right? (checks her arm) Who were those guys,  anyways?"
Buffy,"I don't know. (sniffs) They didn't seem local. (looks where the  swords were) Look, why don't we grab the weapons. Maybe Giles..."
Trick,Check these out.
Trick,The common term is 'slain'. But I've been seeing this breed  around. Are we expecting any trouble?
Trick,(seriously) I like Marmaduke.
Trick,Nobody can tell Marmaduke what to do. (grins) That's my kinda  dog.
Allan,(smiling eagerly) I like to read Cathy.
Allan,"So, uh, what ab-bout these swords? W-what should we do about  that?"
Allan,"(fidgeting) Well, maybe we should postpone the... the-the  dedication."
Trick,I believe the Honorable Mayor *hates* that idea.
Xander,"Willow, what are these?"
Willow,They're early admission packets.
Xander,"Harvard... Yale... Wesleyan... Some German Polytechnical  Institute whose name I, uh... (tries to read it)  I can't pronounce.  (drops the packets, leans back) Is anyone else intimidated? (looks at  Oz) 'Cause I'm just expecting thin slips of paper with the words 'No  Way' written in crayon."
Oz,They're typing those now.
Xander,(nods) Hmm.
Willow,"(smiling) I'm so overwhelmed! I-I got in! To actual colleges!  And, a-and they're wooing me! They're pitching woo!"
Buffy,(smiles) The wooing stage is always fun.
Willow,"(sighs) But it's weird. Now, rejection I can handle 'cause of  the years of training, but this..."
Xander,"I feel your pain, Will. Like right now, I'm torn between the  fast-growing fields of appliance repair and motel management. Of course,  I'm still waiting to hear back from the, uh, Corndog Emporium, so..."
Buffy,"Well, I think it's great. Early admission. (to Willow) Now  there's nothing standing between you and a brilliant future."
Oz,"Well, if I may suggest, graduate. Gettin' left back: not the thrill  ride you'd expect."
Cordelia,"That's so cute! Planning life as a loser? (Xander glances up  at her) Most people just turn out that way, but you're really taking  charge."
Xander,"The comedy stylings of Miss Cordelia Chase, everyone. (looks up  at her) Who, uh, incidentally, won't be needing a higher education when  she markets her own very successful line of hooker wear."
Cordelia,"Well, Xander, I could dress more like you, but, (in mock  sympathy) oh, my father has a job."
Xander,"I'm not gonna waste the perfect comeback on you now. (points at  her) But don't think I don't have it. (miffed) Oh, yes! Its time will  come!"
Xander,"So, life beyond high school. (fishes for sympathy) Anyone,  please... chime in."
Buffy,I hear it's nice. And a place I'll never go if I don't pass Mrs.  Taggart's chemistry test tomorrow. (looks at Willow)
Willow,"Oh! I can help. Chemistry's easy. It's a lot like witchcraft,  only less newt. So whadaya say? Study jam, my house, tonight?"
Buffy,I'm there.
Buffy,"Oh. I have to go see Giles, report on last night's patrol."
Willow,"Oh, yeah. He said he wanted to talk to you."
Buffy,What about? Is he okay?
Willow,(slightly concerned) He's looked better.
Wesley,"Of course, training procedures have been updated quite a bit  since your day. Much greater emphasis on field work."
Giles,(very bored) Really?
Wesley,"Oh, yes. (walks around to another box) Not all books and theory  nowadays. (reaches in for some books) I have, in fact, faced two  vampires myself. Under controlled circumstances, of course."
Giles,"(uncrosses his arms) Well, no danger of finding those here."
Wesley,(looks up) Vampires?
Giles,"Controlled circumstances. (sees Buffy enter) Hello, Buffy."
Wesley,Well... (steps to the head of the table) Hello. (smiles smugly)
Buffy,(to Giles) New Watcher?
Giles,New Watcher.
Wesley,Wesley Wyndam-Pryce.
Wesley,It's very nice to meet you.
Buffy,Is he evil?
Wesley,(perplexed) Evil?
Buffy,The last one was evil.
Wesley,"(thoughtfully) Oh, yes. Gwendolyn Post. We all heard. No. Mr.  Giles has checked my credentials rather thoroughly and phoned the  Council, but I'm glad to see you're on the ball as well. (takes a  secretive step toward her) A good Slayer is a cautious Slayer. (steps  back)"
Buffy,(to Giles) Is he evil?
Giles,Not in the strictest sense.
Wesley,"Well, I'm glad that's cleared up. (walks around the table) As  I'm sure none of us is anxious to waste any time on pleasantries, (picks  up his Watcher diary) why don't you tell me everything about last  night's patrol. (flips to a blank page)"
Buffy,Vampires.
Wesley,(inquiringly) Yes?
Buffy,Killed 'em.
Wesley,(fishing for details) Anything else you can tell me?
Buffy,Uh... (thinks) One of them had swords. I don't think he was with  the other two.
Wesley,(something clicks) Swords?
Wesley,Swords...
Wesley,"One long, one short?"
Buffy,"Mmm. Both pointy. (to Giles) With, like, jewels and things."
Giles,Sounds familiar.
Wesley,(comes back with the book) It should.
Giles,El Eliminati. Fifteenth Century...
Wesley,"(interrupts) Fifteenth Century duelist cult, deadly in their  day. Their numbers dwindled in later centuries due to an increase in  anti-vampire activity and a lot of pointless dueling."
Wesley,"They eventually became the acolytes of a demon called  Balthazar, who brought them to the New World, specifically here."
