character,dialogue
"</center><center>Original Air Date","April 30th, 2002</center><hr WIDTH=""100%"">"
"Transcribed by Joan the English Chick (<a href=""mailto","pisces@englishchick.com"">pisces@englishchick.com</a>)."
<b>Transcriber's Notes,"</b><ul><li>I do not own the characters or situations of BTVS, and I claim no credit for the content of this episode. I have merely transcribed what appeared on my screen, with help from the closed captions.<li>I prefer that you link to this transcript on the Psyche site rather than post it on your site, but you can post it on your site if you want, as long as you keep my name and email address on it. Please also keep my disclaimers intact.<li>You can use my transcripts in your fanfiction stories; you don't have to ask my permission. (However, if you use large portions of episode dialogue in your fanfic, I recommend you give credit to the person who wrote the episode.)<li>I apologize in advance for my lame transcription of the fight scenes. I don't know the names of different punches and kicks. Use your imagination.</ul>"
<BLOCKQUOTE>GILES VOICEOVER,Previously...
BUFFY,I'm using you.
SPIKE,"Oh, this is worse then, is it? This   is you telling me..."
BUFFY,It's over.
JONATHAN,Where've you guys been?
ANDREW,"Checking out Buffy on   the van's remote surveillance."
BUFFY,I thought you were gonna go see Tara.
WILLOW VOICEOVER,"She's ...   seeing someone else. They're probably just friends."
ANYA,Xander's gone? Xander's missing?
XANDER,Is she here?
WILLOW,"She left a couple days   ago."
BUFFY,She was ... kinda broken.
XANDER,"I love her, and, god, I   miss her so much."
DAWN,No!
ANYA,"How   could you do this?"
DAWN,"Buffy, stop! No!"
BUFFY,"I'm so   sorry."
XANDER,"We're okay, it's all okay."
WARREN,Ha ha!
ANDREW,They're getting to the gate!
WARREN,"I see it,   I see it!"
"The vampires continue fleeing. Now we see one of them has something in his   hand","a flat round metallic disk three or four inches in diameter. The Geeks   continue pursuing."
ANDREW,We're gonna lose 'em.
JONATHAN,We need that disk.
WARREN,Wait.
SPIKE,How you doin'?
BUFFY,"(holding the vamp off) Oh, fine. You know,   same old same old."
SPIKE,"Here, I could take care of this guy if you   want."
BUFFY,Whatever.
BUFFY,Your call.
SPIKE,"I mean, sure he don't look like much..."
"VAMP   2",Hey!
SPIKE,"...but I'd wager he could give you a bit o' nasty. (Buffy   kicking Vamp 1) Save you the staking. (Buffy throwing Vamp 1 to the ground)   All you gotta do is-"
BUFFY,I am not telling my friends about us.
SPIKE,"Right, I'll just be dropping him down to you then."
BUFFY,"(still struggling   with Vamp 1) You wanna tell them so badly? Go ahead."
BUFFY,"You know why? I tried to kill my friends, my sister, last week ...   and guess how much they hate me. Zero. Zero much. (shrugs) So I'm thinking,   sleeping with you? (Spike looking annoyed) They'll deal."
SPIKE,"In that case, why won't you sleep with me again?"
VAMP 2,Huh?
BUFFY,(quietly as she walks away) Because I don't love you.
SPIKE,(to himself) Like hell.
TARA,Hey!
WILLOW,"Hey. Look at you. All coming out of class and   everything. (they continue walking)"
TARA,"(smiling) I do that sometimes.   Usually at the end part of the class."
WILLOW,"Right. (nervous   laugh)"
TARA,"So how's your, you know, after the whole basement deal?   (gesturing at her neck)"
WILLOW,"(puts hand to her neck) It's between a   hitch and a kink, with a side of a twinge. It's okay. (smiling)"
TARA,"And   Buffy's okay too? Enjoying the refreshing sanity and so forth? (stops   walking)"
WILLOW,"(loud fake laugh) Ha, yeah! Refreshing san - that's funny.   (more seriously) She's okay. A little ... freaked. I'm glad she didn't hurt   you."
TARA,You too.
TARA,"So, this is becoming kind of a regular thing, you and me after   class."
WILLOW,"(nervous) Uh, I didn't..."
TARA,"Only this time you stuck   around."
WILLOW,"Uh, um ... various sounds of hesitation..."
TARA,"She was   just a friend."
WILLOW,"(relieved, nervous laugh) Friends are nice!"
TARA,"(smiles) You rushed off before I could, you know, explain."
WILLOW,"Well,   officially, I have to say I have no idea what you're talking about."
TARA,Unofficially?
WILLOW,"We should have some coffee some time. (nervously) Uh, maybe some   day ... this week after class?"
TARA,"(small smile) I'm free   tomorrow."
WILLOW,"Uh, you could, you could bring your friend."
TARA,"(surprised) I wasn't gonna - I-I mean, if you have a friend-"
WILLOW,"No!   (quickly) I'm, oh, I-I'm friendless."
TARA,"Yeah, yeah, no friends.   (quickly) I-I mean, I have friends-"
WILLOW,"Right, many dear friends, yeah."
TARA,"(sighing, smiling) Coffee."
WILLOW,"With us. Who are ... just   friends. (both nodding at each other)"
Cut to,"exterior street mall, day. Lots of people walking around, shopping   etc."
BUFFY,"(OS) Okay, how about this store?"
DAWN,"Ah. Three pairs of earrings, a coin purse and a toothbrush."
BUFFY,(dubious) You stole a toothbrush.
DAWN,"(defensive) A mother-of-pearl   handle. Very fancy."
BUFFY,"Yeah, but you stole a toothbrush. As far as   rebellious teenagers go, you're kinda square."
DAWN,"(smiling) Dental   hygiene is important."
BUFFY,"Guess this was kind of a lame sisters' day   out, huh? I make up for trying to kill you by taking you to places you can't   go in."
DAWN,"No, it's my bad. I'm the one that got caught taking   stuff."
BUFFY,"(noticing something offscreen, pointing) Hey, how about the   pet store? You didn't take anything from there, did you?"
DAWN,"A pocketful   of goldfish. It didn't work out."
DAWN,(laughing) No!
BUFFY,"(smiling) Okay, good. We can go, and we can   look at all the puppies."
DAWN,"(grimacing) Ehh. It's so awful! There's   puppy mills, and keeping them in cages, and, and people poking at them all   day."
BUFFY,"Yeah, but puppies, cute! Come on, you used to love the pet   store."
