character,dialogue
</center><center>Original Air Date,"February 26, 2002</center><hr WIDTH=""100%"">"
"Transcribed by Joan the English Chick (<a href=""mailto","pisces@englishchick.com"">pisces@englishchick.com</a>)."
<b>Transcriber's Notes,"</b><ul><li>I do not own the characters or situations of BTVS, and I claim no credit for the content of this episode. I have merely transcribed what appeared on my screen, with help from the closed captions.<li>I prefer that you link to this transcript on the Psyche site rather than post it on your site, but you can post it on your site if you want, as long as you keep my name and email address on it. Please also keep my disclaimers intact.<li>You can use my transcripts in your fanfiction stories; you don't have to ask my permission. (However, if you use large portions of episode dialogue in your fanfic, I recommend you give credit to the person who wrote the episode.)<li>I apologize in advance for my lame transcription of the fight scenes. I don't know the names of different punches and kicks. Use your imagination.</ul>"
<BLOCKQUOTE>GILES VOICEOVER,Previously...
RILEY,"They want me back, Buffy. The military."
BUFFY,This is   good-bye?
RILEY,"Unless you give me a reason to stay, I'm leaving   tonight."
BUFFY,Riley!
SPIKE,Are we having a conversation?
BUFFY,What? No! ...Maybe.
XANDER,We're getting married.
BUFFY,Congratulations.
BUFFY,Double meat is double sweet. Enjoy.
DAWN,Hey   Buffy!
ANYA,We're here to support your subsistence-level employment.   Bravo.
TODD VOICEOVER,"You see, Buffy..."
TODD VOICEOVER,"...the thing you gotta learn about the Palace, and this   takes a while..."
TODD,...is that job security all boils down to one simple thing.
TODD,Politics.
TODD,"Now, I'm not a political animal, but you learn fast around here or   it's wham! Hello glass ceiling."
TODD,"I mean, it's not like we work at Burger World, or the Happy Bun,   where the power structure is simple. No, here at the Palace, you gotta keep   your friends close, but your enemies? Closer. (Buffy nodding, rolling her   eyes) It's like Machiavelli says. (Buffy looks confused) You know Machiavelli,   right?"
BUFFY,"Tall guy, bleached mullet, works day shifts?"
TODD,(laughs) I'm sorry. My bad. I keep forgetting you dropped out of   college.
BUFFY,I'm reapplying.
TODD,"(patronizing) Good luck with that.   Well, gotta motor! (picks up a backpack) Don't wanna be late for night   school."
BUFFY,You go to night school?
TODD,"I'm working on my MBA.   Think I wanna spend the rest of my life cleaning grease traps? (shakes head)   Ooh, don't forget to lock up before you go, and the gum under the tables? Be   sure to give it a good scrape before you leave."
BUFFY,(sarcastic) May   I?
TODD,(leaving) See you tomorrow!
