character,dialogue
Lyrics,"<I>I don't say much but I, but I like to sing</I>"
Cordelia,I know. Is the Bronze so not happening? Or what? (sets down  her drink and sits)
Angel,Oh. Hi.
Lyrics,<I>Won't tell you what I'm thinking</I>
Cordelia,Hi!
Angel,I'm waiting for Buffy.
Lyrics,<I>Just have to wait and sing</I>
Cordelia,"Great! I'm supposed to be meeting Devon, but he's nowhere to  be seen. It's like he thinks being in a band gives him an obligation to  flake."
Cordelia,"Well, his loss is your incredible gain!"
Cordelia,"So I told Devon, 'You call that leather interior? My Barbie  Dream Car had nicer seats!' (they both laugh)"
Lyrics,"<I>I have no skin left on my, on my fingertips</I>"
Angel,Buffy?
Angel,Buffy!
Lyrics,"<I>But still my heart pours out, out from my lips</I>"
Buffy,(turns back around) Hi! I'm...
Angel,Late.
Buffy,Rough day at the office.
Angel,So I see.
Lyrics,"<I>Well I'm mute, but I'm not quite mute</I>"
Buffy,"Hey, it's a look. A seasonal look."
Lyrics,<I>And I say the things you want to hear</I>
Cordelia,(appears behind Angel) Buffy. Love the hair. It just screams  street urchin. (leaves)
Lyrics,"<I>I'm mute, but I'm not quite mute</I>"
Buffy,(smiles) Know what? I need to go... (loses the smile) put a bag  over my head. (starts to go)
Lyrics,<I>And I keep to myself to defend</I>
Angel,(grabs her arm) Don't listen to her. Please. You look fine.
Lyrics,<I>Yeah I'm alright</I>
Buffy,"You're sweet. A terrible liar, but sweet."
Lyrics,<I>Oh now don't want to fight</I>
Angel,I thought we had...
Buffy,A date. So did I. But who am I kidding?
Lyrics,<I>I'm an angel burning out / Oh now</I>
Buffy,Dates are things normal girls have. Girls who have time to think  about nail polish and facials. You know what I think about? Ambush  tactics. Beheading. Not exactly the stuff dreams are made of. (turns and  goes out the door)
Cordelia,(comes back) Cappuccino?
Girl,Hey!
Snyder,You're volunteering.
Girl,But I have to get to class.
Willow,Snyder must be in charge of the volunteer safety program for  Halloween this year.
Xander,Note his interesting take on the volunteer concept.
Buffy,What's the deal?
Xander,"Oh, a bunch of little kids need people to take them trick-or- treating. Sign up and get your own pack of sugar-hyped little runts for  the night."
Buffy,Yikes. I'll stick to vampires.
Snyder,Miss Summers. Just the juvenile delinquent I've been looking  for.
Buffy,Principal Snyder!
Snyder,"Halloween must be a big night for you. Tossing eggs, keying  cars, bobbing for apples, one pathetic cry for help after another. Well,  (leads her to the sign-up table) not this year, missy."
Buffy,"Gosh, I'd love to sign up, but I recently developed carpal  tunnel syndrome, and can tragically no longer hold a flashlight."
Snyder,"The program starts at four, the children have to be back at  six."
Xander,I can't believe this. We have to get dressed up and the whole  deal?
Willow,Snyder said costumes were mandatory.
Buffy,Great. I was gonna stay in and veg. The one night a year things  are supposed to be quiet for me.
Xander,"Halloween quiet? Oh, I figured it'd be a big old vamp scare- apalooza."
Buffy,"Not according to Giles. He swears that tomorrow night is, like,  dead for the undead. (the girls sit) They stay in."
Xander,(smiling) Those wacky vampires! That's why I love 'em! They  just keep you guessing!
Larry,Harris!
Xander,"Hey, Lar. You're lookin' Cro-Mag as usual. What can I do you  for?"
Larry,"You and Buffy, you're just friends, right?"
Xander,I like to think of it less as a friendship and more as a solid  foundation for future bliss.
Larry,"So, she, she's not your girlfriend?"
Xander,"Alas, no."
Larry,Do you think she'd go out with me?
Xander,"Well, Lar, that's a tough question to... No. Not a chance."
Larry,Why not? I heard some guys say she was fast.
Xander,I hope you mean like the wind.
Larry,"Yeah, you know what I mean."
Xander,That's my friend that you're talkin' about!
Larry,"Oh, yeah? Well, what're you gonna do about it?"
Xander,I'm gonna do what any man would do about it: (grabs Larry by  the shirt) somethin' damn manly.
Buffy,Get gone.
Buffy,Ooo! Diet! (grabs the can)
Xander,Do you know what you just did?
Buffy,Saved you a dollar?
Xander,"No, but Larry was about to pummel me!"
