character,dialogue
Willow,(smiles) Hi.
Oz,"(straightens up) Oh, that's what I was gonna say."
Willow,What cha looking at? (looks into the case)
Oz,(points) This cheerleading trophy. (moves and watches) It's like  its eyes follow you wherever you go. I like it.
Willow,So did you like the movie last night?
Oz,"I don't know. T-today's movies are kind of like popcorn. You know,  you forget about them as soon as they're done. I do remember I liked the  popcorn, though. (stops walking)"
Willow,"(smiles) Yeah, it was good. And I had a really fun time with  the rest. (gets a confused look from Oz) I mean, the part with you."
Oz,"Oh, that's great. Uh, my time was also of the good."
Willow,"Mine, too. (awkwardness sets in) Well, then..."
Willow,"Oh, there. (points) I have my friend. So I will go to her.  (goes)"
Oz,"I'll see you then. Uh, later. (smiles)"
Larry,"Man! Oz, I would love to get me some of that Buffy and Willow  action, if you know what I mean. (laughs)"
Oz,"(nods) That's great, Larry. You've really mastered the single  entendre."
Girl,Hey!
Larry,Oops!
Larry,"Ohhh! Oh, thank you, Thighmaster! (laughs)"
Larry,"So, Oz, man, what's up with that? Dating a junior? Uh, let me  guess. That little innocent schoolgirl thing is just, uh, just an act,  right?"
Oz,"Yeah. Yeah, she's actually an evil mastermind. It's fun."
Larry,"I mean, she's gotta be putting out, or what's the point? What  are you gonna do, talk? (laughs) Come on, fess up. How far have you  gotten?"
Willow,"Nowhere. I mean, he said he was gonna wait until I was ready,  but I'm ready. Honest. I'm good to go here."
Buffy,"Well, I think it's nice that he's not just being an animal."
Willow,It is nice. He's great. We have a lot of fun. But I want  smoochies!
Buffy,Have you dropped any hints?
Willow,I've dropped anvils.
Buffy,"Ah, he'll come around. What guy could resist your wily Willow  charms?"
Willow,"At last count, all of them. Maybe more."
Buffy,"Well, none of them know a thing. They all get an 'F' in Willow."
Willow,"But I want Oz to get an 'A', and, oh, one of those gold stars."
Buffy,He will.
Willow,"Well, he better hurry. I don't want to be the only girl in  school without a real boyfriend."
Willow,"Oh, I'm such an idiot. I'm sorry. I-I shouldn't even be talking  about... Do you want me to go away?"
Buffy,I wish you wouldn't.
Willow,How are you holding up anyway?
Buffy,I'm holding. I was going on two minutes there without thinking  about Angel.
Willow,"(trying to be cheerful) Well, there you go."
Buffy,But I would do a lot better if you and Xander and I could do  that 'sharing our misery' thing tonight.
Willow,"Great. I'll give Xander a call. What's his number? Oh, yeah, 1- 800-I'm-Dating-A-Skanky-Ho. (rolls her eyes)"
Buffy,(surprised) Meow!
Willow,(smiles) Really? Thanks. I've never gotten a 'meow' before.
Buffy,Well-deserved.
Willow,"Darn tootin'. I'm just saying Xander and Cordelia? I mean, what  does he see in her anyway?"
Xander,But what could she possibly see in him?
Cordelia,Excuse me? We didn't come here to talk about Willow. We came  here to do things I can never tell my father about because he still  thinks I'm a... good girl.
Xander,"I just don't trust Oz with her. I mean, he's a senior, he's  attractive -- okay, maybe not to me, but -- and he's in a band. And we  know what kind of element that attracts."
Cordelia,I've dated lots of guys in bands.
Xander,(nods) Thank you.
Cordelia,Do you even wanna be here?
Xander,I'm not running away.
Cordelia,"Because when you're not babbling about poor, defenseless  Willow, you are *raving* about the all-powerful Buffy."
Xander,"I do not babble. I occasionally run-on, every now and then I  yammer..."
Cordelia,Xander?
Xander,Yeah?
Cordelia,"Look around. We're in my daddy's car, it's just the two of  us, there is a beautiful, big full moon outside tonight. It doesn't get  more romantic than this. (insistent) So shut up!"
Xander,Did you hear that?
Cordelia,What is it now?
Xander,I thought I heard something.
Cordelia,I-is Willow sending out some sorta distress signal that only  *you* can hear?
Xander,Huh.
Xander,"Okay, now I *know* I heard something."
Cordelia,"Alright, that's it. You know, your mind hasn't been here all  night. How about I just drop you off..."
Xander,Get us outta here!
Cordelia,(screams) Where are the keys?
Xander,We should be moving! Let's go!
Cordelia,"(finds the keys) Oh, I got 'em! Got 'em!"
Xander,Told ya I heard something.
Buffy,And you're sure it was a werewolf? (gets off of the car)
Xander,"Well, let's see, um, six feet tall, claws, a big old snout in  the middle of his face like a wolf. Um, yeah, I'm sticking with my first  guess."
Oz,Seems wise.
Xander,"Oh, oh, and then there was that little thing where it tried to  bite us."
Cordelia,It was so awful. (puts her head on Xander's shoulder)
