character,dialogue
83,"""No Place Like Home"" Transcript"
Disclaimer,"This transcript is done to give the poor people that lost their WB station this fall a way to keep up with the series, not for profit and no infringement of any rights was intended."
arms,"books,"
2,(subtitle) It's coming. It's going to kill us!
MONK,(subtitle) Our lives aren't important. We have to protect the Key.
MONK,(subtitle) Help me perform the ritual.
MONK,(subtitle) Concentrate. Concentrate.
VAMPIRE,I've always wanted to kill the Slayer.
BUFFY,"And I've always wanted piano lessons. So really, who's surprised we have all this unexpressed rage?"
BUFFY,But honestly? I think I'm expressing mine better. Tell you what... you find yourself a good anger management class...
BUFFY,And I'll jam this pokey wood stick through your heart.
BUFFY,(to herself) I think that sets the world speed record for closure.
MAN,(o.s.) Hey!
WATCHMAN,"Miss, if you're looking for one of those rave parties, I'm afraid you're late. Chased a bunch of kids out of here last night."
BUFFY,"(covers) Oh, right. Yeah. Darn. My fellow ravers will be so disappointed. It was my turn to bring the Bundt cake."
WATCHMAN,"You know, if it was my call, I'd let you do whatever you want. It's not like anybody's using this place or nothin'. But they just don't pay me enough to argue with the boss so..."
BUFFY,Already gone!
WATCHMAN,"Oh, hey! Hold it, miss. Take your... whatever this is with you."
BUFFY,Thank you.
WATCHMAN,"Glow balls, huh? (laughs) I swear, I don't get your generation. What is that thing?"
BUFFY,(distracted) I'll let you know as soon as I find out.
BUFFY,"Dawn, touch nothing."
DAWN,Who died and made you the Iron Chef?
BUFFY,"Look, Mom's sick and I made her a nice non-instant breakfast for once. And I don't need you..."
DAWN,Oops!
BUFFY,...doing that.
JOYCE,"Oh! Check out the ""Pamper Mom"" platter. (to Dawn) You two do all this?"
DAWN,"Oh, Buffy helped."
BUFFY,"I didn't ""help""..."
JOYCE,"I'm sure you did. (sits down) So neither of you is pregnant, failing or under indictment? (off their looks) Just checking."
BUFFY,We knew you were feeling less-than-great so...
JOYCE,"Yeah, the headaches they said would go away came back and brought some friends along with."
BUFFY,"Well, what did the doctor say?"
JOYCE,"Oh, take four of some-pills a day and come back for tests."
BUFFY,So they don't know what's wrong?
JOYCE,Not yet.
BUFFY,"Well, that's unacceptable. I think we should get a second opinion."
JOYCE,"Well, we need a first opinion first, honey."
BUFFY,"Okay, we'll go right now."
