character,dialogue
"Transcribed by Joan the English Chick (<a href=""mailto","pisces@englishchick.com"">pisces@englishchick.com</a>)."
<b>Transcriber's Notes,"</b><ul><li>I do not own the characters or situations of BTVS, and I claim no credit for the content of this episode. I have merely transcribed what appeared on my screen, with help from the closed captions.<li>I prefer that you link to this transcript on the Psyche site rather than post it on your site, but you can post it on your site if you want, as long as you keep my name and email address on it. Please also keep my disclaimers intact.<li>You can use my transcripts in your fanfiction stories; you don't have to ask my permission. (However, if you use large portions of episode dialogue in your fanfic, I recommend you give credit to the person who wrote the episode.)<li>I apologize in advance for my lame transcription of the fight scenes. I don't know the names of different punches and kicks. Use your imagination.</ul>"
BUFFY,What are you doing?
GILES VOICEOVER,Previously on <I>Buffy the Vampire Slayer</I>...
PARAMEDIC,Your mother's dead.
BUFFY,She just wouldn't believe me.
DAWN,Oh god.
BUFFY,I still don't think she does.
DAWN,I'm not real.
BEN,"You're the key. Go, before she finds you. She's here."
GILES,"Buffy, you're here."
GILES,You all right?
BUFFY,Yeah.
DIRECTOR,Did you find something?
BUFFY,(nods) This one.
DIRECTOR,(OS) It's a fine choice. It speaks of your deep feeling for the deceased.
BUFFY,You don't like it?
DAWN,"(still looking at the coffin) No, it's not that. It's just ... what if Mom ... what if she'd like something else better?"
BUFFY,Dawn...
DAWN,"I mean, how do we know for sure? She's the one who has to be in it forever."
BUFFY,"Dawn, maybe it wasn't such a good idea you coming along."
DAWN,(turns to look at her) It's fine. It's just ...
BUFFY,I'm serious. Y-you shouldn't have to deal with this stuff.
DIRECTOR,If you'd like a few more minutes to decide-
BUFFY,"No. I, it's done, it's fine. (to Dawn) Okay?"
BUFFY,Okay.
GILES,"(OS) I checked prices at different florists, and the funeral home seems to be fairly competitive."
BUFFY,"Let's just go with that, it's easier."
DAWN,(sits at the other end) What color flowers?
BUFFY,"Uh, white. (looks at Giles) They're nice."
GILES,Yeah.
BUFFY,"(to Giles) Uh, what about an announcement? People are gonna be expecting a wake after the burial unless we say something."
GILES,"Um, well, we could put a, a line in the program expressing your mother's preference not to have one."
WILLOW,There's no wake?
BUFFY,Mom didn't like them. She said that potlucks are depressing enough as it is.
DAWN,She said that? When?
BUFFY,"Uh, right before she went in for the operation. We had a talk about what she wanted ... in case. (looks down)"
DAWN,She never said anything to me.
XANDER,"I'm sure she just didn't wanna upset you, Dawnster. Now you better get to work on that dinner. You barely touched it."
BUFFY,You really should eat something.
DAWN,Why should I? You're not.
BUFFY,This isn't about-
BUFFY,(to Giles) I'm all phoned out. Will you? Unless it's my dad.
GILES,Of course.
GILES,"Hello? Yes, yes they did. (Buffy looks at him) Thank you. (gets up) The, uh, funeral is at, uh, three tomorrow. Do you know the Brown Brothers mortuary?"
BUFFY,Can't believe he still hasn't called.
XANDER,"Your dad's still AWOL, huh?"
