character,dialogue
Demon,(exhales) I will be whole. I will be new. (exhales)
Cordelia,Learning to love yourself is the greatest love of all. I  decided long ago...
Cordelia,"...never to walk in anyone's shadow. (cut to Cordelia) If I  fail, if I succeed, at least..."
Giles,"(interrupts) Thank you, Cordelia. Tha-that's going to be lovely."
Cordelia,But I didn't do the part with the sparklers!
Giles,"Um, w-we'll, um... save that for the dress rehearsal. (anxious  to get rid of her) Uh, Lisa! Please!"
Cordelia,Uhhh!
Buffy,(draws a breath) If it isn't the great producer!
Xander,Had to see this to believe it.
Giles,Oh. You three.
Buffy,The school talent show. How ever did you finagle such a primo  assignment?
Giles,"Our new Führer, Mr. Snyder."
Willow,I think they call 'em 'principals' now.
Giles,"Mm. He thought it would behoove me to have more contact with the  students. I did try to explain that my vocational choice of librarian  was a deliberate attempt to (draws a breath) minimize said contact, but,  uh, he would have none of it."
Buffy,"Giles, unto every generation is born one who must run the annual  talentless show. You cannot escape your destiny."
Giles,"If you had any shred of decency, you would have participated, or  at least, um, helped."
Buffy,Nah! I think I'll take on your traditional role... and watch!
Xander,And mock!
Willow,And laugh!
Buffy,O-kay. I think maybe we better leave our Mr. Giles to this  business he calls a show.
Buffy,Principal Snyder!
Snyder,"So. We think school events are stupid, and we think authority  figures are to be made fun of."
Buffy,"No! No, we don't. W-unless you do."
Snyder,And we think our afternoon classes are optional. All three of  you left campus yesterday.
Buffy,"Yeah, but we were fighting a demon..."
Snyder,Fighting?
Buffy,Not fighting.
Xander,"No, we, uh, left to *avoid* fighting."
Snyder,"Real anti-social types. You need to integrate into this school,  people. (crosses his arms) I think I just found three eager new  participants for the talent show."
Buffy,What?
Xander,No!
Willow,Please?
Snyder,I've been watching you three. Always getting into one scrape or  another.
Buffy,"Well, we're really, really sorry, but about the talent show,  pleeease, you can't make us..."
Snyder,"(interrupts) My predecessor, Mr. Flutie, may have gone in for  all that touchy-feely relating nonsense, but he was eaten. You're in  *my* world now. And Sunnydale has touched and felt for the last time."
Xander,"Can I just mention, that detention is a time-honored form of  punishment?"
Snyder,I know the three of you will come up with a wonderful act for  the school to watch. And mock. And laugh. At.
Xander,No!
Giles,(to Lisa) Thank you!
Buffy,"Ewww, dummy!"
Xander,(sees a mime and jumps in his seat) Dyow! Mime!
Willow,(sits behind Buffy) I think dummies are cute. You don't?
Buffy,Uuuhhh. They give me the wig. Ever since I was little.
Willow,What happened?
Buffy,I saw a dummy. It gave me the wig. There really wasn't a story  there.
Morgan,(on stage) Hi. I'm Morgan. (moves the dummy's head) And I'm  Sid!
Morgan,"(as Sid) Hey Morgan, would you like to tell some jokes? (as  himself) Would I! (as Sid) As a matter of fact, it is! It's also a wood  nose, and a wood mouth!"
Morgan,(as Sid) I didn't sleep at all last night.
Sid,"Alright, time out. Let's stop this before someone gets hurt. (to  Morgan) Kid, you are the worst. Even I can see your lips move."
Morgan,"C'mon, Sid. You're spoiling my act. I worked on these jokes for  weeks."
Sid,You call those jokes? My jockey shorts are made out of better  material.
Sid,And they're edible!
Giles,"There, you see? I'm sure you three can come up with something...  equally exciting."
Emily,Is anybody there?
Emily,Hello?
Emily,Hello?
Demon,I will be flesh!
Marc,"I reach into the hat, and out... comes..."
Marc,Has anybody seen a rabbit?
Xander,I can't do this!
Buffy,"Xander, come on."
Xander,"I, I can't! I have my pride! Okay, I don't have a lot of my  pride, but I have enough so that I can't do this!"
Willow,"A dramatic scene is the easiest way to get through the talent  show, because it doesn't require an actual talent. (sits above him)"
Xander,"But we have talent. We can do stuff. Buffy, uh..."
Buffy,(also sitting now) What am I gonna do? Slay vampires on stage?
Willow,Maybe in a funny way!
Xander,"Willow, you can do stuff. Uh, the piano..."
Buffy,You play?
Willow,A little.
Buffy,"Well, that's cool. You can accompany us and we can *attempt* to  sing."
Willow,"Oh, i-in front of other people? Then, no, I don't play..."
Xander,Whatever happened to corporal punishment?
Sid,"Mm, mm, mm. Look at the goodies!"
Willow,"Morgan, you're really getting good! Where did you come up with  that voice?"
Morgan,It's kind of an imitation of my dad.
Buffy,Sounds real!
Sid,"It is real. I'm the one with the talent here. The kid's dead  weight. (to Willow) How about you and I do a little rehearsin' on our  own, honey?"
Xander,"Uh, hey!"
Sid,"You know what they say: once you go wood, nothin's as good!"
Buffy,"Okay, Morgan. We get the joke. Horny dummy, ha, ha, it's very  funny, but you might wanna consider getting some new schtick. Unless you  want your prop ending up as a Duraflame log."
Snyder,"Kids today need discipline. That's an unpopular word these  days, 'discipline'. I know Principal Flutie would have said, 'Kids need  understanding. Kids are human beings.' That's the kind of woolly-headed,  liberal thinking that leads to being eaten."
Giles,"I, I think perhaps it was a little more complex than, um..."
Snyder,"This place has quite a reputation. Suicide, missing persons,  spontaneous cheerleader combustion... You can't put up with that. You've  gotta keep an eye on the bad element."
Snyder,Like those three.
Snyder,"Kids. I don't like them. From now on you're gonna see a very  different Sunnydale High. Tight ship, clean, orderly, (faces Giles) and  quiet."
Giles,(clears his throat) It was Emily.
Willow,Emily. Dancer Emily?
Xander,"Oh, man! I hate this school."
Giles,"Uh, it must have happened just after, uh, dress rehearsals.  There was a cross-country meet at Melville. She, she, she never showed  up for it."
Buffy,Vampire?
Giles,"Um, I think not."
Buffy,"Giles, share! What happened?"
Giles,(exhales) Her heart was removed.
Willow,Yikes!
Buffy,Does that mean anything to you? Besides (shudders) ooooooo?
Giles,"Uh... (exhales) There are various demons which, which feed off  human hearts, but..."
Buffy,But demons have claws. And teeth.
Xander,They got no use for a big old knife.
Giles,Which more than likely makes our murderer...
Buffy,Human.
Xander,Did I mention that I *hate* this school?
Willow,So Emily was killed by a regular human person.
Giles,The evidence certainly points that way.
Buffy,"No, wait. I-I'm not buying, you guys. Remember the Hellmouth?  Mystical activity is totally rife here. This to me says demon."
Giles,"I'd like to think you're right. A demon is a creature of evil,  pure and very simple. A person driven to kill is, is, um, it's more  complex."
Willow,"The creep factor is also heightened. It could be anyone. It  could be me! (gets looks from them all) It's not, though."
Giles,"Uh, demon or no, we have some investigating to do. I suggest we  start with your... your talent show compatriots. One of them may have  been the last to see her alive."
Lisa,"I didn't know her too well. There's that whole dancer/band  rivalry, y'know?"
Buffy,I've heard about that.
Lisa,But I did speak to her a little the day that... yesterday.
Buffy,How did she seem?
Marc,"She was happy. I guess. She was psyched to be doing the show. She  was a really good dancer. Here, pick a card."
Giles,"Uh, um... (reaches for a card)"
Marc,"No, wai-wai-wai-wait. Not that one. Pick this one."
Giles,(takes the card) Do you remember the last time you saw her?
Marc,She was talkin' to someone.
Giles,Who?
Elliot,That smart guy. The one with the dummy. What's his name?
Willow,Morgan?
Elliot,"Yeah, that's it. He was actin' kinda strange."
Willow,Strange how?
Cordelia,"It's just such a tragedy for me. Emma was, like, my best  friend."
Xander,Emily.
Lisa,"Well, Morgan's just strange. He's always rubbing his head a lot  and moaning. Especially the other day."
Marc,He seemed kinda paranoid... Lookin' around at everyone...
Elliot,And I think I saw him arguing... with his dummy.
Cordelia,"All I can think is, it coulda been me!"
Xander,We can dream.
Sid,(to Morgan offstage) Right now you and me gotta be on the lookout.  Figure out who's gonna be next.
Morgan,"(comes on stage) How are we supposed to... (sees Buffy) Oh, hi."
Buffy,Hello.
Morgan,I was just working on throwing my voice. (walks upstage)
Buffy,"Uh, Morgan, did you notice anything weird going on around here  yesterday?"
Morgan,(gathers Sid up) Weird? What d'you mean? (goes down the steps  from the stage)
Buffy,"With Emily. Did she say anything to you, was she arguing with  anyone?"
Morgan,(goes over to Sid's case) No. She was dancing. (opens the case)  Sid and I were talking.
Buffy,Talking.
Morgan,Rehearsing.
Buffy,"So, you didn't notice anything weird at..."
Morgan,Ohhh!
Buffy,"Morgan, are you okay?"
Sid,"Look, sweetheart! He answered your question. Now leave him alone!"
Buffy,"Okay, Morgan, how 'bout talking to me yourself now?"
Sid,He said all he's gonna say.
Morgan,"It's okay, Sid. We're done. (puts Sid in his case)"
Buffy,"I'm sorry. Look, I didn't mean to make you mad."
Morgan,No! I'm... (quietly) It's him! (indicates Sid) He's... (closes  the case) We have to go. (grabs the case and leaves)
Buffy,(taken aback) Cute couple.
Xander,"Okay, next time we split up someone else is on Cordy detail.  Five more minutes with her and we woulda had another organ donor."
Willow,I think I had a bit more luck. Everyone I talked to seemed to  point their fingers at the same person.
Buffy,Morgan?
Willow,Morgan.
Xander,We have a winner!
Giles,I fear I was led to the same conclusion.
Xander,"Well, what do we do? We don't slay him, right? We wanna bring  him to justice."
Willow,We could set up a complex sting operation where we get him to  confess!
Xander,"Uh, I should wear a wire!"
Buffy,"Whoa, hey, you guys, all we know is that Morgan is a grade A  large weirdo. That doesn't lead directly to murderer."
Xander,Guy talks to his puppet!
Willow,And for his puppet.
Buffy,"Well, yeah, but what about the whole 'it's a demon' theory?"
Giles,"I'm looking into that, but, uh, my investigation is somewhat...  hampered by our life in the theater."
Buffy,"Uh, priority check, Giles? (weighs the two with her hands)  Talent show, murder."
Xander,"Yeah, we can't do the talent show, it's unthinkable. I'm not  able to think it!"
Giles,"Principal Snyder is watching us all very closely. Now, if he  chooses, he can make all our lives extremely difficult. A Slayer cannot  afford that! We will find this murderer, but in the meantime... the show  must go on."
Buffy,This is so unfair.
Giles,"Buffy, you, uh, watch Morgan. Check his locker, see if there's  anything there."
Willow,Like a heart?
Giles,Or something.
Buffy,Alright.
Willow,I'll pull up his locker number. (goes to the PC)
Xander,Can I still wear a wire?
Buffy,"Okay... Two to the left, three to the right..."
Buffy,Principal Snyder!
Snyder,What are you doing?
Buffy,"Uh, looking for something."
Snyder,"School hours are over. You, therefore, should be gone."
Buffy,And I'm going any minute now. (laughs nervously)
Snyder,"There are things I will not tolerate: students loitering on  campus after school, horrible murders with hearts being removed. And  also smoking."
Buffy,"Well, I don't do any of those things. Not... ever."
Snyder,(suspicious) There's something going on with you. I'll figure  it out sooner or later. (Buffy smiles) Do you need something here?
Buffy,"Oh! (looks into the locker) Yeah! Right! Um, a friend wanted me  to get something... out of his case!"
Buffy,He must've taken it and just forgotten to tell me.
Snyder,Mm-hmm.
Snyder,Get along home now. It's late.
Morgan,"No, I can't do it!"
Sid,It's the only way.
Morgan,I don't want...
Sid,She's the one.
Morgan,But...
Sid,"You saw what she did, how strong she is."
Morgan,"I know, but..."
Sid,"She's the last! Just this one more, and I'll be free."
Morgan,I won't.
Sid,I will!
Joyce,"Hi, hon. How's it, uh, going with the talent show?"
Buffy,It'll be over soon.
Joyce,"(lets out a laugh) It can't be that bad! I, for one, am looking  forward to seeing your act."
Buffy,Seeing? I-in the sense of actually attending?
Joyce,Of course!
Buffy,"Uh-uh! No, Mom, y-y-you can't! And, I mean, if I know you're  out there watching, I'll freeze up, stage fright."
Joyce,But I wanna support what you're doing!
Buffy,"Look, Mom, if you really love me, and wanna show your support,  you'll stay away. Far away."
Joyce,"Honey, is there, uh... Is there something bothering you? I-I  mean, besides your fabulous debut."
Buffy,Nothing. There's just a lot going on right now.
Joyce,Well. Get some sleep. You'll feel better in the morning.
Buffy,Good plan.
Joyce,"Honey, what is it?"
Buffy,"(comes over to her mom, frightened) In the bed, in the covers  there's something!"
Joyce,Where?
Buffy,There's something there.
Joyce,"Well, well, there, there's nothing there now. Are, are you sure  you didn't have a nightmare?"
Buffy,No! There's some... There is... (exhales and puts her hands on  her head) Yeah... You're probably right. (exhales and drops her hands)  I'm sorry I got you up.
Joyce,"Don't worry about it. I was dreaming about bills. (kisses  Buffy's forehead) Sweetheart, you shouldn't (points) go to sleep with  the window open."
Buffy,(confused) I didn't.
Marc,And my lovely assistant steps into the box...
Marc,And... behold!
Marc,You were supposed to leave!
Cordelia,I don't understand why I... why I have to follow Brett and  his stupid band.
Giles,Because we have to clear their equipment before the finale. I  told you.
Cordelia,"But the mood! It'll be all wrong! (gets in front of him and  stops him) My song is about dignity and human feelings and personal...  hygiene or something. Anyway, it's sappy, and no one is gonna be feeling  sappy after all that Rock and Roll."
Cordelia,"Uhhh, what?"
Giles,"Oh! I'm sorry. Um, your hair, uh..."
Cordelia,There's something wrong with my hair? (pulls it behind her  ears)
Cordelia,Ohmigod! (quickly leaves)
Giles,(to himself) Xander was right. It worked like a charm.
Giles,"Hello. You look a bit worse for, uh..."
Giles,What exactly are you the worse for?
Buffy,Where's Morgan? (sits)
Giles,"Uh, I, I... haven't seen him."
Xander,Did he do something to you?
Buffy,"No, it was his... Sid, the dummy."
Buffy,"Okay, everyone look at me like I'm in a bunny suit, 'cause  that's how stupid I feel saying this... I think Sid was in my room last  night."
Willow,With Morgan?
Buffy,No. He was alone. And alive.
Xander,Did you see him?
