character,dialogue
</center><center>Original Air Date,"February 12, 2002</center><hr WIDTH=""100%"">"
"Transcribed by Joan the English Chick (<a href=""mailto","pisces@englishchick.com"">pisces@englishchick.com</a>)."
<b>Transcriber's Notes,"</b><ul><li>I do not own the characters or situations of BTVS, and I claim no credit for the content of this episode. I have merely transcribed what appeared on my screen, with help from the closed captions.<li>I prefer that you link to this transcript on the Psyche site rather than post it on your site, but you can post it on your site if you want, as long as you keep my name and email address on it. Please also keep my disclaimers intact.<li>You can use my transcripts in your fanfiction stories; you don't have to ask my permission. (However, if you use large portions of episode dialogue in your fanfic, I recommend you give credit to the person who wrote the episode.)<li>I apologize in advance for my lame transcription of the fight scenes. I don't know the names of different punches and kicks. Use your imagination.</ul><HR width=400>"
<BLOCKQUOTE>GILES VOICEOVER,Previously on <I>Buffy the Vampire   Slayer</I>...
DAWN,You're never here. You can't even stand to be   around me.
BUFFY,That is not true.
DAWN,You didn't want to come back.   I know that. You want to go away again.
SPIKE,I'm   in.
LOOSE-SKINNED DEMON,Ante up.
BUFFY,You're gonna   play cards?!
HALFREK,"I have been   called, and vengeance shall I wreak."
HALFREK,Hello.
ANYA,Halfrek!
HALFREK,Anyanka?
ANYA,How are you?
XANDER,"You two, you know each   other?"
ANYA,"Funny, Halfrek, I didn't summon you to kill Xander, I called   to invite you to our wedding."
WILLOW,"Tara. What are you doing here? Uh, it's okay for you to be   here if you have things that ... you have to be here for. I'm doing better. No   spells for 32 days."
TARA,"Buffy, I   promise, there's nothing wrong with you."
BUFFY,There has to be. Why do I   feel like this? Why do I let Spike do those things to me?
TARA,Oh!
BUFFY,"Don't tell anyone, please."
TARA,I won't.
BUFFY,(sighs) I'm sorry.
DAWN,It's okay.
BUFFY,"No, we're gonna sit   down and have a real dinner. Someday. I hate having to run out in the middle,   it's just, you know, there's this thing out there. Definitely   non-vampire."
DAWN,(smiling) I understand.
DAWN,"Well, maybe when you get back we can set up for your party   tomorrow."
BUFFY,"Yeah. Uh, this could take a while though, I-I wouldn't   wait up. (putting on her coat) Besides, Willow promised to be on birthday   patrol, so there's nothing left for us to do. (smiling)"
DAWN,Right.
BUFFY,"Okay, so, finish dinner, homework, and don't stay up too   late, all right?"
DAWN,Okay.
BUFFY,Okay.
BUFFY,"Run off, huh? Afraid to face a true warrior?"
BUFFY,"Ooh, shiny."
ANYA,Do you think we should set up lots of candles for Buffy's party   tomorrow?
XANDER,Not if they're that horrible slug kind you keep trying to   unload.
ANYA,(walking past) I don't know why people get so turned off by   slug.
XANDER,"Honey, slugs get turned off by slug. (to Willow) Oh,   actually, I wanted to talk to you about that."
WILLOW,Slugs?
XANDER,"No,   the party. Or, Tara ... at the party."
WILLOW,Oh.
XANDER,"It's just ...   Buffy really wants her there. It seems important to her, so I told her I'd ask   you."
WILLOW,"(smiling) Oh ... yeah, of course, she should totally be there.   It'll be great."
DAWN,(smiling) Hey!
WILLOW,"Hey, Dawnie. Buffy, uh, out patrolling   already? (Dawn nods)"
XANDER,"So, uh, anything new about Warren and the Nerd   Herd?"
DAWN,"No, just a big monster hunt."
XANDER,"Man, a nerd goes into   hiding, he really goes into hiding."
DAWN,Does anybody want to come to the   mall with me for birthday presents?
WILLOW,"Oh, I would, honey, but ...   I've got my group. You know, the whole Spellcasters Anonymous thing? We're   still looking for a better name."
DAWN,"Oh. Well, yeah, uh, no, that-that's   good. You should ... do that. (beat) So what about you guys?"
ANYA,Stuck in   doing-the-books-ville.
XANDER,"Aw, I'd love to go with you, but I gotta   finish this new shift schedule for the crew by tomorrow morning."
WILLOW,"Sorry, it just looks like one of those nights. You know?"
DAWN,Yeah.
WILLOW,You okay going on your own?
DAWN,"Yeah. Somehow I'll, uh,   manage to pull it off."
Cut to,"overhead shot of Sunnydale, night."
Cut to,exterior shot of the   Summers house.
DAWN,Buffy?
Cut to,"high school classroom, next day. Pan across bored students."
TEACHER,"...if we can come up with things Jim lost during his years in   Shanghai, and things he gained. (Shot of Dawn doodling)"
STUDENT,Excuse   me.
TEACHER,Who wants to-
TEACHER,Dawn.
TEACHER,They need you in the guidance office.
Cut to,long shot of Dawn walking down an empty hall lined with lockers.
GUIDANCE COUNSELOR VOICEOVER,"I'm sorry, I didn't mean to scare you."
GUIDANCE COUNSELOR,"Just a follow-up after your ... your loss. And since   I'm new here, I thought it would give us a chance to know each other."
DAWN,Great.
GUIDANCE COUNSELOR,"So, I've been looking through your file   (shuffling papers on her desk) and, um ... your grades have slipped a   little."
DAWN,I have really hard classes this quarter.
GUIDANCE   COUNSELOR,"Yeah, still. Teachers say that you seem a little distracted   lately."
DAWN,I'm not. I-I'm fine.
GUIDANCE COUNSELOR,"Okay. It's just,   you know, I know it must seem weird, (small laugh) talking to a stranger about   stuff, but, um ... I want you to know that if something's going on,   something's up, my job ... the most important part of my job ... is looking   out for you."
DAWN,I'm really okay.
GUIDANCE COUNSELOR,I know there's been ... a lot of loss.
DAWN,"(quietly) Yeah. Kinda. (looks up) I-I mean, yes. People keep ...   people have a tendency to go away ... and, I miss them. And sometimes ... I   wish I could just make them stop. Going away."
DAWN,"But seriously, it's, it's no big deal. I'm fine."
Cut to,close shot on a table laden with several trays of hors   d'oeuvres.
XANDER,(OS) We're feeding an army!
BUFFY,"(OS) No, they   couldn't make it."
XANDER,"So, who's coming, you invite anyone else?"
BUFFY,"Just you guys.   Willow, Tara. The gang. Oh, and Sophie from work."
BUFFY,What? Like I'm one of those losers who can't make friends outside   her tight little circle? No. I'm friendly. We bonded instantly. Peas in a pod.   Bonded peas.
ANYA,"Really? Um, what's Sophie's last name?"
BUFFY,"(pouting) Okay, shut up."
XANDER,"Don't worry about it, we're all   over the new friend thing. (Anya smiling)"
BUFFY,What ... new friend   thing?
ANYA,"(smiling) Well, well ... we invited someone for you."
ANYA,(whispers) A guy.
DAWN,(entering) For Buffy? Really?   (smiling)
XANDER,"Ahh, don't worry, it's not a setup."
ANYA,"(grinning)   Right. No. Just an attractive single man, with whom we hope you find much in   common. (Buffy looking annoyed) And if you happen to form-"
XANDER,Ahn-
ANYA,-a romantic relationship leading to babies-
XANDER,Ahn-
ANYA,"-and many double dates with us so we have someone else to talk   to, yay!"
BUFFY,I assume this was an act of kindness? (Xander looking embarrassed)   That'll help with the not throttling.
XANDER,"Hey, I'm just gonna get this stuff out there, people should be here   soon."
BUFFY,Hey! You made it!
TARA,"Of course, sweetie. (pulls back) So, how're you doing?"
BUFFY,"Oh,   you know. Better. Mostly. (Tara looking sympathetic) Sometimes."
TARA,"So,   is, um... (looks around) Spike coming?"
BUFFY,"No. He may be a chip-head,   but ... he still doesn't play too well with others."
BUFFY,"Besides, I'm definitely not ready to, to..."
TARA,(turns back)   Come out.
BUFFY,(smiles) Yeah. I'm all ... stay-inny.
BUFFY,How are you doing?
TARA,"(anxious) The word ""gulp"" comes to   mind."
BUFFY,"(sympathetic) Just remember, we're all here...to..."
BUFFY,"...I have to, with the thing that I, uh... Coming!"
WILLOW,Hey.
TARA,Hey.
WILLOW,Hey. (pause) How are you?
TARA,"Fine, thanks, I'm ... I'm fine. I, how are you?"
WILLOW,"(smiling) Great! I   mean... (stops smiling) Fine. I'm, I'm ... finey McFine. Fine."
TARA,Y-you   look...
WILLOW,"(smiles) Thanks. (stops smiling, looks   embarrassed)"
TARA,I mean ... great.
WILLOW,(embarrassed) Thanks. You   do too. Is that a new-
TARA,"Oh, yeah. (glancing nervously at her   dress)"
WILLOW,It's nice.
TARA,Thanks.
TARA,I-I'm gonna get something to drink.
WILLOW,"Oh, yeah, great. You   should."
WILLOW,(muttering to herself) You don't wanna get thirsty.
BUFFY,"Hey, how did it-"
TARA,Yes please.
BUFFY,(surprised) Spike.
SPIKE,Yeah. Willow mentioned the shindig ...   figured we're all part of the team.
SPIKE,"Thought I'd, uh, swing by."
BUFFY,"Wait, what kind of team is this?"
DEMON,Hi. We met once   before.
BUFFY,"Yes, yes we did."
SPIKE,"You know, more, merrier, that   whole thing."
