character,dialogue
Buffy,"Look, I didn't do anything."
Buffy,Xander...
Buffy,Wait! Just see if he's okay! Please!
Buffy,Please. You don't understand.
Buffy,But I didn't *do* anything.
Snyder,Why do I find that so very hard to believe?
Snyder,"Buffy Summers. If there's trouble, she's behind it."
Buffy,(angrily) You stupid little troll. You have *no* idea!
Snyder,Attitude problem. Serious.
Buffy,"(faces the officer) Look, I just wanna know if my friends are  okay."
Buffy,Xander! (hugs him tightly) Ohhh...
Buffy,"I was so worried, I didn't know if you were okay. The cops  were..."
Xander,"Yeah, I, I heard them chase you out. I was just coming out of  it. (holds up his arm in a cast) Souvenir."
Buffy,"Well, what about the others?"
Buffy,Are they okay?
Buffy,"Okay. That was about equal parts protecting me and copping a  feel, right? (smiles)"
Buffy,What is it?
Xander,"The doctor said it was head trauma. She can wake up at any  time, but, um... the longer it lasts, the... less likely it is."
Buffy,I never should've let her try to do that curse. Angel must've  known.
Buffy,Where are her parents?
Xander,With relatives in Phoenix. I gave them a call. They're...  they're getting on a plane back.
Buffy,Does Oz know?
Xander,"(realizes his omission) Oh, man. Um... I didn't even think.  Um... I'll call him."
Xander,Hey.
Cordelia,(whispers) Hey.
Cordelia,(sighs) How is she? (they separate and look at Willow) The  doctor told me that...
Xander,"Yeah. We're, uh... still waiting."
Buffy,You okay?
Cordelia,I ran. I think I made it through three counties before I  realized nobody was chasing me. Not too brave.
Buffy,It was the right thing to do.
Xander,Did Giles keep up with you?
Cordelia,I didn't see Giles.
Buffy,You mean he's not in the hospital?
Xander,No.
Giles,Mm... (stirs a bit and exhales) Ohhh... (lifts his head)
Angelus,"Hi, Rupert. I wasn't sure you were gonna wake up. You had me  worried. (hops to his feet)"
Giles,(standing up slowly) What do you want?
Angelus,"I wanna torture you. I used to love it, and it's been a *long*  time. I mean, the last time I tortured somebody, they didn't even *have*  chainsaws."
Angelus,"Oh, yeah. Acathla. He's an even harder guy to wake up than you  are. I mean, I performed the rituals, said all the right phrases...  blood on my hand. Got nothing. Big doughnut hole for my troubles. I  figure you know the ritual. You're pretty up on these things. You could  probably... tell me what I'm doing wrong. (approaches Giles) But  honestly, I sorta hope you don't... (stops in front of him) 'Cause I  *really* wanna torture you. (stares evilly)"
Joyce,No. I-i-it's impossible. There... there's been some terrible  mistake.
Joyce,She said she was going to her friend Willow's house. (shakes her  head) Maybe she slept over.
Joyce,Yes.
Joyce,(confused) What?
Joyce,Well...
Buffy,Giles! Giles!
Whistler,I don't think he's here.
Buffy,(pivots around to face him) Who are you?
Whistler,Whistler.
Buffy,What are you doing here?
Whistler,(reaches the base of the stairs) I'm waiting for you.
Buffy,Why?
Whistler,'Cause I-I-I need a date to the prom.
Buffy,"I have had a *really* bad day, okay? If you have information  worth hearing, then I am grateful for it. If you're gonna crack jokes,  then I'm gonna pull out your ribcage and wear it as a hat. (lets go)"
Whistler,"Hello to the imagery! Very nice. (seriously) It wasn't  supposed to go down like this. (moves away from the wall) Nobody saw you  coming. I figured this for Angel's big day. But I thought he was here to  *stop* Acathla, not to bring him forth. Then you two made with the  smoochies... now he's a creep again. Now, what are you gonna do? W-what  are you prepared to do?"
Buffy,Whatever I have to.
Whistler,"Maybe I should ask, what are you prepared to give up?"
Buffy,"(exhales) You don't have anything useful to tell me, do you?  What are you, just some immortal demon sent down to even the score  between good and evil?"
Whistler,(impressed) Wow. Good guess. (grins)
Buffy,"(steps up to him) Well, why don't you try getting off your  immortal ass and fighting evil once in a while? 'Cause I'm sick and  tired of doing it myself."
Whistler,"In the end, you're always by yourself. You're all you've got.  That's the point."
Buffy,(disgusted) Spare me. (starts to leave)
Whistler,The sword isn't enough. You gotta be ready. (raises his  voice) You gotta know how to use it!
Spike,"Hello, cutie. (smiles)"
Spike,"Now, you hold on a second!"
Spike,Hey! White flag here. I quit.
Buffy,Let me clear this up for you. We're mortal enemies. We don't get  time-outs.
Spike,"You want to go around, pet, I'll have a gay old time of it. You  want to stop Angel... we're gonna have to play this a bit differently."
Buffy,(still holding the stake) What are you talking about?
Spike,"I'm talking about your ex, pet. I'm talking about putting him in  the bloody ground."
Buffy,(chuckles) This has gotta be the *lamest* trick (lowers her  stake) you guys have ever thought up.
Spike,"He's got your Watcher. Right now, he's probably torturing him."
Buffy,What do you want?
Spike,I told you. I want to stop Angel. (snickers) I want to save the  world.
Buffy,"Okay. You do remember that you're a vampire, right?"
Spike,"We like to talk big. (indicates himself) Vampires do. 'I'm going  to destroy the world.' (looks at the officer) That's just tough guy  talk. (steps over to the car) Strutting around with your friends over a  pint of blood. (sits on the hood) The truth is, I like this world.  (pulls the cigarette pack from the officer's shirt pocket) You've got...  dog racing, Manchester United. (pulls one out and drops the pack on the  officer) And you've got people. (exhales) Billions of people walking  around like Happy Meals with legs. It's all right here. (lights the  cigarette and takes a drag) But then someone comes along with a vision.  With a real... (exhales) passion for destruction. (takes another drag  and looks at Buffy) Angel could pull it off. Goodbye, Picadilly.  Farewell, Leicester Bloody Square. You know what I'm saying?"
Buffy,"(nods) Okay, fine. You're not down with Angel. Why would you  ever come to me?"
Spike,"(stands and takes another drag, but doesn't look at her) I want  Dru back. I want it like it was before he came back. The way she acts  around him..."
Buffy,You're pathetic.
Buffy,I lost a friend tonight!
Spike,I wasn't in on that raiding party.
Buffy,"And I may lose more! The whole earth may be sucked into Hell,  and you want my help 'cause your girlfriend's a big ho? Well, let me  take this opportunity to *not* care."
Spike,"I can't fight them both alone, and neither can you!"
Buffy,I hate you.
Spike,And I'm all you've got.
Buffy,(looks down briefly) All right. Talk.
Spike,(turns to the officer) I'm just gonna kill this guy.
Spike,"Oh, right."
Buffy,(raises her eyebrows at him) Let's get inside.
Cordelia,Do you want some coffee?
Xander,"I don't wanna leave. She might, uh..."
Cordelia,I'll get it.
Xander,(looks up at her) Thanks.
Xander,"Come on, Will. Look, you don't have a choice here. You gotta  wake up. I need you, Will. I mean, how am I gonna pass trig, you know?  (chuckles) And who am I gonna call every night... and talk about  everything we did all day? You're my best friend. You've always..."
Xander,I love you.
Xander,Willow?
Willow,(whispers) Oz? (speaks) Oz?
Oz,I'm here.
Xander,(looks back at Oz) She's just starting to wake up.
Oz,"Hey, baby."
Willow,(weakly) Hi.
Xander,I'm gonna go get a doctor. (leaves)
Oz,How you feelin'?
Willow,"(weakly, eyes still closed) My head... feels big. Is it big?"
Oz,No. It's head size.
Willow,(whispers) Uh... is everybody else okay?
Angelus,"Rupert, buddy... I'm here to tell you, I'm impressed.  (chuckles)"
Angelus,Hey. Uh... (slides on the glasses) How you holdin' up?
Giles,(looks up at him weakly) Never... better.
Angelus,Glad to hear it. (kneels next to him) Now... (Giles breathes  painfully) Tell me when it hurts. (smirks)
Joyce,Buffy?!
Joyce,(stops the car) Where have you been? (gets out) Are you okay?  (runs over) The police were here! I've been looking for you!
Buffy,"Mom, let's, let's go inside, and I can explain."
Joyce,(hysterical) Who is this man? (to Spike) Who are you? (to Buffy)  Are you okay?
Buffy,Mom! I'm-I'm okay.
Joyce,"Buffy, terrible things have happened. What were you doing?"
Spike,"What, your mum doesn't know?"
Joyce,(to Spike) Know what?
Buffy,"(faces her mom) That I'm, uh... in a band. A-a rock band with  Spike here. (shoots Spike a look)"
Spike,"Right. She plays the, the triangle."
Buffy,Drums.
Spike,"Drums, yeah. She's, uh, hell on the old skins, you know."
Joyce,"(unconvinced) Hmm. And, uh, what do you do?"
Spike,"Well, I sing."
Buffy,"You know what? Why don't we go inside, and, and we can talk  about this. (nods)"
Joyce,"I'm, I'm not sure how I feel about this."
Spike,One of Angel's boys.
Buffy,"Yeah, probably watching me. Or you."
Spike,Yeah. He won't get a chance to tattle on us now.
Joyce,(utterly confused) Buffy... what... is going on?
Buffy,Mom... I'm a Vampire Slayer.
Willow,"I'm okay, Buffy, really. I mean, I don't feel good, but... I'm  awake, and I know my name and who's President and how many fingers, so  they don't think my brain got mushed at all."
Buffy,(cut to her in her kitchen) Thank God. So sorry I can't be  there.
Willow,I know. (cut to her) I'm sorry I didn't get to cure Angel.
Buffy,Don't be. It just (cut to her) wasn't meant to be. I know I'm  never gonna get him back the way he was. It just makes it easier.
Willow,(cut to her) I guess. Any luck finding Giles?
Buffy,(cut to her) Yep. I got a lucky break.
Willow,What?
Buffy,You wouldn't believe me if I told you.
Buffy,Xander. Angel and the others are holed up outside town. You  remember that funky-looking mansion you showed me that time?
Xander,(into the phone) On Crawford Street. Sure. That makes sense.  What's the drill?
Buffy,(cut to her) I'm gonna hit it come daybreak.
Xander,(cut to him) You'll need backup.
Buffy,No. (cut to her) You stay there. I'm covered.
Xander,"(cut to him) Do you, um... do you think Giles is still alive?"
Buffy,(cut to her) I think he is. I just wish he was here to tell me  what to do.
Joyce,Have we met?
Spike,"(faces her) Um... you hit me with an ax one time. Remember?  (makes an ax-holding gesture) Uh, 'get the hell away from my daughter.'  (lowers his arms)"
Joyce,Oh.
Joyce,"So, do you, uh, live here in town?"
Joyce,I-is Willow all right?
Buffy,"Yeah. She's fine. (to Spike) All right, talk. What's the deal?"
Spike,"Simple. You let me and Dru skip town, I help you kill Angel."
Joyce,(confused) Angel? Your boyfriend?
Buffy,(to Spike) Forget about Drusilla. She doesn't walk.
Spike,There's no deal without Dru.
Buffy,She killed Kendra.
Spike,"(surprised) Dru bagged a Slayer? (chuckles) She didn't tell me!  (to Joyce, smiling) Hey, good for her! (gets a look from Buffy and loses  the smile) Though not from your perspective, I suppose."
Buffy,(with contempt) I can't believe I invited you into my house.
Joyce,(relieved) So you didn't kill that girl.
Buffy,Of course not.
Joyce,Did she explode like that man out there?
Buffy,"She was a Slayer, Mom."
Joyce,Like what you are.
Spike,Look. (pulls Buffy aside) This deal works for me one way. Full  stop. Me and Dru for Angel.
Joyce,"(still confused) Honey, a-are you sure you're a Vampire Slayer?"
Spike,"I'll take her out of the country. You'll never hear from us  again, I *bloody* well hope."
Buffy,(ignores her mother) Fine. Get back to the mansion. Make sure  Giles is all right.
Joyce,"I-I mean, have you tried *not* being a Slayer?"
Buffy,Mom!
Buffy,(to Spike) Be ready to back me up when I make my move.
Buffy,If Giles dies... (Spike stops and faces her) she dies.
Joyce,"(trying to make sense of it) It's because you didn't have a  strong father figure, isn't it?"
Buffy,"It's just fate, Mom. I'm the Slayer. Accept it."
Joyce,We should call the police. (heads for the kitchen)
Buffy,No. We're not calling the police.
Joyce,"(stops and faces her daughter, smiling) Well, now that we know  that you're innocent, it's..."
Buffy,"What? You thought I was guilty? Jeez, feelin' the love in *this*  room!"
Joyce,"No, I didn't think that. It's just... now we have proof."
Buffy,"(exasperated) We have my word, Mom. Not proof."
Joyce,"(heads for the kitchen again) Look, I am sure that they will  understand."
Buffy,"(follows closely) Get them involved, you'll get them killed."
Joyce,"Well, you're not gonna hurt them, are you?"
Buffy,"I'm a Slayer, not a postal worker."
Buffy,Cops can't fight demons. (takes the phone from her mom) I have  to do it. (puts the phone back in its cradle)
Joyce,"(demanding) Do what? Buffy, what is happening?"
Buffy,(doesn't want to deal) Just have another drink.
Joyce,Don't you talk to me that way! (Buffy stops in her tracks) You  don't get to just dump something like this on me and pretend it's  nothing!
Buffy,"(looks at her) I'm sorry, Mom, but I don't have time for this.  (starts for the door again, but stops)"
Joyce,"No! I am tired of 'I don't have time' or-or 'you wouldn't  understand.' (Buffy faces her) I am your mother, and you will *make*  time to explain yourself."
