character,dialogue
"<center><h2><font color=""#CC0000"">Buffy Episode #75","""New Moon Rising"" Transcript</font></h2></center>"
Disclaimer,This transcript is done to give
Giles,Previously on Buffy the Vampire Slayer...
Willow,Oz... don't you love me?
Oz voiceover,The wolf is inside me... all the time.
Oz voiceover,"Until I figure out what that means, I shouldn't be around"
Buffy,"The Initiative created this thing and they can't stop it, but we will."
Riley voiceover,The implant works. Hostile 17 can't hurt any living
Spike in the Bronze,"I get this chip out, you and me are gonna have a"
Willow,I just like having something that's ... mine.
Tara,"I am, you know. Yours."
Episode begins,
TARA,Do you like cats?
WILLOW,"I'm more of a dog person myself. But I'm not like, ""death to all"
TARA,Cause I was thinking of getting one.
WILLOW,Can you have one in the dorms?
TARA,"No, but this would be a sneaky cat."
WILLOW,That would be cool. You mean it'd be sort of like a familiar?
TARA,"Actually, I-I was thinking it would be sort of like a pet. You know,"
WILLOW,And we could make kitty go bonkers with string and catnip and stuff?
TARA,Absolutely.
WILLOW,Fun! I'm in.
TARA,"So, you're not allergic or anything."
WILLOW,Nope.
TARA,"Good, cause ... I want my room to be Willow-friendly."
WILLOW,Me too.
TARA,So I'm excited about the Scooby meeting ... I think. What's it about?
WILLOW,I'm not sure. Probably just your garden-variety disaster.
BUFFY VOICE-OVER,Zippo.
BUFFY,Patrol's been totally uneventful. My kill count's way down.
WILLOW,(to Tara) She means there's been less bad-guy activity.
GILES,"Well, we know what that often indicates."
XANDER,Buffy doesn't make her quota. (Shakes finger at Buffy) Bad slayer!
GILES,"Well, I wish it were that innocuous, but with Adam around, I feel"
WILLOW,"(to Tara) When things get slow, it's usually because there's some"
RILEY,"Except the weird thing is, we've been busy at the Initiative. Our"
WILLOW,(to Tara) That's a metaphor.
TARA,"(smiling) I got it, thanks."
WILLOW,"I'm overhelping, aren't I?"
GILES,(coming out of kitchen with bowl) So the activity's shifted but not
ANYA,"To an extremely bored person, maybe."
ANYA,"Well, that was a thrilling hour."
GILES,"(rising) You know, I really don't appreciate your snide remarks, Anya."
GILES,"Now, I have a great deal of experience in these matters..."
GILES,"...and if I say there is a matter of some import brewing, I-I-"
OZ,Hey.
WILLOW,Oz.
TARA,(understanding) Oz.
WILLOW,"When, when did you get back?"
OZ,Pretty much now.
XANDER,"Oz, man. Hate to sound grandma, but... you don't call, you don't write."
OZ,"Yeah, sorry."
BUFFY,"So are you here here, or are you just passing through?"
GILES,"Well, um, let's not, uh, bombard the poor chap with, uh, questions"
OZ,"I'll pass, thanks."
OZ,"Look, I'm going to Devon's to see if he's got a place I can crash."
WILLOW,I guess so.
OZ,I'll come by your place?
WILLOW,Okay.
OZ,It's great to see you guys again. Really.
ANYA,Everyone's uncomfortable now.
BUFFY,You okay?
WILLOW,I-
TARA,"I just, um - I realized, um, I'm-I'm late for study group."
WILLOW,"Tara, wait."
TARA,"No, no, it's okay. You-you should be with your friends, and, and I-I"
WILLOW,Wait...
RILEY,"So, um, I was missing something this afternoon, wasn't I?"
RILEY,"I mean, breakups are tough, but when Oz walked in, it seemed like"
BUFFY,Oz and Willow had a rough breakup.
DEMON,Grr.
RILEY,Hold that thought.
RILEY,"Man, that was record time."
BUFFY,(pouting) It's no fun when they're that easy.
RILEY,"(grinning) Speak for yourself. (Takes out radio) Base, this is Agent"
RADIO,"[unintelligible], Finn. We'll get there as soon as we can."
BUFFY,"So, I was just about to say something fascinating."
RILEY,Oz and Willow.
BUFFY,"Right. They had a rough breakup. Some stuff came up, and Oz pretty"
RILEY,I remember.
BUFFY,"The thing is before that, they were doing great. I mean, she was"
RILEY,"Whoa, wait."
RILEY,"Oz is a werewolf, and Willow was dating him?!"
BUFFY,Yes. Hence the high emotions.
RILEY,You're kidding me. Gotta say I'm surprised. I didn't think Willow
BUFFY,What kind of girl?
RILEY,Into dangerous guys. She seems smarter than that.
BUFFY,Oz is not dangerous. Something happened to him that wasn't his
RILEY,"(stopping her) Whoa, hey, how did we get to bigot? I'm just saying"
BUFFY,"Yeah, well love isn't logical, Riley. It's not like you can be"
BUFFY,God knows I haven't been.
RILEY,I'm not talking about you.
BUFFY,How about we don't talk about this at all? Okay? Let's just patrol.
OZ,Hey.
WILLOW,(nervous) Hey.
WILLOW,So... you wanna come inside?
OZ,"Actually, I want you to come outside. I wanna show you something."
WILLOW,Oz... (He stops walking too)  This is all so weird.
WILLOW,I-I-I feel like... this isn't really happening. Like it's a dream
OZ,It's real. Look up.
WILLOW,What?
OZ,(smiling) Look at the sky.
OZ,I guess you stopped keeping track of 'em after I left.
WILLOW,"Full moon. (Looks at Oz, back up at moon)"
OZ,Full moon.
WILLOW,"Full moon, but-but how? I mean (smiling) you did it! How, how did"
OZ,It's a long story.
WILLOW,"(looks up again, then down, smiling) Oh my god, Oz!"
WILLOW,"This is... I mean, it's wonderful for you."
OZ,"I talked to Xander, and he said you didn't have a new guy."
WILLOW,No. No new... guy.
OZ,"I know what I put you through, and I'm not gonna push. But I am... a"
OZ,That's what I want. That's why I'm here.
COMMANDO 1,Sir.
WILLOW,I love this.
OZ,A woman in Tibet traded it to me for the Radiohead record. Got a lot of
WILLOW,So Tibet was your favorite?
OZ,"Well, it's where I stayed the longest. This warlock in Romania sent me"
WILLOW,"Good, 'cause you were such a spaz before. (Smiles.) So that's it?"
OZ,"No, there's more. I take some herbs and stuff. Some chanting. A couple"
WILLOW,It's incredible. You've been all around the world. You've had this
OZ,Doesn't mean you haven't gone through a lot.
WILLOW,"It's true. Some of it, you know, was me telling myself I hated you"
OZ,"Well, thanks for that."
WILLOW,"And, I don't know, I - I think I'm getting better at my spells and"
WILLOW,It's so light out.
OZ,"Yeah, we talked all night."
WILLOW,"Well, I believe a manly sized breakfast is in order, don't you?"
OZ,Or we could just... (puts his hand on hers) sleep a little while.
OZ,Whatever you want.
WILLOW,I'll have the less confusing waffles right now.
OZ,Breakfast it is.
WILLOW,"Lemme just, ah, freshen up."
TARA,"Oh, sorry, I-I-I'll come back."
OZ,Are you looking for Willow? She's just in the bathroom down the hall.
TARA,"No, no. No, it's, it's okay. (Backing away)"
OZ,I saw you at Giles' yesterday.
TARA,Yeah. Sometimes Willow takes me with her to the s-scoobies.
OZ,You sure you don't wanna come in?
WILLOW,What?
OZ,Your friend came by. The blonde girl? But she wouldn't stay.
OZ,So what do you think? Where you wanna go?
RILEY,Morning.
