character,dialogue
116,"""Hells Bells"" Transcript"
SPIKE,"Buffy. If I'd-a known you were coming, I'd-a baked a cake."
BUFFY,Tell me you love me.
SPIKE,I love you.
BUFFY,Tell me you want me.
SPIKE,I always want you.
XANDER,"Anya, you wanna marry me?"
ANYA,Yes.
XANDER,We're getting married.
BUFFY,Congratulations.
XANDER,"Wedding. One week. We have friends, family, demons flying in, a to-do list getting no shorter."
TARA,"Can, can we not do this now?"
TARA,I don't think this is gonna work.
WILLOW,Are you saying you're gonna leave me?
DAWN,Big wedding coming up ... you and Tara are speaking again. You wanna call her? Invite her over?
WILLOW,"Oh, no. Too soon for so bold a maneuver. Buffy and Spike in the crypt."
BUFFY,It's over.
SPIKE,"I've memorized this tune, luv."
BUFFY,"I'm using you. And it's killing me. I'm sorry, William."
HALFREK,I know there's been a lot of loss.
DAWN,"People have a tendency to go away, and sometimes I wish I could just make them stop."
HALFREK,Wish granted.
WILLOW,"(horrified) Buffy, it's hideous. Oh my god, Buffy. Look at its arms!"
BUFFY,(nods bravely) I know. But it's my duty.
BUFFY,"I'm ... Buffy the bridesmaid. (flash of lightning, clap of thunder)"
WILLOW,(disgusted) Duty-schmuty. I'm supposed to be best man. Shouldn't I be all ... Marlene Dietrich-y in a dashing tuxedo number?
BUFFY,No.
WILLOW,Oh. (pouts)
BUFFY,That would be totally unfair. We must share equally in the cosmic joke that is bridesmaids-dom.
WILLOW,"(whining) Well, maybe ... if I ask Anya, I can still go with the traditional ... blood larva and burlap. (Buffy putting on earrings) I mean, she was a, a vengeance demon for like a thousand years, she would know all the most flattering ... larvae. (makes a face) What was she thinking?"
BUFFY,I think she's probably too stressed to be thinking right now. What with Xander's relatives and her ... demons.
WILLOW,"Oh my god, last night, that rehearsal dinner. That was like a, a zoo without the table manners. And I bet it got worse after we left."
BUFFY,I just can't believe everyone bought that story about Anya's people being circus folk. Did you see the guy with the tentacles? What's he supposed to be? Inky the Squid Boy?
