character,dialogue
</center><center>Original Air Date,"November 13, 2001</center><hr WIDTH=""100%"">"
"Transcribed by Joan the English Chick (<a href=""mailto","pisces@englishchick.com"">pisces@englishchick.com</a>)."
<b>Transcriber's Notes,"</b><ul><li>I do not own the characters or situations of BTVS, and I claim no credit for the content of this episode. I have merely transcribed what appeared on my screen, with help from the closed captions.<li>I prefer that you link to this transcript on the Psyche site rather than post it on your site, but you can post it on your site if you want, as long as you keep my name and email address on it. Please also keep my disclaimers intact.<li>You can use my transcripts in your fanfiction stories; you don't have to ask my permission. (However, if you use large portions of episode dialogue in your fanfic, I recommend you give credit to the person who wrote the episode.)<li>I apologize in advance for my lame transcription of the fight scenes. I don't know the names of different punches and kicks. Use your imagination.</ul>"
GILES VOICEOVER,Previously on <I>Buffy the Vampire Slayer...</I>
XANDER,We're getting married.
BUFFY,(to Giles) Did you know about this?
ANYA,He couldn't imagine the rest of his life without me. And then he gave me this.
DEMON,Ante up.
BUFFY,You play for kittens?!
GILES,Have you spoken to Dawn about that incident at Halloween?
BUFFY,I thought you took care of that.
GILES,Right.
BUFFY,What would I do without you?
TARA,"Willow, you are using too much magic. What do you want me to do, just ... sit back and keep my mouth shut?"
WILLOW,"Well, that'd be a good start."
WILLOW,Let's just forget it ever happened.
WILLOW,Forget.
BUFFY,I think I was in heaven. I was torn out of there.
BUFFY,"Pulled out, by my friends."
SPIKE,Can we talk?
BUFFY,"Vocal-cord-wise, yes. With each other? No."
SPIKE,We have to talk.
BUFFY,"(stops walking, sighs) About what?"
SPIKE,"We kissed, Buffy."
BUFFY,So?
SPIKE,"We ... we kissed, you and me. All <I>Gone With The Wind</I>, with the rising music, and the rising ... music, and what was that, Buffy?"
BUFFY,A spell?
SPIKE,"Oh, don't get all prim and proper with me."
SPIKE,I know what kind of girl you really are. (Buffy glaring at him) Don't I.
BUFFY,"What we did is done. But I will never kiss you, Spike. Never touch you ever, *ever* again."
SHARK DEMON,"Easy, boys. No need to get physical-like."
SHARK DEMON,"Is there, Mister Spike?"
BUFFY,You know this guy?!
SPIKE,Yeah. (to demon) Whadda you want?
SHARK DEMON,"(walks forward) You know me, uh ... there are a lot of things I would like, Mister Spike. (pulls the stake out of the tree) A house in Bel Air ... (walks toward Spike) with a generously sized swimming pool ... and of course, the forty Siamese that you owe me."
SPIKE,"Take it easy, you'll get your kittens. (Buffy rolls her eyes)"
SHARK DEMON,"Oh, I trust you, Mister Spike. (lets him go)"
BUFFY,"Oh god, what is it with you guys? Why kittens? Why can't you just use money like everybody else?"
SHARK DEMON,(to Spike) She's funny. I like funny in a girl.
SPIKE,I just need a little more time.
SHARK DEMON,"Time, time, time! Is what turns kittens into cats! Look, I don't wanna see anyone get hurt. (turns away) Boys."
BUFFY,Then you'd better close your eyes.
VAMP 1,"I said she was the Slayer, boss."
SHARK DEMON,"Ahh, good for you. The vampire slayer. (to Buffy) Have you ever given any thought to, uh, freelance work? A little debt collecting, perhaps?"
BUFFY,No thank you.
VAMP 1,"Boss, he's gone. Spike has split."
SHARK DEMON,"Well, that's what I get for socializing. All right, come on, boys, we'll locate Mister Spike and, uh, *talk* to him a little more."
