character,dialogue
Buffy,"""Xander, Anya!"""
Willow,"""Buffy another one!"""
Willow,"""Buffy!"""
Buffy,"""Where's the other one?"""
Willow,"""I don't care if it is an orgy of death, there's still  such a thing as a napkin."""
Buffy,"""A nest. No biggie. I bet I could do it.  I know could  take at least two."""
Anya,"""Yes and we could run for help while the other three suck your heart out through your neck."""
Buffy,"""You're right.  It's too many for just us.  You know who  we need."""
Buffy,"""Uh, hi.  We have a problem."""
Jonathan,"""Sounds like you could use my help."""
Buffy,"""Huff."""
Xander,"""No, I tear it and it gets all sloshy.""  [He quickdraws  again.] ""Sshh! Sssh!"""
Buffy,"""Thanks for doing this Jonathan, I-I wouldn't ask but..."""
Jonathan,"""Hey don't worry about it.  Nest full of vampires,  you come get me, ok.  Box full of puppies, that's more of a  judgement call."""
Jonathan,"""Hit me."""
Buffy,"""You got me.  It was very... punchy."""
Jonathan,"""Watch out for southpaws Buff.  Don't let 'em  surprise you."""
Giles,"""Haven't found a reference to any, uh, rituals seems  more like a-a family meal if you will."""
Buffy,"""And they say no one eats <with the tv> on anymore."""
Jonathan,"""Thanks Rupert.""  [Puts his hand on Giles' shoulder.]  ""Well it's good to know we're not walking into the unholy  feast of something or other.""  [Removes hand.]"
Willow,"""Oh Jonathan I'm in.""  [Jonathan walks over to Willow.] ""Schematics for the crypt, part of the original plan for the  cemetery sometime there's a ...  Oh no back way in, just the  one entrance."""
Jonathan,"""Or I bet..."" [He reaches to the computer.] ""There!   We can get in that way."""
Willow,"""Oh of course why didn't I think of that."""
Jonathan,"""I'm sure you would have."""
Jonathan,"""I think we have a plan"" [hands Xander a crossbow and flips Anya a stake] ""Buffy,"" [flips her a stake] ""you go in  first, let em get a look at the slayer. Xander,"" [looks at  chessboard] ""The <?Nimsilitz?> defense.  Let's see if I  remember"" [moves piece] ""hmmm mmm,  mate in four.  You almost  got me that time Rupert."""
Jonathan,"""Xander, Willow and Anya you back up Buffy.  I'll be  the surprise guest.  Everyone lets show these fiends that they  came to the wrong town."""
Vampire,"""Arrggh."""
Willow,"""Buffy, he's getting away!"""
Buffy,"""I should have gotten that one."""
