character,dialogue
Master,Zachary didn't return from the hunt last night.
Darla,The Slayer.
Master,"Zachary was strong, and he was careful. And still the Slayer  takes him... as she has taken so many of my family. (takes a breath) It  wears thin. Collin, what would you do about it?"
Collin,I'd annihilate her.
Master,(inhales) Out of the mouths of babes...
Darla,"(makes her way down) Let me do it, Master. Let me kill her for  you."
Master,You have a personal interest in this.
Darla,(disappointed) I don't get to have any fun.
Master,I will send the Three.
Darla,(intrigued) The Three?
Boy,"Get it! Go get it, right there!"
Girl,I got it!
Girl,"Free drink, please."
Willow,"Ah, the fumigation party."
Buffy,Hmm?
Willow,It's an annual tradition. The closing of the Bronze for a few  days to nuke the cockroaches?
Buffy,(not paying attention) Oh.
Willow,It's a lot of fun... What's it like where *you* are?
Buffy,"(looks up and smiles) I'm... sorry, I was just... thinking about  things..."
Willow,"So, we're talking about a guy?"
Buffy,"Not exactly a guy. For us to have a conversation about a guy,  there'd have to be a guy for us to have a conversation about. Is that a  sentence?"
Willow,(smiles) You lack a guy.
Buffy,"I do. Which is fine with me, most of the time, but..."
Willow,What about Angel?
Buffy,"Angel? I can just see him in a relationship. 'Hi, honey, you're  in grave danger. I'll see you next month.'"
Willow,"He's not around much, it's true."
Buffy,(looks dreamily) When he is around... it's like the lights dim  everywhere else. You know how it's like that with some guys?
Willow,"Oh, yeah! (looks over at Xander)"
Xander,"Hey, Annie! (sees her boyfriend) Dino, just leaving!"
Cordelia,Ouch! Please get your extreme oafishness off my two-hundred- dollar shoes!
Xander,"I'm sorry, I was just..."
Cordelia,...getting off the dance floor before Annie Vega's boyfriend  squashes you like a bug?
Xander,"Oh, so you noticed."
Cordelia,Uh-huh.
Xander,"Yeah, thanks for being so understanding."
Cordelia,Sure.
Xander,"Y'know, hey, I don't know what everyone's talking about. That  outfit doesn't make you look like a hooker! (laughs)"
Xander,"Boy, that Cordelia is a regular breath of vile air. What are  you vixens up to?"
Willow,"Just sitting here, watching our barren lives pass us by. (sees  a roach) Oh, look, a cockroach. (stomps it)"
Xander,"Whoa, well, let's stop this crazy whirligig of fun! I'm dizzy!"
Buffy,"Alright, now I'm infecting those nearest and dear to me. I'm  gonna call it a night. (gets up)"
Willow,"Oh, don't go!"
Xander,"Uh, yeah! It's early! We could, um, dance!"
Buffy,Rain check? Good night. (leaves)
Willow,Want a free drink?
Buffy,"It's late, I'm tired, and I don't wanna play games. Show  yourself."
Buffy,(surprised) Wuh!
Buffy,"Ooo! Okay, okay, nice..."
Buffy,"Okay, okay... Look, I really don't wanna fight all three of  you... unless I have to."
Angel,Good dogs don't... (punches the vampire) ...*bite*!
Buffy,Look out!
Buffy,Run!
Buffy,Get in! C'mon!
Angel,It's alright. A vampire can't come in unless it's invited.
Buffy,"I've heard that before, but I've never put it to the test.  (leans on the door, sees his wound) Oh... I'll go get some bandages,  just... take your jacket and your shirt off."
Buffy,Nice tattoo. (exhales) I was lucky you came along. (looks up at  him) How did you happen to come along? (begins to bandage him)
Angel,I live nearby. I was just out walking.
Buffy,"So, you weren't following me? I just had this feeling you were."
Angel,(smiles) Why would I do that?
Buffy,"You tell me. You're the Mystery Guy that appears out of nowhere.  I'm not saying I'm not happy about it tonight, but... if you are hanging  around I'd like to know why. (finishes bandaging)"
Angel,Maybe I like you.
Buffy,Maybe...
Joyce,Hi! What are you doing?
Buffy,There's a lot of weird people outside at night...
Buffy,...I just feel better with you safe and sound inside. You must  be beat.
Joyce,I am. We're a little gallery. You have no idea how much...
Buffy,"(interrupts) Well, then why don't you go upstairs and get into  bed, and I can bring you some hot tea?"
Joyce,That's sweet! (suspiciously) What'd you do?
Buffy,Can't a daughter just be concerned about her mother?
Joyce,Hi.
Angel,Hi.
Buffy,"Oh! Okay... Um... Angel, uh, this is my mom. Mom, this is Angel.  Uh, we ran into each other on the way home."
Angel,Nice to meet you.
Joyce,"What do you do, Angel?"
Buffy,"He's a student. (her mother gives her a disbelieving look) Uh,  first year community college. Angel's been helping me with my history,  you know I've been toiling there."
Joyce,"It's a little late for tutoring. I'm gonna go to bed, and, uh,  Buffy? (starts up the stairs)"
Buffy,I'll say good night and do the same!
Joyce,(to Angel) It was nice to meet you.
Buffy,Good night! We'll hook up soon and do that study thing!
Angel,"Look, I don't wanna get you in any more trouble..."
Buffy,"And I don't wanna get you dead. They could still be out there.  (moves to the center of the room) So, uh, (realizes) oh... two of us,  one bed. That doesn't work. (faces him) Um, why don't you take the bed?  Y'know, you're wounded..."
Angel,I'll take the floor.
Buffy,"Uh, no, that's not..."
Angel,"(reassuringly) Oh, believe me, I've had worse."
Buffy,"Okay. Um, then why don't you check and see if the Fang Gang is  still loitering and, um, keep your back turned while I change?"
Angel,I don't see them.
Buffy,"Y'know, I'm the Chosen One, it's my job to fight guys like that.  What's your excuse?"
Angel,"Uh, somebody has to."
