character,dialogue
"Transcribed by Joan the English Chick (<a href=""mailto","pisces@englishchick.com"">pisces@englishchick.com</a>)."
<b>Transcriber's Notes,"</b><ul><li>I do not own the characters or situations of BTVS, and I claim no credit for the content of this episode. I have merely transcribed what appeared on my screen, with help from the closed captions.<li>I prefer that you link to this transcript on the Psyche site rather than post it on your site, but you can post it on your site if you want, as long as you keep my name and email address on it. Please also keep my disclaimers intact.<li>You can use my transcripts in your fanfiction stories; you don't have to ask my permission. (However, if you use large portions of episode dialogue in your fanfic, I recommend you give credit to the person who wrote the episode.)<li>I apologize in advance for my lame transcription of the fight scenes. I don't know the names of different punches and kicks. Use your imagination.</ul>"
GILES VOICEOVER,Previously on <I>Buffy the Vampire Slayer</I>...
DREG,"This dark spell I hold in my worthless hand is our gift to you, Glorificus..."
GLORY,"(trying on a shoe) Please, call me Glory."
TARA,What if she's something else altogether?
GILES,"Something new, you mean?"
TARA,(shakes head) Something old. So old it pre-dates the written word.
SECURITY GUARD,"Lady, whatever you are, please ... I have two daughters."
MONK,The key ... is energy. My brethren sent it to you.
BUFFY VOICEOVER,Dawn.
GILES,She has no idea.
BUFFY,No. She thinks she's my kid sister.
BUFFY VOICEOVER,I have to take care of her.
DOCTOR,Your mother has ... low-grade glioma. It's a brain tumor.
Episode begins,A tray of hospital food. A hand picks up a piece of green Jello. Pull back to discover Joyce and Dawn sitting in the hospital bed while Buffy sits beside the bed. Joyce has a bandage on her forehead. Dawn is eating green Jello with her fingers.
JOYCE,"Listen you two, I know this creamed spinach is pretty delicious, but I promise, I won't be offended if you go out for some real food."
BUFFY,You kidding me? This is the good life. Relaxing in bed while people bring you food on trays.
DAWN,(licking fingers) I like the Jello.
JOYCE,(laughs) Help yourself. There's something about food that moves by itself that gives me the heebie-jeebies.
DAWN,"It's good and wiggly. (speaks with mouth full) This girl at school told me that gelatin is made from ground-up cow's feet, and that if you eat Jello there's some cows out limping with no feet."
DAWN,But I told her I'm sure they kill 'em before they take off their feet. (Suddenly nervous) Right?
BUFFY,(to Joyce) You're the one who insisted on teaching her to talk.
JOYCE,"Oh, hello, Dr. Kriegel, um, you know my girls, (gestures to them) Buffy and Dawn."
DR. KRIEGEL,"Yes, of course. You two are becoming part of the regular crew around here."
BUFFY,Just keeping her company.
DR. KRIEGEL,Good. Just be careful you don't wear her out.
JOYCE,"Ohh, don't worry about that. I woke up exhausted, there's really no more exhausted to get."
DR. KRIEGEL,"Well, maybe some good news will help. The blood work's come back from the lab, and everything seems fine. So, we've scheduled your surgery for day after tomorrow at ten in the morning."
DR. KRIEGEL,How's that sound to you?
JOYCE,"Oh, well, I think they had me scheduled for volleyball, but, ah, we can work around it."
DR. KRIEGEL,"(laughs) All right. Joyce, you take care. Make sure you get some good solid rest. And I mean that. (Exits)"
JOYCE,"Uhh, the day after tomorrow. I don't think I can stand to stay here another two days just waiting."
