character,dialogue
Angelus,"There's moments in your life that make you, that set the  course of who you're gonna be. Sometimes they're little, subtle moments.  Sometimes... they're not. I'll show you what I mean."
Angel,(with an Irish accent) We'll be back when we've found a bit more  cash money! Keep the girls warm!
Angel,"Come on. We'll sneak in and take some of me father's silver.  He'll never miss it. He eats with his hands, the pig."
Angel,Ah. Why don't you rest right here.
Angel,"So, I'd ask myself... What's a lady of your station doing alone  in an alley with the reputation that this one has?"
Darla,(still facing away) Maybe she's lonely.
Angel,"In that case, I'd offer myself as escort to protect you from  harm and to while away the dull hours."
Darla,You're very gracious.
Angel,Hm. It's often been said.
Darla,(turns to face him) Are you certain you're up to the challenge?
Angel,"(approaches her) Milady, you'll find that with the exception of  an honest day's work, there's no challenge I'm not prepared to face."
Angel,Oh... But you're a pretty thing. Where are you from?
Darla,(smiles) Around. Everywhere.
Angel,"I never been anywhere myself. Always wanted to see the world,  but..."
Darla,I could show you. (smiles)
Angel,"Could you, then?"
Darla,"Things you've never seen, never even heard of."
Angel,Sounds exciting.
Darla,It is. And frightening.
Angel,I'm not afraid. Show me. Show me your world.
Darla,(closes her eyes) Close your eyes.
Buffy,Nice try.
Buffy,I want you to get a message to Angel for me. Tell him I'm done  waiting. I'm taking the fight to him.
Buffy,You got that? Need me to write it down for you?
Buffy,"Alright, I'll tell him myself."
Xander,(moans) I'm good. Don't worry about me. (rubs his neck)
Buffy,"You know, you don't have to patrol with me."
Xander,"(indicates the pile of ash) I had that guy under control until  he resorted to fisticuffs. (cranes his neck) Oh! What is that, um...  five vampires in three nights?"
Buffy,Yep. But no Angel.
Xander,"Are you, uh, really that anxious to come up against him?"
Buffy,I want it over with.
Xander,(nods) I hear that.
Buffy,"Oh, we better go. (exhales) I haven't even started studying for  finals yet. (starts to go)"
Xander,"(joins her) Oh, yeah, finals! Why didn't you let me die?"
Buffy,"Ah, look on the bright side. It'll all be over soon."
Angelus,"Yes, my love. It will."
Doug,"Careful, now. (points) Concentrate in this area. (watches her  work a moment) There you go."
Giles,Hello?
Doug,(comes to greet him) Rupert Giles?
Giles,Yes.
Doug,Doug Perren. (shakes his hand) Thanks for coming.
Giles,"Oh, not at all. It's... flattered to be asked."
Doug,"I spoke with Lou Tabor at the Washington Institute, and he told  me we had the best authority on obscure relics right here in Sunnydale."
Giles,"Oh... (laughs) He may have, uh, exaggerated a little. (sees the  obelisk) Ah, is this the..."
Doug,This is our baby. (they approach it) Construction workers dug it  up outside of town. Don't have a clue what it is. Any ideas?
Giles,"(touches and looks at the rock) A few. None I'd care to share  until I can verify. (notices the runes on it) You have, uh, carbon dated  it? (inspects the writings)"
Doug,The results'll be back in a couple of days. I'll go out on a limb  and say old.
Giles,"(smirks) Um, yes, it, it certainly... (picks up a jar and a  scraper) predates any, uh... settlements we've read about. (points) Um,  may, may I?"
Doug,Yeah. Sure.
Giles,"I assume you've, uh, you haven't tried to open it."
Doug,Open it?
Doug,"Ah, I'll be damned. I figured it was solid. What do you think is  in there?"
Giles,(staring intently) I don't know.
Doug,Well... I guess we won't know until we open it up.
Giles,"(considers) Yes, but could I ask, um... would you wait? I, uh...  I'd like to work on translating the text. It-it-it might give us an  indication of... what we'll find inside."
Doug,You don't want to be surprised?
Giles,"A-as a rule, no."
Doug,"Alright. You're the expert. But I'm pretty damn curious, though."
Giles,"(removes his glasses) Yes. Yes, so am I."
Xander,"Tell Angel I'm gonna kill him! No, wait. I'm gonna kill you!"
Xander,Die! Die! Die!
Xander,Aah! (makes a thudding noise) (squeals) Mother! (smiles)
Cordelia,Is that it?
Xander,Yeah. That's it. (chuckles) Scene! (grins)
Buffy,That's exactly how it happened.
Oz,"Well, I thought it was riveting. Uh, I was a little unclear about  some of the themes."
Buffy,The theme is Angel's too much of a coward to take me on face-to- face.
Xander,"(still playing with the fish sticks) And the other theme was  'Buy American', but it, uh, got kind of buried."
Willow,(to Buffy) Do you think you're ready to fight Angel?
Buffy,"I wish people would stop asking me that. Yes, I'm ready. I'm  also willing and able. Just the one test I might actually pass."
Willow,Don't say that! You're gonna pass everything. I will get you  through this semester if I have to sweat blood.
Xander,Do you think you're likely to? 'Cause I'd like to be elsewhere.
Willow,It was only metaphor blood.
Oz,I think you'd sweat cute blood.
Willow,"(gives Oz a smile) (to Buffy) Sixth period, after my computer  class, we'll rock on chemistry."
Buffy,Ready to rock.
Cordelia,"Boy, Willow, you've really got the teaching bug: taking over  computer class, tutoring..."
Willow,(smiles widely) I love it. I really do.
Cordelia,"I think it's great to do that before you go out and fail in  the real world. That way you're not falling back on something. You're  falling... well, forward."
Xander,(rolls his eyes) And almost sixty-five percent of that was  actual compliment. Is that a personal best?
Cordelia,"Gee, Xander, what are you gonna teach when you fail in life?  Advanced loser-being?"
Xander,I will teach... (with a French accent) zee Language of Love!  (reaches for her)
Cordelia,(fights him off) Don't touch me! You have fish hands!
Xander,"Come, let me caress you!"
Cordelia,Stop it!
Xander,Let me in!
Cordelia,No! (laughs) Don't!
Snyder,That's enough of that. (to Willow) And you! Are we having a  chair shortage?
Willow,I didn't read anything about... Oh. (slides off of Oz's lap and  into her chair) I get it.
Snyder,"These public displays of affection are not acceptable in my  school. This isn't an orgy, people. It's a classroom."
Buffy,Yeah! Where they teach lunch.
Snyder,"(glares at her) Just give me a reason to kick you out, Summers.  Just give me a reason. (walks off)"
Cordelia,"How about because you're a tiny, impotent Nazi with a bug up  his butt the size of an emu?"
Buffy,Sums it up.
Cordelia,Don't you think?
Willow,"(smiles) (to Buffy) Do you wanna come by my house tonight and  study, too?"
Buffy,Maybe. I-I do have to patrol.
Willow,Again? Do you really expect Angel to turn up tonight?
Buffy,"No, I don't expect him to. But that's usually when he does."
Drusilla,"Bless me, Father, for I have sinned."
Drusilla,It's been two days since my last confession. (waits for an  answer) Father?
Angelus,(goes along with it) That's not very long.
Drusilla,"(with a trembling voice) Oh, Father, I'm so afraid."
Angelus,The Lord is very forgiving. Tell me your sins.
